paper_id,decision,criteria,reason
10319,include,I1,"MCTS search where an EditorAgent proposes edits and an ExaminerAgent critiques them each round, with ablations on the search framework."
10322,include,I1,"Builds a reasoning tree where shots are iteratively selected or reverted, with a visual-incoherence pruning module as heuristic fact-checking."
10323,include,I1,"Same reasoning-tree framework: iterative shot selection and reversion plus heuristic fact-checking pruning drive the search."
10326,include,I1,"LLM heuristic guidance constrains the search space while RL agents refine local execution policies; the action-selection architecture is the contribution."
10351,include,I1,"Cast as an MDP over a dynamically evolving search tree, with transition probabilities modulated by local LLM feedback signals at each step."
10355,include,I1,"MCTS generates a step then uses self-evaluation to guide selection of subsequent branches each iteration."
10371,include,I1,"No abstract; title names an assistive AI agent combining LLM, non-monotonic reasoning and human-in-the-loop feedback, so loop status is unresolved."
10373,include,I1,"Adversarial debate between role-locked ProAgent and ConAgent, plus claim-complexity estimation that dynamically adjusts debate depth."
10374,include,I1,"Proposes a runtime pattern of policy gate, typed tools and effects, and layered safety monitors bounding what the agent may execute."
10376,include,I1,"No abstract; title names a human-in-the-loop LLM agent framework, leaving the runtime control structure undecidable here."
10380,exclude,E2,"Artifacts are a requirements-validation module, bias-trigger removal and blockchain dual-authorization for vacancy approval; no iterative control at inference."
10387,exclude,E2,"No abstract; title is human-in-the-loop evaluation pipelines for production LLM systems, i.e. output evaluation rather than an agent's runtime loop."
10388,exclude,E2,"No abstract; title is LLM-in-the-loop intent clustering of customer-service dialogues, an annotation/clustering pipeline, not agent control."
10394,exclude,E5,"Explicitly draws on a focused review of 34 empirical, technical and regulatory sources published 2019-2026 plus a regulatory gap analysis."
10404,exclude,E2,"Governance framework of five functions and four artifact-influence states for human approval of LLM proposals; conceptual, no inference-time iteration."
10406,exclude,E2,"Compares prompting strategies (few-shot, role-based, CoT, LLM-as-judge) for annotation; the two-step classification is a fixed pipeline, not a feedback cycle."
10414,exclude,E2,"No abstract; title investigates LLM-assisted annotation for subjective tasks, human labelling support rather than an agent control loop."
10415,exclude,E5,"Built on a systematic review of 20 peer-reviewed and industry sources that maps failure modes and evaluates existing oversight frameworks."
10416,exclude,E2,"No abstract; title is human-in-the-loop expert evaluation of LLM-generated hypotheses, an output-quality study with no runtime loop."
10417,include,I1,"No abstract; title is LLM-enabled human-in-the-loop control of multi-UAV teams, so an LLM decision loop is plausible and unresolved."
10424,exclude,E2,"No abstract; title asks about coding qualitative data with an LLM aide, a human analysis-support workflow, not an agent's control structure."
10426,exclude,E2,"Resume-screening experiment (N=528) measuring how simulated AI bias shifts human choices; no runtime agent control structure is studied."
10427,exclude,E3,"No abstract; title evaluates a multi-agent LLM pipeline for drafting patient-education handouts from guidelines, i.e. domain output, loop as scaffolding."
10428,exclude,E1,"Digital Twin data model and service layer for Industry 4.0 multi-agent systems; the agents are industrial, not language-model, agents."
10431,include,I1,"No abstract; title pairs constrained smell-targeted LLM transformation with validation, so a check-and-revise cycle cannot be ruled out."
10432,include,I1,"No abstract; title makes a dual cognitive loop for an LLM-based agent the contribution itself."
10433,include,I1,"No abstract; title makes a human-like temporal cognitive loop the mechanism giving the LLM long-video understanding."
10439,exclude,E2,"No abstract; title is a human-in-the-loop framework for human-LLM collaborative domain modelling, human-assisted authoring rather than agent control."
10440,include,I1,"No abstract; title names an LLM-based agentic workflow over audiovisual perceptions and actions for proactive interaction, i.e. turn triggering."
10441,exclude,E2,"No abstract; title is LLM-based automated grading with human review, a single-pass scoring application with no iterative control."
10503,exclude,E2,"No abstract; title augments intelligent process automation with generative AI for human decision systems, with no agent loop as the object."
10545,exclude,E2,"No abstract; title evaluates LLMs for requirements engineering and argues for stakeholder involvement, an evaluation study, not a runtime loop."
10546,exclude,E2,"No abstract; title is a stage-wise human-in-the-loop study of LLMs for ontology engineering, staged human-assisted authoring, not agent control."
10547,include,I1,"No abstract; title makes feedback loops and code perturbations in an LLM-based C-to-Rust translation system the object of the case study."
10550,include,I1,"No abstract; title audits LLM-as-a-judge, a verification component, and 'Bias in the Loop' frames it as an in-loop claim."
10551,include,I1,"No abstract; title names a hybrid agentic architecture with physics validation in the loop, i.e. a verification signal on each design step."
10564,include,I1,"No abstract; 'Fail Fast, or Ask' names a run-termination and human-escalation policy for reasoning LLMs, which is a loop-control choice."
10565,include,I1,"No abstract; preprint of the same case study on feedback loops and code perturbations in an LLM-based C-to-Rust translation system."
