paper_id,decision,criteria,reason
498,include,I1,"Dual-Evolution process adaptively evolves the query and the retrieved sub-graph during reasoning, and ablations test the MACER retrieval-refinement components."
499,include,I1,"Four-layer memory architecture sustains multi-day workflows, and two interventions (literature self-learning, expert constraints) are added to the agent's execution loop."
501,include,I1,"Reason-Verify-Refine inference pipeline plus a persistent semantic guardrail memory reused across monitoring episodes."
502,include,I1,"FT-Agent uses structured iteration planning, fail-fast validation and multi-level feedback analysis; case studies show agents recovering from failures via cumulative learning."
503,include,I1,"CMAG interposes hard constraint filtering and penalized-utility optimization on action selection in an LLM-driven agent population, with a naive-filtering ablation."
508,exclude,E4,"Technical white paper specifying the ANP three-layer communication protocol; no method, evaluation, or study of an agent's control structure."
509,include,I1,"Lightweight Audit Agents continuously verify intent versus behavior at run time and challenge-response attestation gates high-risk operations."
511,include,I1,"Architecture pairs a Perception Agent with a Decision-and-Action Agent in continuous perception-action cycles that reconfigure the network from inferred intents."
512,include,I1,"Reports persistent failure-mode oscillation rather than convergence under output-only feedback, and a code-level intervention that restored convergence."
513,include,I1,"Every action is validated against an action-alignment oracle before running, refused actions trigger escalation and re-planning, and confidence ratchets with cross-session memory."
515,include,I2,"Loop topology is the contribution: a high-level planning agent plus dedicated structural, electronics, control and software agents with structured human feedback."
517,include,I1,"Task Memory Tree stores per-step input, output and status, and prompts are synthesized from the active node path instead of linear prompt concatenation."
518,include,I1,"Compares preserve, prune and repair skill patches on held-out tasks; removing prune patches roughly tripled quality regressions, a claim about the skill-reuse loop."
519,exclude,E5,"Comprehensive review consolidating around 60 benchmarks, agent frameworks and agent-to-agent protocols; secondary study."
520,include,I1,"Closed-loop delegation protocol with common-ground verification and adaptive routing between primary and primary-plus-auditor configurations."
522,include,I1,"Measures entropy growth with interaction rounds over 40,000 trials and names feedback correction and memory persistence as lifecycle layers driving silent failure."
523,include,I1,"A leaderboard reward signal drives repeated refine-and-resubmit cycles; the paper compares single-agent refinement against parallel autonomous agents."
528,include,I1,"Layered memory with inheritance and copy-on-write defines what each agent instance carries between runs; a memory model for stateful agent execution."
530,exclude,E1,"The autonomous agents are ROS mobile robots doing navigation; the LLM only generates post-hoc natural-language explanations from blockchain-stored black-box data."
531,include,I1,"Two-part planning architecture with a Summarizer that generates commands and processes feedback across 200 CTF challenges."
532,include,I1,"An Offline Agent as a fast loop generates hypotheses and an Online Agent as a slow loop validates candidates against delayed production metrics."
535,include,I1,"A self-organizing hierarchy of LLM agents decomposes intents across time scales, domains and protocol layers, and the AI-RAN Factory regenerates agents from operational data."
539,include,I1,"Defense-in-depth controls are placed at the memory, decision-making and execution stages of the agent lifecycle with cross-layer coordination; prototype on OpenClaw."
540,include,I1,"An Actor agent paired with a Critic agent in an iterative workflow that refines tool configurations; outperforms single-agent baselines."
542,include,I1,"Co-evolves policy and training harness by diagnosing rollout-level evidence, revising diagnostics, backtesting interventions and accumulating reusable skills."
549,exclude,E5,"Provides a comprehensive review of LLM agents from a computer-systems perspective plus challenges and future directions; secondary."
552,exclude,E5,"Taxonomy derived by analyzing a sample of existing LLM-integrated applications along thirteen dimensions; secondary study."
553,exclude,E1,"Continuous control is reinforcement learning over an MDP with traffic-shifting optimization; the LLM only synthesizes code and configuration."
554,include,I1,"Reports that present-day LLM reasoning and planning do not scale with mission complexity, and that prompting frameworks and the agent's level of authority mitigate it."
556,exclude,E5,"Comparative literature study of microservices and LLM-MAS across eight architectural dimensions, concluding with four research questions; secondary."
557,exclude,E5,"Survey synthesizing AI, IoT and robotics frameworks that classifies existing work by integration depth."
558,include,I1,"A coordinator translates user intent into structured task plans that an autonomous agent executes, with an ablation study assessing each module's contribution."
559,exclude,E5,"Critical review of agentic AI terminology against the established intelligent-agent and multi-agent-systems literature; secondary."
561,include,I1,"Title applies MAPE monitor-analyze-plan-execute control loops to AI agent improvement; the record carries no abstract text on which to exclude."
564,exclude,E5,"Comprehensive survey analyzing over 200 studies with a lifecycle taxonomy of healthcare agents."
566,include,I1,"The LLM controller selects from finite action catalogs enforced at the tool-output interface, with closed-loop stability certified by a Lyapunov function in Lean 4."
567,include,I1,"AICL formalizes agentic reasoning as a closed loop of structured planning, probe-driven monitoring, event-based orchestration and stability budgets bounding drift."
568,exclude,E5,"Gathers, filters and analyzes literature from four research fields on GenAI in MAPE-K self-adaptive systems and proposes a research roadmap."
570,exclude,E2,"Contribution is a semantic verification xApp that validates untrusted inputs to LLM prompts; no iteration, retry or feedback on the agent's own prior steps."
571,include,I1,"Each agent implements a MAPE-K monitor-analyze-plan-execute autonomic control loop, evaluated for resilience and recovery against multi-agent baselines."
572,include,I1,"Each agent implements a MAPE-K autonomic control loop for self-regulation, with system-level anomaly detection and adaptation evaluated for recovery."
573,include,I1,"A fast anomaly classifier triggers a slower generative-LLM fallback-selection stage at branch points, deciding at run time whether to switch plans."
575,include,I1,"Layered architecture separating inference, orchestration and execution, with a prototype showing persistent memory, tool use and adaptive decision-making emerging from integration."
576,include,I1,"CRS consistency, geometry validation and operation-aware coordination are embedded directly into the control loop of planner, coder, validator and debugger agents; fallback behavior analyzed."
578,include,I1,"An automated evolution module operates alongside the BDI agent's reasoning loop, eliciting new goals and synthesizing design and code updates at run time."
