paper_id,decision,criteria,reason
138,exclude,E2,"Samples 4,374 stories from GPT-3 versions to measure mode collapse from instruction tuning and RLHF; one-shot generation, no control returning to the model."
140,exclude,E2,"Evaluates membership inference attacks against LLM pre-training data on the Pile; a privacy attack on weights, with no agent and no iterative control structure."
143,exclude,E1,"LangGSL's ""mutual learning phase"" is a training-time loop between a language model and a graph structure learning model, not an agent's runtime action loop."
144,exclude,E2,"Structured Agent Distillation compresses ReAct agents via segment-specific losses on [REASON]/[ACT] spans; the contribution is the student's weights, not the loop."
146,exclude,E2,"xLAM is a family of trained action models scored on the Berkeley Function-Calling Leaderboard; the contribution is the training pipeline and weights, not a control structure."
149,exclude,E2,"DeepAnalyze-8B's contribution is a curriculum-based agentic training paradigm and trajectory synthesis framework - policy weights, not a mechanism governing the loop."
152,include,I1,"S-Agents proposes a ""tree of agents"" for dynamic workflow, an hourglass architecture for information priority, and non-obstructive asynchronous collaboration - loop topology is the object."
153,exclude,E5,"Summarises the current state of pretraining and fine-tuning data and gives an overview of open-source datasets; a secondary overview with no primary method."
154,exclude,E1,"SBFA's ""iterative searching and ranking"" is a weight fault-injection search over ImpactScore, not the control loop of an LLM agent."
156,include,I1,"IAL-Scan detects Infinite Agentic Loops by recovering feedback paths in an Agentic Loop Dependence Graph and checking whether they are effectively bounded - termination is the object."
158,exclude,E2,"Studies how alignment performance scales with data and proposes information-theoretic subsampling for fine-tuning; no iterative control at inference."
160,exclude,E2,"SCoRe is a distillation and short-horizon RL recipe in which the teacher corrects the student's earliest error; the object is the student's training, not the runtime loop."
163,include,I1,"Places the LLM at the decision centre and proposes a two-layer agent task planning architecture that issues and executes decision commands, validated in wargame simulation."
170,exclude,E2,"Uses GPT-4o with dataset context to classify whether a feature holds personal data; a single-pass detection method compared to Presidio and CASSED."
179,exclude,E2,"Investigates activation sparsity in FFN components for compressing LLMs on edge devices; a model-compression study with no agent and no control structure."
183,exclude,E2,"Applies LLM approaches to remove a target variable from text and tests residual detectability; a one-pass text transformation, control never returns."
186,include,I1,"KG-Agent develops an iteration mechanism that autonomously selects a tool then updates knowledge memory until the reasoning over the KG finishes - the iteration mechanism is the contribution."
187,exclude,E1,"The ""feedback loop"" here is the traditional user-recommender loop in a recommendation paradigm (Rec4Agentverse); no agent runtime control loop is presented or analysed."
188,exclude,E1,"The ""closed loop"" is data reproduction - models generating, curating and retraining on data; the proposed mechanisms target training data streams, not runtime action selection."
190,include,I1,"MAC measures whether a meta-agent, given a sandbox and evaluation API, can iteratively program an agent artifact under a time limit, reporting variance and emergent reward hacking."
194,exclude,E2,"Proposes Shapley-based credit and first-error preferences as training signals for post-training multi-agent LLMs; explicitly conceptual, with the contribution in supervision not runtime control."
195,exclude,E2,"A Danish language and culture benchmark (Danoliteracy) ranking GLLMs across eight scenarios; single-response evaluation with no agent loop."
201,exclude,E5,"Self-described review and ""first systematic synthesis"" of >60 LLM-agent systems across genomics, imaging and bioinformatics; a secondary study, retained as a snowballing seed."
202,exclude,E3,"LITURAt wires an off-the-shelf ""plan-and-solve"" agent over PubMed retrieval and statistics and reports domain accuracy and consistency rates; the loop is scaffolding."
203,include,I1,"Reports property-aware iterative molecular refinement over two rounds, with QED>0.6 molecules rising 34 to 55 - a claim about what the refinement cycle does."
204,exclude,E5,"Explicitly a PRISMA 2020 systematic survey of 153 peer-reviewed studies on agentic AI for IoT cybersecurity, with a taxonomy and research roadmap."
205,include,I1,"KwaiAgents' agent system uses the LLM as cognitive core that updates and retrieves internal memory and plans and executes actions with a time-aware search-browse toolkit."
206,include,I1,"Proposes HIMAL, a human-in-multi-agent-loop intent refinement method that embeds human judgment inside the LLM workflow to refine AI responses before offloading decisions."
208,exclude,E3,"LUMEN applies multi-agent LLMs plus knowledge graphs to IoT observability and validates with two industrial case studies reporting analysis automation, not loop behaviour."
210,include,I1,"Uses closed-loop agentic control in which candidate LLM decisions are first tested for agronomic and resource feasibility and only then executed via IoT actuators."
213,include,I1,"DSPy compiles declarative LM pipelines into optimised text transformation graphs and reports that its programs express and optimise pipelines that ""control agent loops""."
214,exclude,E5,"A review that synthesises existing studies of generative agents - AutoGPT, BabyAGI, LangChain - covering memory, planning, tool connectivity and feedback control structures."
215,include,I1,"DREAMS builds a multi-tier safety guard that verifies at tool-call and report time, compares against an unguarded counterpart (81% of steps) and disables verification layers individually."
217,include,I1,"Claims that an autonomous knowledge loop lets Hydrogen-Agent overcome static knowledge limits, combining a fine-tuned cognitive core with PolicyRetriever, WebBrowser and ArxivAnalyzer tools."
218,exclude,E3,"MapBot uses an LLM agent loop in a REPL to orchestrate Segment Anything, DinoV2 and Python execution for geospatial analysis; the loop is off-the-shelf plumbing for the tool."
221,include,I1,"AGENTSAFE profiles agentic loops (plan -> act -> observe -> reflect) and adds runtime controls - dynamic authorization, escalation to human oversight and interruptibility."
222,exclude,E5,"Systematises fragmented prior work on agentic runtime risks into a unified framework of data and tool supply chain attacks; a secondary systematisation, not a primary study."
223,exclude,E5,"Explicitly a comprehensive survey presenting a taxonomy-driven synthesis of attacks on LLM-based agents and a structured review of defence studies."
224,exclude,E5,"Self-described ""detailed review and discussion"" of agentic AI frameworks - ReAct-style loops, MARL simulation, RAG-based HIL - for automotive validation."
