paper_id,decision,criteria,reason
656,include,I1,"ReAct-based agent treats compliance checking as an iterative evidence-driven process with adaptive planning and a self-extending tool library, so the loop is modified not just used"
659,include,I1,"Agent architecture decomposes intent via a TaskGraph and validates iterations in a DockerSandbox with an explicit control loop, so action selection and verification are the contribution"
660,include,I1,"Contribution is a Dual-State Action Pair with post-condition guard functions and a three-level recovery hierarchy of retry, informed backtracking and escalation"
661,exclude,E5,"Self-described review article providing a comprehensive analysis of the A2A protocol and its use cases; secondary study, log as snowballing seed"
662,exclude,E1,"Streaming sensor anomaly detection on industrial pumps via LSTM autoencoders and Isolation Forest; no language-model agent loop is the object"
663,include,I2,"Proposes a governance loop with Trajectory Monitoring over CoT embeddings and treats latent feedback loops in agent graphs as a studied phenomenon"
666,include,I1,"Replaces the MAPE-K loop with AWARE (Assess, Weigh, Act, Reflect, Enrich), a loop of autonomous AI agents that iteratively refines strategies; the loop is the contribution"
667,include,I1,"Contribution is TruthFlow's ranked verification sequence with early termination plus an Autonomous Adaptive Intelligence Cycle feedback loop that refines verification parameters"
673,exclude,E1,"The loop is a classical LQR feedback controller for aerospace tracking; the LLM supplies structured-prompt decisions, and results are tracking accuracy and disturbance robustness"
674,include,I1,"Master Agent plans and decomposes tasks to near-data sub-agents; the hierarchical multi-agent topology and delegation structure is the object of the framework"
678,include,I1,"Presents a closed-loop agentic tuning framework where observability, index morphing and scheduling are coordinated by a multi-agent SLM system formulated as an MDP"
679,exclude,E5,"Explicitly a comprehensive review that systematically synthesises robotics algorithmic building blocks across perception, dynamics and control; secondary study"
686,exclude,E5,"Comprehensive overview surveying agent communication protocols and identifying gaps toward an Agentic Web; secondary study, log as snowballing seed"
689,exclude,E5,"Review of peer-reviewed literature on ethical dimensions of LLM agents in biomedicine, mapping risks and mitigation strategies; secondary study"
690,include,I1,"Self-improving retrieval-augmented LLM plus contextual-bandit selector, evaluated by reduction in orchestration iterations (94%), a direct loop-convergence measure"
691,include,I1,"MCP-SIM is a self-correcting multi-agent framework running iterative plan-act-reflect-revise cycles with persistent memory rather than one-shot code generation"
692,exclude,E1,"Cyber-physical AMR fleet coordination with path planning and digital twins in warehousing; no language-model agent control loop"
699,exclude,E5,"PRISMA 2020 systematic review of ninety articles on human-centered AI in decision support systems; secondary study"
702,exclude,E5,"Comparative overview and taxonomy of LangChain, LangGraph and LangSmith toolchains with case studies; secondary study of existing frameworks"
709,include,I1,"On a reasoning impasse ComoRAG runs iterative reasoning cycles that generate probing queries and consolidate evidence in a memory pool; retrieval is re-entered on a signal"
713,exclude,E3,"Off-the-shelf RAG agents orchestrated in n8n workflows for a hydroponic greenhouse; results are domain metrics (Q&A accuracy, DLI MAE, alarm accuracy), no claim about the loop"
714,include,I1,"Proposes a process model and reference architecture (EDDOps) unifying offline and online evaluation in a closed feedback loop where evaluation evidence drives runtime adaptation"
726,exclude,E5,"Comprehensive survey of the world-model literature with a categorization and representative-paper summary; secondary study, log as snowballing seed"
731,exclude,E5,"Survey synthesising 140 research contributions on AI-driven transportation infrastructure with a cross-layer threat matrix; secondary study"
735,include,I2,"Embeds a tool-augmented LLM agent in the network control loop and reports a latency-energy coupling in tool-driven control loops; a measured claim about loop behaviour"
737,exclude,E2,"Contribution is a self-supervised visuo-lingual affordance policy; the LLM only decomposes instructions into subgoals via few-shot prompting in a single pass"
738,exclude,E1,"Object is autonomic network management: MAPE closed control loops, FSM-driven policy execution and intent drift assurance, with LLMs used for few-shot intent decomposition"
740,include,I1,"Framework iteratively executes generated code while inserting debugging probes, and this closed-loop debug-and-refine structure is the stated contribution"
741,include,I1,"Contribution is an active memory architecture (DCM, memory agent, memory gland) where a MetaAgent reinforces, inhibits or reorganizes what is carried between turns"
742,include,I1,"Modular architecture integrates an LLM with visual and spatial inputs for adaptive planning that iteratively guides robot behavior, evaluated with a continuous plan-quality metric"
743,include,I1,"ReAct interleaves reasoning traces with actions so traces induce, track and update action plans and handle exceptions; the interleaving policy is the contribution"
746,exclude,E3,"ReAct agents are integrated as one expert inside a graph-enhanced mixture-of-experts router; results reported are MultiWOZ 2.2 joint goal accuracy, not loop behaviour"
752,include,I2,"Sensitivity analysis finds performance is minimally influenced by interleaving reasoning with action execution, a direct negative claim about a ReAct loop component"
754,include,I1,"ActRe annotates sampled actions so the ReAct agent re-runs failed tasks and self-trains contrastively, described as a closed loop over multiple rounds of self-improvement"
797,include,I1,"In-context algorithm where the agent repeatedly reattempts the same task, self-correcting after each failure; the retry-and-correct cycle is the method"
823,exclude,E2,"TreeLSTM character embeddings for Cantonese pronunciation prediction and language modeling; representation learning with no runtime control structure"
825,include,I1,"Reflective Principle Optimization uses a reflector to critique and an optimizer to update action principles after execution, an explicit post-run reflection cycle"
826,include,I2,"Shows a ReAct agent seldom re-evaluates actions once a tool enters its thought, and proposes a reflection step that reassesses safety during execution; a claim about the loop"
834,exclude,E2,"Contribution is a modular chemical language model tokenizing molecules into building blocks; property prediction and synthesizability, no runtime control loop"
836,include,I1,"A Megamind orchestration agent is introduced to mitigate context-retention failures in long-horizon planning across onboard agents; orchestration and context carry are the contribution"
838,include,I1,"PersonaEvolve is an LLM-based optimization algorithm that iteratively refines agent personas against a distribution-matching objective; the refinement cycle is the method"
840,exclude,E5,"Systematic literature survey following PRISMA 2020, screening 2,341 publications and coding 88; secondary study, log as snowballing seed"
845,include,I2,"Evaluates ReAct-based LLMs in simulation and with real users, reporting where the ReAct strategy underperforms on success rate; a measured claim about the loop's behaviour"
847,exclude,E5,"Self-described survey organizing code-as-harness work into three layers with representative methods and open challenges; secondary study, log as snowballing seed"
851,include,I1,"Models feedback-driven solving as a calibrated stopped process with dual-granularity verification and self-evolving experience, and ablates each loop mechanism"
