paper_id,decision,criteria,reason
233,exclude,E5,"Self-described survey that categorizes existing LLM reasoning and agentic-workflow methods along regimes and architectures; secondary study, snowballing seed."
234,include,I1,"Theorizes agentic systems as recursive loops of perception, evaluation, goal-updating and action, with a goal-maintenance equation and measurable indicators like adaptive recovery."
235,exclude,E1,"The iteration is a GNN/PPO/Tabu Search optimization loop over vehicle routing; the LLM only re-weights constraints, so this is not a language-model agent control loop."
236,include,I1,"MAgICoRe is a Solver-Reviewer-Refiner multi-agent refinement loop with re-evaluation and iteration count as the contribution, plus ablations on the RMs and communication."
237,include,I1,"AgentQuest adds metrics that track agent progress across multi-step solving and uses them to identify failure points and refine the agent architecture."
239,include,I1,"MedReAct observe-think-act trajectories gated by five MedEval critics, with MedReFlex re-entering on insufficient action; the reflect-retry structure is the proposed method."
241,include,I1,"ReaperAI is an autonomous pentest agent with task-driven command generation, RAG memory retention and reported error-handling and command-execution complexities in its loop."
242,exclude,E5,"Explicitly the first comprehensive survey of LLM-based human-agent systems, consolidating components, applications and open challenges."
244,exclude,E5,"Review-style vision article presenting a conceptual framework, popular applications and open problems for agentic AI rather than a primary method."
245,exclude,E4,"Blueprint-style walkthrough of LangChain and LangGraph architecture for engineers, with no study method, evaluation or data reported."
246,exclude,E5,"Comparative synthesis of representative Traditional and Agentic RAG systems, their metrics and failure modes; a secondary study with governance recommendations."
247,exclude,E5,"Reviews twenty-six published RTL-generation efforts across eight methodological dimensions; the model runs are a baseline for the survey, not a loop study."
248,include,I1,"Studies how retrievers and re-rankers behave inside deep-research agents that iteratively issue queries, and proposes Q2Q to fix agent-issued query mismatch."
249,include,I1,"COLA contributes a Task Scheduler that dynamically selects agents plus an interactive backtracking mechanism triggering state rollbacks for non-destructive process repair."
251,exclude,E5,"Review synthesizing recent multi-agent frameworks (LangGraph, CrewAI, MCP) and reported accuracies in biomedical settings; secondary study."
252,include,I1,"ARM is a closed RCA-plus-mitigation loop where the agent selects corrective actions on SLA violations and incorporates post-intervention validation steps, both measured."
253,include,I1,"MemoryAgentBench measures four memory competencies (retrieval, test-time learning, long-range understanding, selective forgetting) across incremental multi-turn agent interactions."
254,include,I1,"WaterRAG iterates retrieval, review and evaluation agents, reports quality improving across refinement iterations, and ablates the iterative multiagent framework itself."
255,include,I1,"GENIUS pairs a finite-state error-recovery machine with tiered LLMs and reports that 76.3% of initial failures are recovered by the error-handling loop, with attempt-wise decay."
257,exclude,E1,"The loop is a Bayesian optimization loop driving MATLAB-ANSYS finite element simulations of a motor; the LLM only proposes candidates and shapes GP priors."
258,exclude,E5,"Survey organizing time-series reasoning literature by topology with curated datasets and benchmarks; secondary study."
260,exclude,E3,"The agentic auditor is scaffolding for a study of benchmark task quality; findings concern ambiguous tasks and ground truths, not the audit loop's behaviour."
261,exclude,E4,"Zenodo record describing a framework discovered via an IBM YouTube video, with claims about OpenClaw but no method, evaluation or data."
262,include,I1,"Large-scale study of 6000 n8n workflows examining control logic, autonomy levels and reliability mechanisms such as structured fallback paths and repair loops."
263,include,I1,"Controlled comparison of orchestrator and sub-agent topology, finding overall performance driven by orchestrator capacity rather than sub-agent capacity."
264,exclude,E4,"Explanatory chapter breaking down six LLM components for non-technical researchers; a primer with no method, framed as a framework for reasoning about LLM use."
265,include,I1,"Benchmarks one-shot versus iterative feedback versus two-agent designer/debugger architectures, then five progressive tool-calling agent architectures, isolating architecture effects."
266,include,I2,"One of the four formalized levels is agent loop context governance, with a cost model showing context compression cuts per-episode tokens for a six-round agent."
267,include,I1,"Proposes an agentic workflow whose core is autonomous query formulation, multi-step evidence retrieval and contradiction resolution before verdict generation."
268,include,I1,"Fixes the model and varies only the agent harness across 35 Qwen Code releases, tracing effectiveness and efficiency shifts to harness components and pull requests."
269,exclude,E5,"Surveys the urban LLM agent research landscape across sensing, memory, reasoning, execution and learning, with a curated paper list."
270,exclude,E5,"Review distinguishing AI Agents from Agentic AI with a conceptual taxonomy, application mapping and challenge analysis over prior work."
271,include,I1,"Sovereign Agentic Loops inserts a control plane that validates model-emitted intents against system state and policy before execution, with measured block and rejection rates."
272,include,I1,"Studies loop termination directly: semantic early stopping on embedding convergence versus max_iterations, cutting operational tokens by 38% at parity quality."
273,include,I1,"Builds end-to-end closed-loop control where strongly typed APIs constrain the agent action space and color annotation feeds assembly progress back into visual inputs."
274,include,I1,"Formalizes four concurrency anomalies in multi-agent read-generate-write loops over shared memory and tool registries, with verified detectors and runtime prevention."
276,include,I1,"Spreadsheet Gym supports multi-turn RL with a refined harness of tool-routing rules for multi-step spreadsheet workflows, not single-pass prompting."
279,include,I1,"Compares execution-lineage DAG replay against loop-centric update baselines and reports where loop baselines regenerate artifacts and import unrelated context."
281,include,I1,"Evaluates models inside repeated planning and execution cycles under time limits, then separates planning from execution via a standardized scaffold to locate the provider spread."
282,exclude,E5,"Review of 143 primary studies on agentic AI definitions, frameworks, architectures, evaluation metrics and challenges."
283,exclude,E4,"Software package record for a minimal R client for chat APIs; it ships an agent loop with tool use but reports no study or evaluation."
284,include,I1,"VeriHarness is a code-controlled agent loop where external validators gate acceptance, and the paper ablates which feedback fields drive repair across a four-call cap."
285,include,I1,"Manipulates only the evaluator that gates the loop and measures self-evaluation bias, showing self-verdict gates degenerate into accept-all over 54 cycles."
286,include,I1,"ALM-ASP contributes a Modeler-Validator iterative construct-validate loop over a shared CLINGO environment, evaluated against LLM and agentic baselines."
287,exclude,E5,"Title states it is a survey of control strategies, skills and harnesses for LLM agents; abstract is empty, so the record stands as a secondary study seed."
