paper_id,decision,criteria,reason
4583,include,I2,"Systematic experimental study of 12 agent memory systems with fine-grained ablations on update correctness and long-horizon stability during agent execution."
4584,include,I1,"Proposes DualMem, a parallel visual-verbal memory architecture, and tests recall across autonomous shopping session chains of length 5 to 50."
4586,include,I1,"Presents eMEM with tiered consolidation and ten recall tools exposed for LLM tool calling; the flat_rag ablation isolates multi-layer storage."
4588,exclude,E5,"Secondary study: synthesizes cognitive-neuroscience and agent memory literature and reviews mainstream benchmarks for evaluating agent memory."
4589,include,I1,"Proposes concept-centric memory with runtime coarse-to-fine retrieval of objects, states, transitions and skills, ablated against embedding-based memory."
4591,include,I1,"SF-AMS replaces static retrieval and heuristic decay with a utility-driven survival mechanism updating memory importance across multi-step reasoning."
4592,include,I1,"AMA's Judge verifies retrieved content and triggers iterative retrieval when evidence is insufficient, invoking the Refresher on logical conflict."
4596,include,I1,"Develops a runtime governing propose, validate, commit, rollback and replanning for long-horizon agents, with a deliberation loop over speculative states."
4598,include,I1,"Formalizes the memory write-retrieve-act pipeline and imposes write-time origin binding on which stored items may steer a later session's action."
4606,exclude,E3,"ALife case study of Spore.fun on-chain agents reporting behaviors and evolutionary trajectories via digital ethology, with no claim about agent control structure."
4607,exclude,E5,"Review that summarizes representative simulators, datasets and benchmarks and structures existing evaluations around the perception-cognition-planning-action loop."
4609,exclude,E3,"Seven-layer architectural blueprint for geriatric-care agents illustrated on home-care and perioperative use cases; agent machinery serves clinical deployment."
4611,exclude,E5,"Taxonomizes the multi-agent security threat landscape across fragmented fields and proposes a unified research agenda; secondary, no loop mechanism studied."
4612,include,I2,"PAST-Bench runs matched sessions with retained experience on and off, and Hermes+ adds five targeted interventions across stages of the agent loop."
4613,include,I1,"Proposes a four-layer Knowledge/Memory/Wisdom/Intelligence decomposition with distinct persistence semantics, with Python and Rust implementations."
4615,include,I1,"External memory distils each episode into retrievable rules from outcome verdicts and corrections, lifting tau-bench success to 1.6x and 2.6x over static RAG."
4616,exclude,E5,"Survey of 1,547 arXiv papers on long-horizon agents, organized into six lifecycle categories with a disclosed 26.8% bleed filter."
4617,include,I1,"OpenLife surrounds a stateless LLM with asynchronous memory, perception, evaluation and budget-based metabolism processes that govern when agents act and persist."
4618,exclude,E5,"Survey reading a 435-work coded corpus through six diagnostic axes and a write-retrieve-act-forget state lifecycle for always-on agents."
4619,include,I1,"EDM governs persistence by consolidating only trajectories that pass reliability thresholds, retaining 50% fewer experiences than flat memory architectures."
4621,include,I1,"MindMemOS evolves memory schemas by validation-driven search, consolidates via dreaming that merges and resolves conflicts, and refines skills from trajectories."
4624,include,I2,"Tests whether agents detect criterion failure and carry a revised criterion into new episodes, with intervention sensitivity on the claimed carrier."
4625,include,I1,"MemoBrain prunes invalid steps, folds completed sub-trajectories and actively manages the working context of tool-augmented agents under a fixed budget."
4626,include,I1,"SRMA unifies episodic encoding, reflection scoring, adaptive retrieval and energy-based correction; ablation shows degradation when reflective modules are removed."
4628,exclude,E5,"Secondary study scoring 16 existing AI security frameworks against a 193-item multi-agent threat taxonomy; no agent control mechanism is built or measured."
4632,include,I1,"SkillMisevo-Gym versions skill state across agent frameworks and SafeEvolve governs what self-improvement writes and what future executors reuse."
4640,include,I1,"Contributes a taxonomy with execution semantics for 12 multi-agent topologies plus an orchestration runtime with model routing and behavioral contracts."
4642,include,I1,"NEMORI decides what interaction experience deserves retention via prediction error, replacing heuristic importance scores in agent memory."
4643,include,I1,"Bio-inspired framework with System 1 default retrieval, System 2 escalation, and active feedback-dependent encoding through a thalamic gateway."
4644,include,I1,"MemCon models memory operations as an MDP and learns an online policy for when to retrieve, re-retrieve when stuck, inject a plan, consolidate or forget."
4645,include,I1,"MemDecay assigns region-specific retention to agent context regions (plans, tool outputs, scratchpad) and pins critical regions under a fixed cache budget."
4646,include,I2,"Decomposes self-evolution into five lifecycle stages (Bootstrap, Propose, Evaluate, Commit, Serve) and measures 100% attack persistence across generations."
4647,include,I2,"Extends Theory of Space into an explore-map-remember-decide pipeline measuring VLM memory persistence and evacuation decisions under partial observability."
4652,exclude,E5,"Survey presenting an architecture-centric taxonomy of memory in LLMs along representation, update dynamics and persistence axes."
4656,include,I2,"SpaMEM measures end-to-end belief maintenance from raw visual streams over long action sequences, separating step-wise updates from episodic reconstruction."
4659,include,I1,"Proposes a hysteretic controller with active, dormant and retired memory states plus shadow-mode reactivation for continual enterprise agents."
4660,include,I1,"Mesh Memory Protocol specifies field-level acceptance, inter-agent lineage and remix so cross-session agent-to-agent state survives restarts."
4661,exclude,E3,"Retail reference architecture wiring buyer- and merchant-side agents to an orchestration layer, reporting three production case studies, not loop behaviour."
4664,include,I2,"Argues episodic memory - the record an agent carries across its actions - introduces new risks, and proposes four principles for developing that capability."
4665,include,I1,"EquiMem calibrates each shared-memory update in multi-agent debate using agents' existing retrieval queries and traversal paths at inference time."
4666,exclude,E5,"Systematic review of 25 selected papers on patient-history retrieval from EHRs, concluding agentic architectures remain underexplored."
4667,include,I2,"Benchmarks memory-augmented LLM agents over 30-minute ICU windows, exposing anchoring bias to early interpretations; ICU-Evo probes structured-memory agents."
4669,include,I2,"TANGLE tests whether agents preserve conflicting cross-session memories and seek clarification, motivating a Conflict-Aware Action Policy."
4670,include,I1,"ADM learns from execution failures, verifying candidate rules by counterfactual simulation before committing them to long-term memory, versus Reflexion and MemGPT."
4673,include,I2,"SEAGym measures agent harness updates - prompts, memory, tools, runtime state, the model-tool interaction loop - across validation, replay and cost views."
