paper_id,decision,criteria,reason
430,include,I1,"Prompt-based decomposition of action confidence vs request uncertainty makes the agent stop and ask for clarification, benchmarked against ReAct+UE and Uncertainty-Aware Memory."
431,exclude,E1,"Kernel-based cognitive architecture evolving intellectual functions via Symbol Emergence and constructivism; no language-model agent and no runtime action-selection loop."
433,include,I1,"Ten architectural patterns and a reference architecture whose Mediation, Execution Control and Evidence & Feedback layers govern skill selection, authority binding and repair at run time."
434,include,I1,"Unified Mind Model cognitive architecture wires planning, reasoning, tool use, memory and reflection into an LLM agent's runtime decision structure."
436,exclude,E1,"AgentSpeak reasoning cycles on a two-wheeled maze-solving robot measured in reasoning cycles and milliseconds; no language-model policy."
437,include,I2,"Multi-agent architecture with specialised RTL, verification, hardening and integration sub-agents in a sandbox, plus ASIC-Agent-Bench and qualitative analysis of agent behaviour."
439,exclude,E3,"Reports offensive capability, that GPT-4 can autonomously perform SQL injection and schema extraction; the tool-calling agent is scaffolding and no loop component is varied or measured."
440,exclude,E1,"Autonomous nano-satellite swarm software on wireless microcontrollers for de-orbiting debris, evaluated for energy efficiency; no language-model agent loop."
441,include,I1,"MAFBench isolates framework-level architecture effects on orchestration overhead, memory behaviour, planning and coordination, reporting 100x latency and coordination-success swings."
442,exclude,E2,"STRIDE scores task decomposition and dynamism offline to choose between a direct LLM call, an assistant or an agent; it recommends a modality rather than running or studying any control loop."
445,exclude,E1,"Instruction-based Behavior Explanation for a reinforcement-learning agent's policy in human-robot cooperation; no language-model agent loop."
449,include,I2,"Contributes the four-module agent topology itself, descriptive analysis, LiDAR and vision, causal reasoning, and an urgency-aware decision agent coordinating sensor fusion for driving decisions."
450,include,I1,"AEMA plans, executes and aggregates multi-step process-aware evaluations over agentic workflows, contrasting traceable multi-step evaluation with single-response LLM-as-a-Judge scoring."
452,include,I1,"MACLA selects actions by expected-utility scoring over a hierarchical procedural memory, tracks reliability with Bayesian posteriors and refines procedures by contrasting successes and failures."
453,exclude,E3,"Cohort-aware roll-call simulation of learner behaviour reports simulation accuracy and LLM-call savings for adaptive testing; the teacher-agent probing is scaffolding for the education result."
