paper_id,decision,criteria,reason
3833,include,I2,"Reward-filtered sequential inference is the contribution, with proofs of stronger guarantees than BoN and comparison to TTC paradigms; mechanism: iteration policy."
3836,include,I2,"Contribution is budget-constrained test-time compute allocation via dual-level planning, compared across budget settings; mechanism: iteration policy under an explicit budget."
3838,include,I2,"Feedback regulator senses trajectory divergence and times intervention to curb overthinking, with trajectory analysis and token/accuracy Pareto; mechanism: termination."
3846,include,I2,"Tool-integrated verification is the contribution and it reports verification accuracy of PRMs and critic models, not only task score; mechanism: verification."
3847,include,I2,"Branching execution with pluggable scheduling (priority, beam, round-robin) compared to single-path at matched compute; mechanism: iteration policy over agent states."
3849,include,I2,"Fuzzy controller maps complexity and confidence to a per-query sampling budget, compared with best-of-N and compute-aware scaling; mechanism: termination."
3851,exclude,E7,"Thesis on adaptive inference across wireless, LLM and imaging; the LLM part reports only MATH-500 accuracy 43.8 to 65.4, a task outcome, not a claim about the loop."
3852,exclude,E1,"The loop is a weight-shared block iterated over a latent state inside the forward pass; framework documentation, no control loop deciding what happens next."
3855,include,I2,"Momentum uncertainty allocates thinking budget per step with gamma-control, with theory and 45% compute reduction against several TTS methods; mechanism: termination."
3856,exclude,E4,"Radiology journal editorial explaining test-time compute and urging that reasoning effort be reported; expository commentary with no method."
3857,include,I2,"THROW classifies queries with a PRM then truncates or expands branches, compared against best-of-N and beam search on latency and tokens; mechanism: iteration policy."
3859,include,I2,"Dual-sensor divergence and convergence detection with a PD regulator halts overthinking, with micro-level trajectory analysis of the mechanism; mechanism: termination."
3860,include,I2,"Iterative decoding builds summary-conditioned chains that keep improving across iterations far beyond the training horizon; mechanism: loop state carried between turns."
3863,include,I2,"Contribution is a verifier that iteratively queries corpora, compared against prior reward models with an 8x sampling-budget reduction; mechanism: verification."
3864,exclude,E5,"Survey unifying routing, cascades and test-time scaling, with review protocol, taxonomy and a normalized audit of 15 systems."
3865,exclude,E7,"Contribution is an RL-trained multi-step perception paradigm for audio LMs; reported claims are CAFE perception scores and MMAU accuracy, task outcomes."
3866,include,I2,"Sample consistency signals when to switch model and sample again, with theory and comparison against self-consistency and debate at lower cost; mechanism: iteration policy."
3867,include,I2,"Controlled analysis of how thinking affects visual reasoning, then uncertainty-gated lookback measured against decoding baselines; mechanism: iteration policy."
3868,exclude,E2,"Three-phase SFT plus RLVR pipeline; the compiler-feedback loop is offline data synthesis and the deployed model is explicitly run without inference-time scaling."
3870,include,I2,"Deliberation-first orchestration and tiered token budgets, with an architectural ablation across seven configurations; mechanism: control topology and termination."
3871,include,I2,"Expert iteration, proof search interleaved with learning, compared against proof search only at the same compute budget; mechanism: iteration policy over search."
3872,include,I2,"Couples confidence-weighted consensus with trend-aware pruning for adaptive stopping, cutting tokens over 10x at equal accuracy; mechanism: termination."
3874,exclude,E1,"Dissertation on causal effect estimation with DAG-aware attention and finite-budget Monte Carlo search; the loops studied are statistical estimators, not an LM agent loop."
3875,include,I2,"Theory of optimal verification granularity given difficulty, verifier accuracy and budget, with a predicted phase transition tested empirically; mechanism: verification."
