paper_id,decision,criteria,reason
3922,include,I2,"Systematically compares sequential backtracking search against parallel sampling under fixed budget on CountDown/Sudoku; the search strategy is the studied variable. Mechanism: iteration policy."
3931,exclude,E7,"Iterative corpus-feedback query expansion, but every reported claim is retrieval performance on DL19/DL20/BRIGHT; the refinement loop itself is never measured."
3932,include,I2,"Introduces outcome- and process-level efficiency metrics for overthinking and measures excessive compute on easy problems, then mitigates it. Mechanism: termination."
3933,exclude,E7,"Multi-agent chart-generation framework; claims are F1 gains (5.2%, 11.33%) on the chart task, not evidence about the iterative agent collaboration."
3935,include,I2,"Reflective Orchestrator adds re-exploration when hypotheses fail training pairs; tests a falsifiable generation-bound diagnostic (+9.81pp) and ablates the think tool. Mechanism: retry / repair."
3937,exclude,E7,"Authors' incremental C-to-Rust translation loop, but claims are translation success and test-validated equivalence on Zopfli, i.e. task outcomes."
3940,include,I2,"Formalizes the generation-verification gap and measures how self-improvement scales with it across model families, plus an iterative self-improvement procedure. Mechanism: verification."
3941,exclude,E2,"Training method: iterative search plus preference optimization to teach thought generation; runtime is single-pass thinking then answer, no control returning."
3944,exclude,E7,"Agentic tool framework with planner and executor; reported claims are accuracy gains (9.3% over GPT-4o, 10.6% over AutoGen) on 16 tasks."
3949,include,I2,"The step-selection procedure is the contribution: multi-LLM perplexity consensus verification plus dynamic quota reallocation, compared against alternative scaling schemes. Mechanism: verification."
3951,exclude,E7,"NLI-guided MCTS RAG framework, but evidence is QA accuracy and hallucination rates on six datasets, not a claim about the self-correction mechanism."
3953,include,I2,"Learning-to-refine tree search that corrects errors locally on compiler verifier feedback, compared against long-history rollouts under matched test-time budgets. Mechanism: retry / repair."
3961,exclude,E5,"Position/overview paper summarizing AI4Math progress, open challenges and milestones; no loop-control mechanism is contributed."
3962,include,I2,"Iterative deepening sampling algorithm that systematically triggers self-correction, with ablation studies analyzing its effectiveness across settings. Mechanism: iteration policy."
3963,include,I2,"Argues explicitly for modeling in-context search over reasoning states (Meta-CoT), with evidence of search behaviors and discussion of verifier roles. Mechanism: iteration policy."
3964,include,I2,"Confidence routers decide when to escalate versus deliberate; the online threshold optimizer is compared against fixed escalation policies (20.98-52.33% relative). Mechanism: triggering / scheduling."
3965,exclude,E2,"Post-training strategies (distillation from R1 traces, GRPO/RLVR) for table reasoning; no runtime loop is controlled or studied."
3968,exclude,E7,"Agentic RAG exposing hierarchical retrieval tools; reported claims are open-domain QA accuracy and retrieved-token cost, not the retrieval-decision mechanism as such."
