paper_id,decision,criteria,reason
6251,exclude,E7,"Closed-loop robot planner with feedback and memory; reported claims are task success rates and 6.6x compute reduction, not evidence about the loop itself."
6252,include,I2,Verification gate decides which agentic proposals commit to mission state; structural ablations report invalid commitments and lock conflicts. Verification.
6256,include,I2,Reflection with a Strategy Fitness Score decides when to revise the global plan vs refine locally; ablation confirms the dual-strategy loop. Iteration policy.
6259,exclude,E7,"Multi-agent SUMO pipeline; role ablations report task success rates and parameter accuracy, i.e. system outcomes, not claims about the refinement loop."
6260,exclude,E7,"Multi-agent embodied planning system; claims are execution latency, LLM calls, step counts and success rate on AI2-THOR, all task outcomes."
6261,exclude,E5,"Conceptual review theorizing agentic SE workflows from 30 prior papers plus cited benchmark numbers; a secondary study, not a primary contribution."
6262,exclude,E5,Taxonomy and architectural overview of 80+ deep search implementations with case studies; secondary study.
6266,exclude,E4,"Cross-device agent benchmark, 6,140 tasks scored by rule-based outcome verifiers; stuck and early-termination behaviour only noted anecdotally, not measured."
6267,exclude,E7,"Enterprise multi-agent deep research system with a reflection step; claims are benchmark wins on DeepResearch Bench and DeepConsult, i.e. task outcomes."
6269,include,I2,"Every VLM action validated against an external world model; discrepancy analysis drives targeted recovery, recovery success measured under 5% to 95%. Retry/repair."
6270,include,I2,Closed-loop Judge/Transitioner/Planner iteratively plans each jailbreak turn; ablations isolate multi-step planning and behaviour under turn budgets. Iteration policy.
6271,exclude,E7,"Hierarchical multi-agent architecture for shipping reports; claims are report completeness, accuracy and research depth against single-agent RAG."
6272,exclude,E5,"Review of LLM use in robotics, fault diagnosis, design and industrial knowledge workflows; secondary study."
6273,exclude,E7,"VLM-guided task planning framework and crop-monitoring benchmark; claims are short/long-horizon success and completion rates, i.e. task outcomes."
6292,include,I2,"Step-telemetry monitors plus deterministic verification detect mid-run failure, then rollback and re-run; detection AUROC and 45% vs 16% recovery measured. Verification/repair."
6305,include,I2,"Local retry from the pivotal erroneous turn instead of a full retry, compared against full-retry methods with ~42% fewer interaction turns. Retry/repair."
6321,include,I2,"Stepwise vs holistic self-evaluation of intermediate steps for failure detection, compared head to head with up to 15% AUC-ROC gain. Verification."
6325,exclude,E7,"Hypothesis-verification pipeline for post-hoc failure attribution; claims are attribution accuracy on Aegis-Bench and Who&When, not about loop control."
6328,exclude,E7,"Trained tracer for post-hoc failure attribution; claims are attribution accuracy on Who&When plus downstream task gains, not evidence about a loop mechanism."
6331,include,I2,"Formal retry model under context contamination: closed-form success, optimal depth/budget split, clean-restart dominance, fitted to SWE-bench. Retry and termination."
6333,exclude,E7,Dependency-guided search for post-hoc failure attribution over finished trajectories; claims are step-level attribution accuracy on Who&When.
6349,include,I2,"Tool wrapper adds postcondition verification, verify-before-retry and idempotency keys; injected non-atomic faults, duplicate actions measured. Verification/retry."
6350,exclude,E7,"Lightweight GNN classifier for post-hoc failure attribution; claims are attribution accuracy and inference cost, not loop control."
6359,exclude,E7,Meta-agentic orchestration injecting context before the tool-use decision; reported claim is up to 27% end-task performance gain on conversational benchmarks.
6360,include,I2,"Error taxonomy plus AgentDebug, whose corrective feedback lets the agent recover; recovery and iterative improvement measured at up to 26% over baseline. Retry/repair."
6363,exclude,E7,"Post-hoc failure localization by judging and aggregating evaluators; claims are attribution accuracy for agent and step, plus token cost."
6370,exclude,E7,"Human-aligned verifier framework for interpreting agent failures after execution; claims are interpretability and human effort, not loop control."
