paper_id,decision,criteria,reason
1961,exclude,E7,"Proposes backward self-verification to score candidate CoT answers but reports only arithmetic/commonsense/logical reasoning accuracy; no claim about the verifier itself."
1986,include,I2,"Multi-turn RL structuring reasoning as iterative generation-verification turns; claims about turn-level credit assignment and scaling to 20+ inference turns. Mechanism: verification."
1989,exclude,E2,"Interview/survey study of 51 professionals on output format and semantic constraints; single-pass generation, no iterative control."
2011,exclude,E2,"Self-verification as a confidence signal for selective prediction on single-turn multiple-choice QA; audit-then-abstain, control never returns."
2030,exclude,E7,"Sub-question verification selects among sampled agentic-search trajectories; claims are BrowseComp/benchmark accuracy points, not evidence about the verification mechanism."
2052,include,I2,"Measures a two-model dialogue loop over fixed turns with lexical and embedding drift metrics, reporting repetition/convergence as a stuck-loop property. Mechanism: termination."
2053,exclude,E2,"Online RL that trains solving and self-verification jointly; the critique feeds policy updates during training, no runtime revision loop."
2058,exclude,E7,"Provenance model and capture system for agentic workflows; claims are provenance-query support and reliability analysis, not how the loop proceeds."
2065,exclude,E2,"Fine-tuned post-processing model plus constrained decoding for schema-conformant output; one-shot transformation with no loop."
2088,include,I2,"Test-time refinement where the model verifies its reasoning and rethinks trajectories, gated by confidence-aware decoding; self-correction efficiency is the claim. Mechanism: verification."
2089,exclude,E7,"LLM-refined Python policies improved from execution traces, but reported claims are Atari scores versus deep RL baselines and training cost."
2098,exclude,E2,"Fuses generation and verification into a single generation pass and speeds up RL training; no runtime loop that goes again."
2107,exclude,E2,"Philosophy-of-language argument on whether chatbot utterances are meaningful; no agent loop of any kind."
2224,exclude,E7,"Gene-set analysis agent verifying its output against biological databases; claims are description accuracy versus GPT-4 and expert review, i.e. task outcomes."
2225,exclude,E7,"Duplicate of the Self-Verification paper: backward verification scores candidate answers but evidence is only end-task reasoning accuracy."
2227,include,I2,"Empirical study measuring ChatGPT's self-verification across generation, completion and repair, reporting its failure rates and self-contradiction. Mechanism: verification."
2228,include,I2,"Abstract is a bibliographic stub; title names a study of LLM self-verification abilities in logical reasoning as the contribution. Mechanism: verification."
2230,exclude,E7,"Self-verification via contrastive self-asking for tool selection, but the only reported evidence is a 22% ToolBench improvement over few-shot baselines."
2234,exclude,E7,"Open platform standardising tool interaction for AI scientists; claims are tool coverage and end-to-end case studies, not loop control."
2237,exclude,E5,"Taxonomic survey synthesising over 300 studies of hallucination mitigation techniques."
2239,include,I2,"Decomposes verification into step-by-step subprocesses via Natural Program and reports the rigor of the verified reasoning steps themselves. Mechanism: verification."
2242,include,I2,"Consensus-entropy verification signal evaluated as a verifier (+42.1% F1 over VLM-as-Judge) and driving adaptive routing. Mechanism: verification."
2245,exclude,E7,"Multi-agent debate framework for zero-shot NER/RE; claims are extraction accuracy over zero-shot baselines and inference cost."
2246,exclude,E2,"Pre-generation classifier estimating a query's hallucination propensity; rewriting/ranking/routing happen before generation, no iterative control."
2247,exclude,E7,"Embodied vision-language programmer plus benchmark suite trained with environment feedback; claims are task performance in OctoVerse simulators."
2249,include,I2,"Argues and evidences that output-refinement and policy-refinement feedback loops cause in-context reward hacking, and that static evaluation misses it. Mechanism: iteration policy."
2250,exclude,E7,"Evaluates o1 planning/scheduling and adds external verifiers; reported claims are benchmark success and inference cost, not properties of the verify-replan loop."
2251,include,I2,"Self-verification of a small model's answer drives a POMDP router deciding whether to re-run on a larger model; cost-performance of that policy is measured. Mechanism: iteration policy."
2253,exclude,E7,"Multi-agent cognitive reasoning with a verifying coordinator; claims are EmoBench emotional-intelligence scores."
2257,exclude,E5,"Survey of reasoning techniques, evaluation methods and benchmarks in LLMs."
2259,exclude,E2,"Synthetic coding dataset validated by a self-verification pipeline; the contribution is training data and fine-tuned model scores, with no runtime loop."
2261,exclude,E2,"Prompt-design study for LLM anomaly detection in cyber-physical datasets using RAG; two-step prompting with no iterative control."
2262,include,I2,"Compares single attempt, self-debugging, and self-debugging with self-verification on 80 routing problems and reports each configuration's effect. Mechanism: retry/repair."
2263,include,I2,"Chain-of-Verification drafts, plans and independently answers verification questions, then revises; hallucination reduction attributed to that cycle. Mechanism: verification."
2265,exclude,E2,"Jailbreak attack eliciting harmful output via fallacious-procedure prompts; single-pass prompting, no loop."
2269,exclude,E7,"Multilingual ophthalmology benchmark plus a reflective RAG/self-verification debiasing system; claims are clinical QA accuracy and bias gaps."
2273,exclude,E5,"Secondary synthesis comparing self-verification, multi-agent verification and retrieval using evidence from existing benchmarks and studies."
2275,exclude,E5,"Conceptual framework built from a structured literature synthesis (2018-2025) and descriptive analysis of 14 decentralized-science projects."
2276,exclude,E2,"Philosophical thesis that hallucination stems from lacking propositional representation; no agent loop or iterative control."
2278,exclude,E1,"Reward redistribution and credit assignment for episodic reinforcement learning; the loop studied is the RL training loop, not a language-model agent's control loop."
2279,exclude,E7,"Multi-agent framework with meta-planner and run-time monitor, but the reported claim is performance on two scheduling problems."
2281,exclude,E2,"Pareto-optimal risk score estimating LLM error probability; a post-hoc estimator over single responses, no iterative control."
2282,exclude,E7,"Planning pipeline formalising queries for SAT solvers; claims are TravelPlanner success rates and unsatisfiable-query handling, i.e. task outcomes."
2283,exclude,E7,"Two-layer medical summarisation and LLM-as-judge evaluation framework; claims are summary quality and agreement with clinical experts."
2284,exclude,E2,"Duplicate of the Pareto-optimal error-estimation paper; risk scoring over single LLM responses with no loop."
