paper_id,loop_mechanism,contribution_type,research_type,evaluation_strategy,human_role,venue_type,justification
1573,critique_and_revision,method,validation_research,benchmark,fully_autonomous,preprint,"The second GRPO layer is trained to identify and correct errors in the first layer's response, i.e. the revision step; evidence is lab gains on math reasoning benchmarks, no deployment."
1574,critique_and_revision,method,validation_research,controlled_experiment,fully_autonomous,preprint,Object is self-modification of an inappropriate output given feedback (moral self-correction); the scale hypothesis is tested by prompting experiments across model sizes in the lab.
1579,critique_and_revision,model,validation_research,controlled_experiment,fully_autonomous,preprint,"Studies multi-round intrinsic self-correction and explains its performance convergence; lab experiments plus mechanistic analysis, never a practice setting."
1581,loop_evaluation_and_diagnosis,metric,validation_research,benchmark,fully_autonomous,preprint,"Headline artefact is Self-Correction Bench, a controlled instrument separating activation failure from capability; used to measure 14 open models in the lab."
1594,verification_and_gating,method,validation_research,benchmark,fully_autonomous,preprint,"Contribution is the Step CoT Check format and fine-tuning that produce the judgement on a reasoning path, including locating the wrong step; validated on multiple benchmarks in the lab."
1599,critique_and_revision,method,validation_research,benchmark,fully_autonomous,preprint,ISC with Partial Answer Masking fine-tunes models to rewrite their own initial output in a self-triggered way; lab experiments on commonsense and factual reasoning tasks.
1602,critique_and_revision,method,validation_research,controlled_experiment,fully_autonomous,preprint,"Novelty is the feedback design, multi-aspect critiques and scoring with intent clarification, that drives the rewrite; conditions compared against baselines in lab experiments."
1606,critique_and_revision,model,validation_research,benchmark,fully_autonomous,preprint,"Formalises self-correction as a closed-loop controller emitting targeted repair instructions (runner-up: the Convergence Judge, termination control); validated on the authors' bench, lab only."
1607,critique_and_revision,model,validation_research,controlled_experiment,fully_autonomous,preprint,"Asks whether feedback-driven moral self-correction works at all, via behavioural and hidden-state analysis of the correction step; lab study, no practice setting."
1610,critique_and_revision,method,validation_research,controlled_experiment,fully_autonomous,preprint,Systematically compares iterative refinement dynamics in open-ended generation versus multiple choice across scales and families; lab experiments on NLU and reasoning tasks.
1615,verification_and_gating,method,validation_research,controlled_experiment,fully_autonomous,preprint,"The If-or-Else prompt makes the model assess its own confidence before it may correct, so the mechanism is the judgement; evidence is lab experiments against the initial answers."
1618,self_evolution,method,validation_research,benchmark,fully_autonomous,preprint,"STaSC iteratively fine-tunes the model on solely self-generated correction data, an outer loop changing the agent between rounds; validated on a QA task in the lab."
1636,critique_and_revision,method,validation_research,benchmark,fully_autonomous,preprint,"Contribution is the feedback content, emotional cues injected once a verifier flags a response, that triggers the revised answer; lab benchmarks on safety, hallucination and reasoning."
1654,critique_and_revision,method,validation_research,benchmark,fully_autonomous,preprint,CoCoS designs multi-turn rewards so small models progressively correct their own code across turns; validated on MBPP and HumanEval in the lab.
1673,critique_and_revision,method,validation_research,benchmark,fully_autonomous,preprint,"SFS-DPO trains the correction that follows step-level self-verification, with analysis of self-correction frequency; in-domain and out-of-domain lab evaluations only."
1687,self_evolution,method,validation_research,benchmark,fully_autonomous,preprint,"An evolutionary outer loop rewrites the prompt across generations so the model acquires new strategies; validated on MathVista, M3CoT and GeoBench-VLM subtasks in the lab."
1696,critique_and_revision,method,validation_research,controlled_experiment,fully_autonomous,preprint,Tests whether supervised synthetic error injection can induce the correct-your-own-error step and reports failure; lab experiments contrasting synthetic with on-policy errors.
1723,verification_and_gating,model,philosophical_paper,none,fully_autonomous,preprint,"Adds a metacognitive monitor producing difficulty and confidence judgements that gate whether reasoning proceeds; the paper states it presents no empirical validation, only a framework."
1755,verification_and_gating,method,validation_research,benchmark,fully_autonomous,preprint,"LoT's novelty is a symbolic-logic (Reductio ad Absurdum) check verifying each reasoning step before it stands; validated across arithmetic, commonsense, symbolic and causal tasks."
1762,loop_evaluation_and_diagnosis,metric,validation_research,benchmark,human_in_the_loop,preprint,"Contributes a debate-based measurement procedure for whether a model holds its answer under critique, an instrument beyond one mechanism; run over existing reasoning benchmarks."
1792,verification_and_gating,method,validation_research,controlled_experiment,fully_autonomous,preprint,"Audits self-critique versus sound external verification as the acceptance check in Game of 24, Graph Coloring and STRIPS; a lab study varying the verifier condition."
1793,critique_and_revision,method,validation_research,benchmark,fully_autonomous,preprint,"A cyclic questioning-reflection-calibration loop turns internal feedback into a rewritten reasoning chain; validated on open reasoning datasets with sensitivity studies, lab only."
1805,multi_agent_coordination,method,validation_research,controlled_experiment,fully_autonomous,journal,Claim is that the hierarchical arrangement of agents beats single-agent and stochastic baselines in search efficiency; prototype MASTER run on two simulation campaigns by the authors.
1821,critique_and_revision,method,validation_research,benchmark,fully_autonomous,conference,"Detected parse errors are fed back with retrieved grammar rules so the LLM rewrites its output, the correction being the contribution; validated on three datasets in the lab."
1835,loop_evaluation_and_diagnosis,metric,validation_research,benchmark,fully_autonomous,preprint,"LR2Bench is the instrument: 850 constraint-satisfaction samples for measuring long-chain reflective reasoning, used to evaluate existing LLMs and LRMs in the lab."
