paper_id,loop_mechanism,contribution_type,research_type,evaluation_strategy,human_role,venue_type,justification
1366,verification_and_gating,method,validation_research,controlled_experiment,fully_autonomous,preprint,"Audits LLM self-verification as the judgement in a plan-generation loop, scoring the verifier against ground truth and varying feedback level; GPT-4 lab study of a technique not used in practice."
1367,critique_and_revision,method,validation_research,benchmark,fully_autonomous,conference,"Contribution is an automatically generated self-correction guideline that shapes how failed SQL is revised, not the check itself; evaluated only in lab text-to-SQL experiments against expert-written guidelines."
1376,loop_evaluation_and_diagnosis,tool,validation_research,benchmark,fully_autonomous,conference,"Headline artefact is CriticBench, a 15-dataset instrument for measuring generate-critique-correct behaviour across 17 LLMs; measurement is done in the lab, not in a deployed setting."
1378,critique_and_revision,method,validation_research,benchmark,fully_autonomous,conference,"Studies whether self-reflection-driven rewriting helps at all once external feedback is disallowed, and when to use it; lab runs on TruthfulQA and HotpotQA, no practice setting."
1382,critique_and_revision,method,validation_research,benchmark,fully_autonomous,conference,"Contribution is delta-view feedback and the fault-localisation/repair step that rewrites incorrect LaTeX, i.e. the revision after a diff; validated in the lab against GPT-4V by exact-match accuracy."
1384,critique_and_revision,tool,validation_research,benchmark,human_in_the_loop,preprint,"Query2CAD's claim is its self-refinement loop that rewrites CAD macros from BLIP2 feedback; a prototype measured on an authors' dataset of CAD operations, not deployed with practitioners."
1391,critique_and_revision,method,validation_research,benchmark,fully_autonomous,preprint,"Analyses self-repair, i.e. what happens after a failing test, and locates the bottleneck in feedback quality; lab measurements on HumanEval and APPS with Code Llama, GPT-3.5 and GPT-4."
1392,critique_and_revision,method,validation_research,benchmark,fully_autonomous,preprint,Actor-Critic loop whose critic is an off-the-shelf ASP solver while the claim is the iterative refinement from test-failure feedback; validated in the lab on the FOLIO benchmark.
1394,critique_and_revision,method,validation_research,benchmark,fully_autonomous,preprint,Targets the feedback-quality bottleneck in reflection by contrasting perspectives into a checklist that drives re-examination; lab experiments on reasoning and translation tasks only.
1395,self_evolution,method,validation_research,benchmark,fully_autonomous,preprint,AlphaLLM's claim is an outer self-improving loop that upgrades the model from its own MCTS trajectories without annotations; MCTS is the means. Lab evaluation on mathematical reasoning benchmarks.
1406,critique_and_revision,method,validation_research,benchmark,fully_autonomous,preprint,Contrasts coarse-grained with fine-grained feedback and formulates detected inconsistencies into feedback that guides solution revision; lab results on seven arithmetic datasets. Runner-up: verification_and_gating.
1407,multi_agent_coordination,method,validation_research,benchmark,fully_autonomous,journal,"Contribution is the agent arrangement itself, comparing an initializer-critic-scorer trio against an initializer-critic pair; lab benchmarking of TSP/mTSP against Google OR-Tools."
1417,critique_and_revision,method,validation_research,benchmark,fully_autonomous,preprint,"Contribution is an automatically generated self-correction guideline that shapes how failed SQL is revised, not the check itself; evaluated only in lab text-to-SQL experiments against expert-written guidelines."
1419,critique_and_revision,model,validation_research,human_study,human_in_the_loop,conference,"Maps the steering feedback experts give to make a model rewrite failing code onto five Socratic stages; evidence is 30 study transcripts on contrived programming challenges, not production use."
1420,critique_and_revision,method,evaluation_research,human_study,not_specified,journal,Contribution is a cyclical evaluate-and-refine strategy for rewriting generated scenarios; the loop is run for real IPE course material and judged by clinical evaluators and blinded students.
1421,self_evolution,method,validation_research,benchmark,fully_autonomous,conference,Claim is that self-correction must change the model itself: SCL trains a VLM on its own self-correction traces via DPO rather than refining at inference; lab benchmarks on vision-language reasoning.
1422,self_evolution,method,validation_research,benchmark,fully_autonomous,preprint,Claim is that self-correction must change the model itself: SCL trains a VLM on its own self-correction traces via DPO rather than refining at inference; lab benchmarks on vision-language reasoning.
1429,deliberative_search,method,validation_research,benchmark,fully_autonomous,preprint,"SR-MCTS changes the shape of exploration over solution paths and a pairwise reward model ranks candidates globally; lab benchmarking on GPQA, AIME24 and AMC23."
1432,multi_agent_coordination,method,validation_research,benchmark,fully_autonomous,preprint,"Contribution is the peer-review arrangement itself: who reviews whom, confidence-weighted reviews and feedback exchange versus solution sharing; lab experiments across ten reasoning datasets."
1433,deliberative_search,method,validation_research,benchmark,fully_autonomous,preprint,"ToT's contribution is branching over candidate thoughts with self-evaluated lookahead and backtracking to pick the next step; a prototype measured on Game of 24, Creative Writing and Mini Crosswords."
1442,self_evolution,method,validation_research,benchmark,fully_autonomous,preprint,"AlphaVerus bootstraps itself across iterations, accumulating verified translations that improve later generations without finetuning or humans; lab evaluation on HumanEval and MBPP. Runner-up: deliberative_search."
1449,deliberative_search,method,validation_research,benchmark,fully_autonomous,preprint,GIF-MCTS is a candidate generation-expansion-selection strategy over code world models; validated in the lab on the authors' CWMB suite and two further benchmarks.
1450,critique_and_revision,method,validation_research,controlled_experiment,fully_autonomous,conference,"Tests whether small models can rewrite an unethical output when given natural-language feedback, varying scale, safety alignment and instruction type in prompting experiments; lab only."
1452,critique_and_revision,method,validation_research,benchmark,fully_autonomous,preprint,"Volcano generates natural-language self-feedback and revises its own initial response to remove hallucination; lab benchmarking on MMHal-Bench, POPE, GAVIE, MM-Vet and MMBench."
1456,critique_and_revision,method,validation_research,benchmark,fully_autonomous,conference,"Contribution is the refinement schedule: which problems get refined, how errors are localised by a reward model, and how many rounds; lab evaluation on seven reasoning datasets with Llama-3-8B and GPT-3.5."
