paper_id,loop_mechanism,contribution_type,research_type,evaluation_strategy,human_role,venue_type,justification
2334,verification_and_gating,tool,validation_research,ablation,fully_autonomous,preprint,"Abstract's contribution is a pipeline that re-examines each cited frame before it is shown, i.e. a check that gates output; three verifier designs are ablated in a lab, no deployed use."
2340,multi_agent_coordination,model,solution_proposal,none,not_specified,preprint,"Contribution is the institutional arrangement itself, three isolated planner/executor/verifier agents with asymmetric contextual isolation, formalised as an architecture with only theoretical analysis and no experiment."
2343,budget_and_termination_control,method,validation_research,benchmark,fully_autonomous,preprint,"Abstract frames self-verification as a compute-control policy with adaptive stopping and fewer turns; trained and tested on seven math benchmarks in the lab, never deployed."
2352,verification_and_gating,tool,validation_research,benchmark,fully_autonomous,preprint,The novelty is planner-defined passing criteria encoded as subtask verification functions that gate handoffs; evaluated only on datasets against single- and multi-agent baselines.
2354,loop_evaluation_and_diagnosis,model,experience_paper,case_study,human_on_the_loop,preprint,"Headline artefact is a taxonomy of completion-fabrication patterns plus a failure timeline, drawn from nine months of the author's own production use of a coding agent."
2356,verification_and_gating,method,validation_research,benchmark,fully_autonomous,preprint,Contribution is how the verification is produced: a tool-flow interface that decouples verification modelling from exact execution for candidate-answer adjudication; tested on five math datasets in the lab.
2359,loop_evaluation_and_diagnosis,method,validation_research,ablation,fully_autonomous,preprint,"Stated contribution is a verification methodology and drift decomposition for agent development, an instrument for measuring loop behaviour; evidence is ablation cells on ARC-AGI-3 with task efficacy null."
2365,verification_and_gating,tool,validation_research,benchmark,fully_autonomous,conference,The novelty is planner-defined passing criteria encoded as subtask verification functions that gate handoffs; evaluated only on datasets against single- and multi-agent baselines.
2385,verification_and_gating,tool,validation_research,benchmark,fully_autonomous,preprint,"Toolkit intervenes after an action is formulated but before execution to verify safety, a pre-execution gate; harm reduction measured across agentic tasks in the lab, not in a deployed setting."
2388,loop_evaluation_and_diagnosis,model,validation_research,benchmark,fully_autonomous,preprint,"Contribution is a diagnostic decomposition of the iterative pipeline into Generation/Verification/Reflection/Recalibration used to locate error sources across methods; run on HotpotQA, ALFWorld and HumanEval in the lab."
2456,verification_and_gating,method,validation_research,benchmark,fully_autonomous,preprint,The novelty is how the judgement is produced: MCTS-driven multi-perspective LLM-as-a-judge with a unit-test-level reward for code correctness; validated on three benchmarks and five LLMs.
2506,verification_and_gating,metric,validation_research,benchmark,fully_autonomous,preprint,"The claim is an enhanced reference-less LLM-as-a-judge validation metric checked against execution-based ground truth; refinement agents are downstream. Lab evaluation only, no live incident remediation studied."
2560,verification_and_gating,metric,validation_research,controlled_experiment,fully_autonomous,preprint,"Empirical audit of one named mechanism, LLM-as-a-judge scoring that gates refinement, showing prior scores anchor it; three prompt conditions deliberately varied over 192,000 evaluations."
2672,loop_evaluation_and_diagnosis,metric,validation_research,benchmark,fully_autonomous,journal,"Headline artefact is a benchmark of 20 processes plus an evaluation approach used to measure 16 LLMs and their self-improvement techniques; a lab assessment, no deployed BPM setting."
2895,critique_and_revision,method,validation_research,benchmark,fully_autonomous,preprint,Contribution is the feedback learning loop in which a trained critic's real-time feedback is fed back to iteratively rewrite QA responses; measured as citation and MAUVE gains on datasets in the lab.
2917,critique_and_revision,method,validation_research,benchmark,fully_autonomous,preprint,"Contribution is the actor-critic revision step, a critic trained to emit fine-grained natural-language critiques and actionable revisions the actor applies; validated in three interactive environments."
2935,planning_and_control_flow,method,validation_research,benchmark,fully_autonomous,preprint,Contribution is adaptive plan generation and in-plan/out-of-plan replanning that determines the agent's next step from environmental feedback; validated on ALFWorld and MiniWoB++ against baselines.
2971,critique_and_revision,method,validation_research,benchmark,fully_autonomous,preprint,"Contribution is a critique generator trained with RL so a frozen model can repair its outputs, i.e. the revise-on-feedback step; validated on three datasets against other critique generators."
2987,multi_agent_coordination,method,validation_research,benchmark,fully_autonomous,preprint,"Contribution is the arrangement of two agents and what they exchange, the recommender-user agent feedback loop prior work treated individually; validated on three datasets with 11-21% gains."
3019,critique_and_revision,method,validation_research,benchmark,fully_autonomous,conference,Contribution is error-driven self-correction: a mined error hierarchy trains an error-critic whose fine-grained feedback customises executor solution flows; validated on seven RAG datasets in the lab.
3040,verification_and_gating,method,validation_research,benchmark,fully_autonomous,conference,"Contribution is how the step-level judgement is produced, a generative PRM doing CoT plus code verification before judging each step; validated on ProcessBench and math benchmarks."
3058,planning_and_control_flow,method,validation_research,benchmark,fully_autonomous,conference,"Contribution is critic-guided sub-goal selection that decides the next reasoning or retrieval step; validated on competitive programming, theorem-driven math and domain retrieval against baselines."
3076,critique_and_revision,method,validation_research,benchmark,fully_autonomous,preprint,"The ablation credits the critic-based feedback loop, validator critiques guiding regeneration, rather than the multi-agent heterogeneity or model size; evidence is GSM8K accuracy gains in the lab."
3091,self_evolution,method,validation_research,benchmark,fully_autonomous,preprint,"Contribution is an outer data-flywheel loop in which the critic's own collected positive/negative samples train a stronger second-round critic; validated on several GUI datasets, not deployed."
3157,verification_and_gating,method,validation_research,benchmark,fully_autonomous,conference,Contribution is the Estimate-Verify-Update check that matches predicted outcomes against observations before beliefs are updated; validated across three embodied benchmarks plus a probing analysis.
