paper_id,loop_mechanism,contribution_type,research_type,evaluation_strategy,human_role,venue_type,justification
427,memory_and_context_management,method,validation_research,controlled_experiment,fully_autonomous,preprint,"Mechanism studied is the cross-session long-term memory write/retrieve path, with persistence strategies tailored to sliding-window and RAG memory; a new attack technique measured on lab agent setups, not deployed."
430,verification_and_gating,method,validation_research,benchmark,human_in_the_loop,preprint,"Contribution is a prompt-based confidence/uncertainty signal that gates whether the agent proceeds or asks the user, i.e. deferral to a human; evaluated in the lab on WebShop/ALFWorld variants."
441,loop_evaluation_and_diagnosis,tool,validation_research,benchmark,not_specified,preprint,"Headline artefact is MAFBench, a unified measurement suite plus taxonomy for comparing multi-agent frameworks, an instrument rather than a loop mechanism; the controlled study runs in the lab under standardized pipelines."
442,budget_and_termination_control,method,evaluation_research,case_study,not_specified,preprint,"STRIDE decides whether an agentic loop is warranted at all versus a single LLM call, scoring agentic suitability to cut unnecessary deployments; applied to 30 real SRE/compliance tasks with six months of expert use in practice."
454,budget_and_termination_control,tool,validation_research,controlled_experiment,fully_autonomous,preprint,"The runtime allocates how many LLM calls a pipeline gets, gating mode switches on a quality floor with a standard/two-phase/sequential escalation ladder; evaluated in the lab against LangGraph and DSPy baselines."
457,multi_agent_coordination,method,validation_research,controlled_experiment,fully_autonomous,preprint,"Contribution routes subtasks to specialized third-party agents via skill discovery, a market decision rule and an inter-agent protocol, i.e. the arrangement itself; validated by 239 simulations and 240 lab LLM tasks."
467,multi_agent_coordination,method,validation_research,benchmark,fully_autonomous,preprint,"The proposed BOLAA strategy orchestrates multiple labour agents through a controller that manages inter-agent communication; claims rest on lab simulations across decision-making and multi-step reasoning environments."
470,multi_agent_coordination,method,validation_research,controlled_experiment,fully_autonomous,preprint,"Object of study is what two asymmetric agents send each other, with communication strategies and an environment verifier varied; a lab game extended from Einstein Puzzles, no deployed setting."
472,loop_evaluation_and_diagnosis,method,validation_research,controlled_experiment,fully_autonomous,preprint,"Deliverable is a failure-mode assessment of agent loops under malfunction-amplification attacks across attack methods, surfaces and properties, plus a detection probe; all evaluations are lab experiments on implemented agents."
479,verification_and_gating,model,validation_research,controlled_experiment,human_in_the_loop,preprint,"SCL's controller checks preconditions and authorizes execution before any tool call, a pre-execution gate on the action; evidence is 360 lab episodes against ReAct and LangChain baselines."
482,verification_and_gating,method,validation_research,controlled_experiment,fully_autonomous,preprint,"The paper names its distinguishing claim as the integrated monitoring system detecting abnormal behaviour from execution patterns and output consistency; evaluated on a prototype in a lab multi-agent workflow environment."
492,memory_and_context_management,method,validation_research,benchmark,fully_autonomous,preprint,"Focus contributes an agent-controlled compaction policy that consolidates learnings and prunes raw history; measured in the lab on five SWE-bench Lite instances."
509,verification_and_gating,model,solution_proposal,none,not_specified,preprint,"Proposed architecture gates high-risk operations via run-time attestation and audit agents verifying intent against behaviour; the OPERA benchmark is designed but no results are reported, so it argues rather than validates."
512,critique_and_revision,model,validation_research,controlled_experiment,human_in_the_loop,preprint,"The object is feedback quality in the revise-on-feedback loop: output-only human feedback produces failure-mode oscillation instead of convergence; shown in a lab Blender task with a diagnostic intervention."
517,memory_and_context_management,method,validation_research,controlled_experiment,not_specified,preprint,"TME contributes a task memory tree holding step state that is read back through prompt synthesis on the active node path; supported by lab case studies and comparative experiments on multi-step tasks."
518,self_evolution,tool,validation_research,ablation,fully_autonomous,preprint,"CostCraft rewrites reusable skills from the agent's own cost-attributed traces between tasks; the claim rests on removing preserve and prune patch lanes on held-out SpreadsheetBench and SkillsBench tasks in the lab."
522,loop_evaluation_and_diagnosis,model,philosophical_paper,controlled_experiment,not_specified,preprint,"Contribution is a diagnostic framework: 22 intrinsic failure properties across six lifecycle layers and an entropy formalism for silent failure, a new way of looking at agent disorder rather than a loop mechanism."
523,deliberative_search,tool,validation_research,case_study,fully_autonomous,preprint,"The framework broadens exploration of a large solution space by running many agents in parallel under a shared leaderboard reward that selects among candidate solutions; evidence is one lab testbed on catalog matching."
542,self_evolution,method,validation_research,benchmark,fully_autonomous,preprint,"EvoTrainer is an outer loop that co-evolves the policy and its training harness from rollout evidence and accumulates reusable skills; validated on math, competitive programming and repository-level SWE benchmarks."
561,self_evolution,process,evaluation_research,case_study,not_specified,conference,"Title-only record: a MAPE control loop drives continuous improvement of a deployed agent from usage data, an outer loop changing the agent between episodes, reported from industry practice in the EACL industry track."
566,verification_and_gating,model,validation_research,controlled_experiment,fully_autonomous,preprint,"Actions are confined to finite catalogs enforced at the tool-output interface with a Lean-checked stability certificate, a policy gate on what the loop may execute; tested on 282 attack graphs and paired telemetry in the lab."
567,planning_and_control_flow,model,validation_research,case_study,not_specified,preprint,"AICL fixes the order of steps through structured planning, probe-driven monitoring and event-based orchestration; support is qualitative experiments with the CyberLoop reference implementation, not a deployed setting."
571,multi_agent_coordination,model,validation_research,controlled_experiment,fully_autonomous,conference,"The contribution is the collective arrangement: per-agent MAPE-K loops plus decentralized gossip dissemination, computational trust between peers and federated adaptation; empirical comparison against multi-agent baselines."
578,self_evolution,model,validation_research,illustrative_example,fully_autonomous,preprint,"An evolution module beside the BDI reasoning loop elicits new requirements from experience and synthesizes new goals and code, changing the agent itself; support is a prototype demonstration in a simulated environment."
581,planning_and_control_flow,method,validation_research,benchmark,fully_autonomous,preprint,"Semantic Kinematics adds a PID/EKF inner loop that selects the next navigation step without calling the LLM, determining what the loop does next; measured on a Wikipedia navigation benchmark against CoT agents."
