paper_id,loop_mechanism,contribution_type,research_type,evaluation_strategy,human_role,venue_type,justification
9076,deliberative_search,method,validation_research,benchmark,fully_autonomous,journal,"Title-only record: title makes KG subgraph exploration over prior reasoning paths the mechanism, so search shape; an ESWA full paper reporting such a framework is a lab-validated technique."
9083,critique_and_revision,method,validation_research,benchmark,fully_autonomous,conference,"Title-only: 'Iterative Self-Refined' names the revise-on-feedback step as the contribution, applied to planning; an ICRA paper reports simulated planning-domain results, i.e. lab validation."
9089,critique_and_revision,method,solution_proposal,illustrative_example,fully_autonomous,conference,Title-only: 'Iterative Semantic Refinement' is a VLM-driven refine-on-feedback loop for editing; short symposium record shows no evidence beyond a proposed approach with worked edits.
9093,critique_and_revision,method,validation_research,controlled_experiment,fully_autonomous,conference,"Title-only: an empirical audit of one named mechanism, self-reflection, so it codes to that mechanism; 'Effects on Problem-Solving Performance' means reflection conditions compared in the lab."
9096,critique_and_revision,tool,validation_research,benchmark,fully_autonomous,journal,"Abstract's ablation credits 'the dynamic feedback iterative mechanism', the extraction-verification-feedback-optimization rewrite, not the agent arrangement; evidence is DuIE 2.0 scores, a lab benchmark."
9117,critique_and_revision,method,solution_proposal,illustrative_example,not_specified,conference,Title-only: 'closed-loop feedback framework for iterative optimization' names the revision loop as the contribution; the symposium record gives no evidence of a validation beyond the proposal.
9131,critique_and_revision,method,validation_research,benchmark,fully_autonomous,conference,"Title-only: 'Iterative Self-Correction' is the contributed revise step for re-ID with LVLMs; an ACL Findings paper reports scores on standard re-ID datasets, so lab validation."
9170,loop_evaluation_and_diagnosis,metric,validation_research,benchmark,fully_autonomous,journal,Contribution is an instrument: a 'multi-criteria evaluation methodology' with formulations quantifying self-correction and consistency; evidence is 'extensive empirical analysis across diverse datasets' in the lab.
9175,verification_and_gating,method,validation_research,benchmark,fully_autonomous,workshop,"Title-only: SWRV contributes step-wise self-verification, i.e. how the judgement on each step is produced; an XLLM25 shared-task system paper is scored on the task data, so lab validation."
9184,budget_and_termination_control,model,philosophical_paper,none,not_specified,journal,"Its object is reasoning effort and disengagement under load, 'reduction in reasoning effort' and computational 'rest' periods, i.e. how much the loop spends; it reframes via dual-process theory and only proposes hypotheses."
9197,critique_and_revision,model,solution_proposal,none,fully_autonomous,journal,"Contribution is 'modular refiner policies' driving an inference-time iterative refinement process, the correction step; the paper only proposes and argues for the architecture, with analysis and discussion, no study."
9214,verification_and_gating,method,validation_research,benchmark,fully_autonomous,workshop,"Title-only: GraphReason's contribution is a graph-based verification approach, the judgement over candidate reasoning chains; an ACL workshop paper reports reasoning-benchmark accuracy in the lab."
9242,deliberative_search,method,validation_research,benchmark,fully_autonomous,journal,"RPR-RAG 'incrementally builds a subgraph' and extracts reasoning paths, changing the shape of exploration (runner-up: budget, via the stopping criterion); results are WebQSP, CWQ and MetaQA scores in the lab."
9263,verification_and_gating,method,validation_research,benchmark,fully_autonomous,journal,"Novelty is how the step judgement is produced: process-supervision data for validity prediction, verification as 'process-level control signal' (runner-up: critique_and_revision); evidence is lab scores vs ReFT and Lumos."
9269,verification_and_gating,method,validation_research,benchmark,fully_autonomous,conference,"Title-only: the contribution is a verifier over knowledge-augmented generations, a check on outputs; an EMNLP main-conference paper reports benchmark accuracy in the lab."
9426,critique_and_revision,method,validation_research,benchmark,fully_autonomous,conference,"Title-only: Critic-CoT's contribution is chain-of-thought critique fed back to correct the attempt, the revision step; an ACL Findings paper reports reasoning-benchmark gains in the lab."
9429,loop_evaluation_and_diagnosis,tool,validation_research,benchmark,not_specified,conference,"Title-only: CriticEval is an instrument, a benchmark for measuring critique ability, not a loop mechanism; a NeurIPS dataset paper scores existing models on it in the lab."
9460,loop_evaluation_and_diagnosis,metric,validation_research,controlled_experiment,fully_autonomous,conference,"Contribution is a diagnostic instrument: Wordle 'as a diagnostic testbed' with convergence-efficiency measures; 5,400+ runs per configuration against VOI, CSS and random baselines in a controlled setting."
9484,deliberative_search,method,validation_research,benchmark,fully_autonomous,conference,"Title-only: 'Iterative Informed Navigation' over a knowledge graph is candidate expansion and selection, the exploration shape; a KDD paper reports KGQA benchmark results in the lab."
9515,verification_and_gating,method,validation_research,benchmark,fully_autonomous,journal,"Title-only: IVC-DB's novelty is how the check is produced, dual-backward mathematical verification of the answer; a Knowledge-Based Systems paper reports math-benchmark accuracy in the lab."
9531,verification_and_gating,method,validation_research,benchmark,fully_autonomous,conference,"Title-only: the mechanism is uncertainty-guided verification, a confidence signal gating the answer (runner-up: budget, via adaptive test-time compute); a CICSE paper reports reasoning-benchmark results in the lab."
9553,verification_and_gating,method,validation_research,benchmark,fully_autonomous,conference,"Title-only: 'Adaptive Verification' is the contribution, deciding when a reasoning chain must be checked before it stands (runner-up: budget control); an ACL Findings paper reports benchmark accuracy in the lab."
9614,multi_agent_coordination,model,validation_research,controlled_experiment,human_on_the_loop,journal,"The contribution is the arrangement itself: a shared task-ledger protocol, dependency-aware task graph and role-isolated agents; evaluated only in 'a synthetic benchmark environment' over 'controlled simulation trials', not in practice."
9615,multi_agent_coordination,tool,validation_research,controlled_experiment,fully_autonomous,journal,"DynTaskMAS contributes orchestration across agents, dispatching ready tasks to available agents for parallelism (runner-up: planning_and_control_flow); throughput measured on self-built tasks vs sequential baselines."
9616,critique_and_revision,method,validation_research,controlled_experiment,fully_autonomous,journal,"Ablation 'demonstrates that Retrospective Reflection contributes most', so the revise-on-feedback step is the claim (runner-up: self_evolution); evidence is their own Sema-Sim simulator across seven strategies."
