paper_id,loop_mechanism,contribution_type,research_type,evaluation_strategy,human_role,venue_type,justification
8005,self_evolution,method,validation_research,benchmark,fully_autonomous,preprint,"Claim is continuous agent evolution: PE-EMP rewrites meta-prompts and a Memory Optimization Agent distils insights across problems; evidence is lab benchmark runs on AIME25/ARC-AGI-2, so validation_research."
8012,multi_agent_coordination,method,validation_research,benchmark,fully_autonomous,preprint,"TOA's claim is coordinating multiple distinct models as an MCTS-optimised, per-question workflow rather than a fixed one; evidence is lab benchmark scores on WMT, AlpacaEval and Arena-Hard."
8029,deliberative_search,method,validation_research,benchmark,fully_autonomous,preprint,"Contribution is AlphaZero-like tree search with a learned value function guiding LLM decoding to depth 64; evidence is lab benchmark results across reasoning, planning and alignment tasks."
8034,loop_evaluation_and_diagnosis,metric,validation_research,benchmark,fully_autonomous,preprint,"Headline artefact is a trajectory-level diagnostic splitting wrong answers into pre-evidence and post-gold-read failures over 12,000 traces; measured on HotpotQA, 2Wiki and MuSiQue in the lab."
8038,deliberative_search,method,validation_research,benchmark,fully_autonomous,conference,"RAP's claim is MCTS exploration of a reasoning tree scored by the LLM-as-world-model, balancing exploration and exploitation; validated on plan-generation, math and logic benchmarks only."
8051,deliberative_search,method,validation_research,controlled_experiment,fully_autonomous,conference,"An empirical audit of one named mechanism, tree search, asking how discriminator accuracy governs its utility versus re-ranking; discrimination accuracy is varied deliberately in lab tasks."
8067,self_evolution,method,validation_research,benchmark,fully_autonomous,preprint,"Contribution is an outer loop fine-tuning the agent on its own successful and failed MCTS trajectories via off-policy DPO; evidence is the WebShop simulator plus author-run booking trials, not practice."
8072,deliberative_search,method,validation_research,benchmark,fully_autonomous,conference,"SeRTS recasts retrieval as MCTS with self-rewarding scores, branching over and selecting candidate retrieval paths; evidence is lab runs on the BioASQ-QA dataset."
8081,self_evolution,method,validation_research,benchmark,fully_autonomous,preprint,Contribution is self-training: MCTS* traces and inferred process rewards retrain policy and reward models over successive iterations; evidence is lab benchmark accuracy against Best-of-N and ToT.
8085,multi_agent_coordination,method,validation_research,controlled_experiment,fully_autonomous,preprint,Contribution is the inter-agent arrangement itself: private intentions broadcast and a propagation network turning them into teammate-specific messages; evidence is simulated collaborative environments.
8099,planning_and_control_flow,model,validation_research,benchmark,fully_autonomous,journal,"MAP fixes the next step by decomposing planning into specialised modules (task decomposition, state prediction and evaluation, coordination); evaluated on PlanBench, Hanoi and graph traversal in the lab."
8116,deliberative_search,method,validation_research,benchmark,fully_autonomous,preprint,ToolChain* is an A* tree search over the API action space with a cost function pruning high-cost branches; validated on tool-use and reasoning benchmarks in the lab.
8133,deliberative_search,method,validation_research,benchmark,fully_autonomous,preprint,"MC-DML's claim is memory-guided action evaluation inside Monte Carlo tree search, altering node selection (memory was runner-up); evidence is Jericho benchmark scores at the first planning phase."
8165,deliberative_search,method,validation_research,benchmark,fully_autonomous,conference,"Proposal is a hybrid agent doing UCB-driven state-space search with LLM-generated action plans, continual learning secondary; evidence is average-reward gains in the ScienceWorld simulator."
8170,planning_and_control_flow,model,validation_research,benchmark,fully_autonomous,preprint,"MAP determines the next step through recurrent interaction of planning modules (decomposition, state prediction, evaluation, orchestration); evidence is lab results on PlanBench, Hanoi, StrategyQA."
8173,planning_and_control_flow,method,validation_research,benchmark,fully_autonomous,preprint,"RAFA plans a long-horizon trajectory, executes only its first action, then replans from the new state; claim rests on regret analysis plus lab benchmark scores, with no field use."
8189,deliberative_search,method,validation_research,human_study,human_in_the_loop,preprint,"GDP-Zero picks dialogue moves by open-loop MCTS with the LLM as policy prior, value function and user simulator; evidence is lab preference and persuasiveness ratings on PersuasionForGood."
8191,deliberative_search,method,validation_research,benchmark,fully_autonomous,conference,I-MCTS changes tree expansion and node selection via introspection over parent and sibling nodes plus an LLM value model; evidence is lab accuracy gains over open-source AutoML agents.
8193,deliberative_search,method,validation_research,benchmark,fully_autonomous,conference,"WebPilot's claim is a dual-optimisation MCTS, a global subtask plan focusing the search and a tailored local MCTS; evidence is WebArena and MiniWoB++ benchmark results in the lab."
8204,deliberative_search,method,validation_research,benchmark,fully_autonomous,conference,"CoMCTS's core is collective expansion, simulation with error positioning, backpropagation and selection over a reasoning tree; evidence is lab benchmark results after SFT on Mulberry-260k."
8205,deliberative_search,method,validation_research,benchmark,fully_autonomous,conference,"XOT's mechanism is MCTS with pretrained RL producing thought structures injected into the LLM; evidence is lab results on Game of 24, 8-Puzzle and Pocket Cube."
8212,planning_and_control_flow,model,validation_research,controlled_experiment,fully_autonomous,preprint,SiRA chooses the next action by simulating consequences in an LLM world model with belief states instead of reacting; verified against a matched reactive baseline in a browser environment.
8221,memory_and_context_management,method,validation_research,benchmark,fully_autonomous,preprint,"CoPS contributes an experience-retrieval policy, pessimism-based selection of distribution-matched past-task experiences; evidence is lab benchmark runs on Alfworld, Webshop and HotPotQA."
8230,planning_and_control_flow,method,validation_research,controlled_experiment,fully_autonomous,preprint,"PreAct inserts prediction before reasoning and acting to steer the next action, compared head-to-head with ReAct; evidence is lab experiments varying the quantity of historical predictions."
8233,verification_and_gating,model,solution_proposal,none,human_in_the_loop,preprint,"Contribution is a gate deciding when the loop must defer to a human (intervention conditions, role resolution) as a decoupled component; the architecture is argued and formalised with no evaluation."
