paper_id,loop_mechanism,contribution_type,research_type,evaluation_strategy,human_role,venue_type,justification
5093,memory_and_context_management,method,validation_research,benchmark,fully_autonomous,preprint,Contributes five context-reshaping operators (Skip/Compress/Rollback/Snippet/Delete) for elastic context orchestration; the new agent is tested only on BrowseComp-style search benchmarks in the lab.
5095,memory_and_context_management,method,validation_research,benchmark,fully_autonomous,preprint,"Contribution is an RL-trained ContextCurator that prunes the working memory a frozen executor reads; a novel technique measured on WebArena and DeepSearch in the lab, not in deployment."
5101,memory_and_context_management,method,validation_research,benchmark,fully_autonomous,preprint,Contribution is a dependency-graph memory that selects which past steps later actions read; new framework scored on SWE-Bench Verified/Lite against a sliding-window baseline.
5103,loop_evaluation_and_diagnosis,metric,validation_research,benchmark,fully_autonomous,preprint,"Headline is a diagnosis: it names and measures premature termination as a context-rot indicator across four models and three benchmarks, a lab study of existing context-management methods."
5106,memory_and_context_management,tool,validation_research,controlled_experiment,fully_autonomous,preprint,"Audits one named mechanism, context compaction, showing it silently drops governance constraints, and pins them as the fix; evidence is 1,323 lab episodes varying full-context vs compacted."
5110,memory_and_context_management,tool,validation_research,benchmark,fully_autonomous,preprint,Contribution is a context-management harness keeping a complete structured interaction log searched programmatically; the new harness is scored on the ARC-AGI-3 public game set in the lab.
5111,memory_and_context_management,method,validation_research,benchmark,human_in_the_loop,preprint,Contribution is an explicit situation state held outside the dialogue history rather than inferred from it; the training-free framework is tested on three interactive benchmarks across eight LLMs.
5128,multi_agent_coordination,method,validation_research,benchmark,fully_autonomous,preprint,"Contribution is learning reusable priors over agent collaboration topologies, the arrangement itself; a new framework evaluated on multi-domain reasoning benchmarks against topology-evolution backbones."
5129,multi_agent_coordination,method,validation_research,benchmark,fully_autonomous,preprint,"Contribution is a centralized orchestrator that dynamically sequences and prioritizes agents; the RL-trained paradigm is tested on closed- and open-domain benchmark scenarios, not in practice."
5143,multi_agent_coordination,metric,validation_research,benchmark,fully_autonomous,preprint,"Contribution is an orchestration-level reward model scoring how well agents were coordinated; the self-supervised technique is measured on math, web-QA and multi-hop benchmarks in the lab."
5163,multi_agent_coordination,method,validation_research,benchmark,fully_autonomous,preprint,"Studies the propose-and-vote orchestration protocol itself, ablating whether agents see authorship and ongoing votes; evidence is four LLMs on GPQA-Diamond, IFEval and MuSR in the lab."
5165,multi_agent_coordination,method,validation_research,benchmark,fully_autonomous,preprint,Contribution is joint adaptation of agent participation structure and orchestration policy; the new framework is benchmarked against adaptive multi-agent baselines in the lab.
5181,verification_and_gating,method,validation_research,benchmark,fully_autonomous,preprint,"Contribution is a detector that flags hallucinated or erroneous nodes and edges in agent collaboration, a check rather than an arrangement; the novel method is validated in lab experiments only."
5184,multi_agent_coordination,method,validation_research,benchmark,fully_autonomous,preprint,"Contribution is an orchestrator emitting role, capacity and dependency structure for the agent team; the counterfactual-RL method is scored on six reasoning and coding benchmarks in the lab."
5185,loop_evaluation_and_diagnosis,model,validation_research,benchmark,fully_autonomous,preprint,"Headline artefact is an analysis instrument: an entropy-dynamics model plus a checkpoint-dense benchmark generator used to diagnose orchestrator collapse, fitted to lab trajectories."
5189,verification_and_gating,method,validation_research,benchmark,fully_autonomous,preprint,"Contribution is semantic-entropy confidence used to verify intermediate outputs and trigger reprompting, a judgement mechanism not a topology; validated on StrategyQA, JailbreakBench and TruthfulQA."
5191,multi_agent_coordination,method,validation_research,benchmark,fully_autonomous,preprint,"Contribution is a routing algorithm that picks among four agent topologies per task; the proposed framework is validated on SWE-bench, GPQA and RAG tasks against static-topology baselines."
5196,loop_evaluation_and_diagnosis,tool,validation_research,benchmark,fully_autonomous,preprint,"Headline artefact is a scalable benchmark plus reference scaffold and evaluation protocol for deliberative collaboration, used to evaluate representative LLMs in the lab."
5202,multi_agent_coordination,method,validation_research,benchmark,fully_autonomous,preprint,"Contribution is a learned meta-policy over Persist/Refine/Concede governing how agents interact, replacing fixed collaboration protocols; validated on five benchmarks against six baselines."
5208,budget_and_termination_control,method,validation_research,benchmark,fully_autonomous,preprint,"Contribution targets latency spend: critical-path-aware credit assignment plus a controller that eliminates redundant future agent steps, leaving the orchestration backbone intact; four lab benchmarks."
5212,multi_agent_coordination,method,validation_research,benchmark,fully_autonomous,preprint,"Contribution builds the arrangement per query, an operator allocator plus cost-aware LLM router driven by predicted difficulty; the new framework is tested on six benchmarks in the lab."
5214,multi_agent_coordination,method,validation_research,benchmark,fully_autonomous,preprint,"Contribution is a role arrangement, author-reviewers-meta-reviewer, replacing round-table debate to avoid reviewer-to-reviewer traffic; compared with MAD across benchmarks in the lab."
5216,budget_and_termination_control,method,validation_research,benchmark,fully_autonomous,preprint,"Contribution allocates loop spend against runtime cost signals, queue depth, cache pressure, latency and remaining budget, to meet SLOs; the RL framework is measured on five benchmarks under load."
5225,planning_and_control_flow,model,validation_research,benchmark,human_in_the_loop,preprint,"Contribution is a structural causal action model that scores and reweights candidate next actions, an action-selection mechanism; validated on Overcooked-AI across five tasks and four LLMs."
5237,multi_agent_coordination,process,validation_research,controlled_experiment,fully_autonomous,preprint,"The object is the agent arrangement itself, visible leader vs invisible orchestrator vs flat, in a preregistered 3x2 lab experiment of 365 runs rather than a deployed setting."
