paper_id,loop_mechanism,contribution_type,research_type,evaluation_strategy,human_role,venue_type,justification
285,verification_and_gating,method,validation_research,controlled_experiment,fully_autonomous,preprint,"Testbed holds the agent fixed and manipulates only the evaluator channel that gates the loop, self-verdict vs in-band judge vs world-state oracle; evidence is 54 controlled lab cycles, not a deployment."
294,planning_and_control_flow,model,solution_proposal,none,not_specified,preprint,Lifts control flow out of context into an explicit static DAG with a scheduler-theoretic node state machine; abstract states it is a position paper and design proposal with no empirical results.
301,verification_and_gating,model,solution_proposal,illustrative_example,fully_autonomous,preprint,"Mechanism is a lagged verifier plus a discrete safety interlock that resets the agent above an epistemic threshold; support is a proposed stochastic model with one simulation run, no validation."
304,verification_and_gating,tool,validation_research,benchmark,fully_autonomous,preprint,"A runtime controller mediates every action around the agent loop under policy arbitration; evaluated in the lab on Agent Security Bench and InjecAgent, never in deployment."
305,memory_and_context_management,tool,validation_research,benchmark,fully_autonomous,preprint,Pufibara's claim is persistent engineering state across revisions with evidence bound to the candidate that produced it; measured on the 232-task Modelica benchmark against Claude Code in the lab.
311,budget_and_termination_control,method,validation_research,controlled_experiment,fully_autonomous,preprint,"Object is stopping: whether agents detect plateaus and terminate before forced intervention under widened iteration limits; 13 models compared in a zero-human sandbox, a lab study."
312,verification_and_gating,metric,validation_research,benchmark,fully_autonomous,preprint,Loop contribution is Constraint-Grounded Self-Verification against programmatic physics oracles that check each reasoning step; validated on the introduced MatPCR benchmark with equal-compute controls.
313,budget_and_termination_control,method,validation_research,controlled_experiment,fully_autonomous,preprint,"Same AEOS study: contribution is stopping behaviour, recognising stagnation and terminating rather than looping on; 13 models run in a zero-human lab sandbox with extended horizons."
321,memory_and_context_management,tool,validation_research,benchmark,fully_autonomous,preprint,"Reformulates long-horizon execution as task-state management, keeping verified state outside the growing context; gains reported on WeaveBench, Terminal-Bench 2.1 and OSWorld 2.0 in the lab."
324,critique_and_revision,method,validation_research,controlled_experiment,fully_autonomous,preprint,Contribution is a co-regulation agent whose metacognitive feedback makes the design agent revise and escape fixation; compared against a self-regulation and a plain loop on a lab battery-pack task.
328,deliberative_search,method,validation_research,benchmark,fully_autonomous,preprint,Contributes two agent-directed tree-search formulations branching on partial-proof states or subagent contexts; measured against the pre-existing vericoding-benchmark Lean leaderboard.
333,self_evolution,method,validation_research,benchmark,fully_autonomous,preprint,"EDV is an experience-learning outer loop that distils and consensus-verifies trajectories before writing them to memory for reuse; evaluated on tau2-bench, Mind2Web and MMTB in the lab."
334,loop_evaluation_and_diagnosis,metric,validation_research,controlled_experiment,fully_autonomous,preprint,"Headline is a characterisation of two loop failure modes, safety drift and operational hallucination, quantified with declaration-action gap and livelock metrics; controlled multi-turn lab evaluation."
335,verification_and_gating,method,validation_research,ablation,fully_autonomous,preprint,"Novelty is an execution oracle built by running the source modules, grounding the generated tests that judge each candidate; ablations over ICL, oracle grounding and self-debugging carry the lab claim."
337,memory_and_context_management,model,validation_research,benchmark,fully_autonomous,preprint,"Primary intervention is a persistent predicate-based belief state replacing the agent's lossy working memory and bounding context; validated across three QA domains in the lab, exhaustion gate second."
339,multi_agent_coordination,model,solution_proposal,illustrative_example,not_specified,preprint,"Contribution is a GWT-derived architecture coordinating parallel sub-agents through a central selection and broadcast hub; support is three illustrative deployment case studies, no measurement."
341,verification_and_gating,metric,validation_research,controlled_experiment,fully_autonomous,preprint,"Audits LLM-as-jury used as the acceptance and stopping criterion for agent loops, concluding verification must be an external gate; lab test of three judge families on a 16-case gold set."
343,critique_and_revision,method,validation_research,benchmark,fully_autonomous,preprint,"Claim is the refinement loop: debugging critics feed execution feedback back over three rounds, stateful beating stateless; measured on 367 ICPC World Finals and Codeforces problems in the lab."
346,budget_and_termination_control,model,solution_proposal,none,not_specified,preprint,"Selects an execution path minimising cost per accepted resolution under budget, latency and quality constraints, targeting unbounded agent loops; abstract defers empirical results to a later version."
348,budget_and_termination_control,model,validation_research,controlled_experiment,fully_autonomous,preprint,"Studies halting: goals with no representable terminal never cross the commit threshold, a budget- and threshold-invariant loop property; preregistered lab study of 76 goals in four matched conditions."
369,verification_and_gating,process,solution_proposal,illustrative_example,not_specified,preprint,Names the proposer-verifier-commit-reject boundary the primitive every runtime pattern composes; proposes a selection methodology shown on five stylised workloads and one reference implementation.
370,planning_and_control_flow,metric,validation_research,controlled_experiment,fully_autonomous,preprint,"Measures how induced OCEAN traits shift the agent's planning, scheduling and task-selection decisions; a lab study varying induced personality, no deployed system."
401,multi_agent_coordination,method,validation_research,benchmark,fully_autonomous,preprint,"Routes each workflow step to a different LLM agent via a progress scorer, an orchestration decision; measured on HumanEval Plus, MBPP, MATH-500 and ASQA; cost control was the runner-up axis."
422,multi_agent_coordination,tool,solution_proposal,illustrative_example,fully_autonomous,preprint,Framework's claim is the arrangement: asynchronous LLM modules communicating over one shared global state; viability shown through two demonstrative use cases with no measurement.
426,multi_agent_coordination,process,validation_research,controlled_experiment,fully_autonomous,preprint,"Varies only the assignment of subtasks to workers, one wide to five narrow agents, holding tools and orchestrator fixed; a preregistered 4,400-run lab sweep judged by a rule-engine oracle."
