paper_id,loop_mechanism,contribution_type,research_type,evaluation_strategy,human_role,venue_type,justification
5241,multi_agent_coordination,model,validation_research,benchmark,fully_autonomous,preprint,"Contribution is the DAG topology arranging 1000+ agents (MacNet) and the finding that irregular topologies win; evidence is lab benchmark runs, not deployment, so validation_research."
5243,loop_evaluation_and_diagnosis,tool,validation_research,benchmark,fully_autonomous,preprint,"Headline artefact is OrchBench, a deterministic simulation instrument for scoring orchestration plans, not a loop mechanism; validated in the lab against Claude Code executions (r=0.816)."
5246,multi_agent_coordination,method,validation_research,benchmark,fully_autonomous,preprint,"HieraMAS optimises intra-node LLM mixtures and inter-node communication topology, i.e. the arrangement itself; evidence is reasoning and coding benchmark runs in the lab."
5249,multi_agent_coordination,process,validation_research,controlled_experiment,fully_autonomous,preprint,"The object is 12 collaboration topologies (authority, roles, dynamics) ranked against each other; a 2x2x2 factorial with 520 lab runs and automated evaluators is validation_research."
5251,multi_agent_coordination,process,validation_research,benchmark,fully_autonomous,preprint,"Compares four orchestration architectures (sequential, fan-out, supervisor-worker, reflexive) as the object of study; measured on a 10,000-filing SEC corpus in the lab, not in a live deployment."
5264,memory_and_context_management,method,validation_research,controlled_experiment,human_in_the_loop,preprint,"DACS governs what context is held versus compressed per agent (registry summaries versus full focus injection); evidence is 200 synthetic trials against a flat-context baseline, all in the lab."
5271,multi_agent_coordination,process,solution_proposal,illustrative_example,human_in_the_loop,preprint,"Proposes a RACI role-allocation framework across humans and agents, i.e. the arrangement of responsibilities; work-in-progress with one example implementation and validation only planned."
5274,verification_and_gating,method,validation_research,controlled_experiment,fully_autonomous,preprint,"Claim is that orchestration-level LLM verification of result completeness gates and triggers replanning; evidence is 25 curated queries scored against a single-agent baseline in the lab."
5275,multi_agent_coordination,model,validation_research,controlled_experiment,fully_autonomous,preprint,"RGAO's headline is a complexity-conditioned router selecting the orchestration topology plus a budget algebra; evidence is a lab prototype (misrouting 30.1% to 8.2%, DAG construction timing)."
5278,multi_agent_coordination,process,validation_research,controlled_experiment,fully_autonomous,preprint,"Studies how role configuration and team size govern collaboration, yielding role-design principles; 1,120 controlled trials over seven configurations in a lab FEA setting."
5279,multi_agent_coordination,method,validation_research,benchmark,fully_autonomous,preprint,"AMAS's dynamic graph designer picks a task-specific communication topology, so the contribution is the arrangement; validated on QA, math and code benchmarks in the lab."
5282,multi_agent_coordination,model,evaluation_research,human_study,human_in_the_loop,preprint,"Compares three architectural variants (FSM-aligned multi-agent, single-agent, unguided), so the object is orchestration structure; an eight-day RCT with 66 real users self-administering therapy."
5287,critique_and_revision,method,validation_research,benchmark,fully_autonomous,preprint,"The recipe targets the refinement step itself - error detection, critiquing unfaithful sentences, correcting - rather than agent arrangement; measured on three summarisation datasets and long-form QA."
5289,budget_and_termination_control,method,validation_research,benchmark,fully_autonomous,preprint,"AGAO allocates budgets and execution priority across an existing agent graph to suppress low-impact work, not to change topology; evaluated on multi-agent workloads against graph execution baselines."
5293,multi_agent_coordination,model,validation_research,controlled_experiment,fully_autonomous,preprint,"Models inter-agent message dependencies as a propagation graph and governs what agents pass on via a message-layer plugin; evidence is seeded-error injection experiments over six frameworks."
5302,multi_agent_coordination,method,validation_research,benchmark,fully_autonomous,preprint,"OMAC optimises five MAS dimensions spanning agent functionality and collaboration structure, i.e. the arrangement; validated by lab experiments on code and reasoning tasks against recent methods."
5304,critique_and_revision,tool,validation_research,case_study,fully_autonomous,preprint,"The credited mechanism is iterative self-refinement cycles that correct the setup and design; demonstrated in depth on selected topology-optimisation problem classes, not in engineering practice."
5307,verification_and_gating,method,validation_research,benchmark,human_in_the_loop,preprint,"HILA's headline is a metacognitive policy deciding when to solve autonomously versus defer to a human expert, a gate on unaided progress; evaluated on maths and problem-solving benchmarks."
5308,multi_agent_coordination,model,validation_research,benchmark,fully_autonomous,preprint,"BIGMAS contributes a graph topology designer plus a shared-workspace orchestrator routing among agents; validated on Game24, Six Fives and Tower of London against multi-agent baselines."
5311,multi_agent_coordination,process,validation_research,controlled_experiment,fully_autonomous,preprint,"Systematically varies expertise-domain alignment, collaboration paradigm and system scale, so the object is the arrangement; a lab design study producing configuration guidelines."
5312,multi_agent_coordination,model,validation_research,benchmark,fully_autonomous,conference,"AgentNet's claim is decentralised coordination with an evolving DAG topology and task routing without a central orchestrator; experimental comparison against centralised MAS in the lab."
5316,multi_agent_coordination,model,validation_research,benchmark,fully_autonomous,preprint,"Contribution is the DAG topology arranging 1000+ agents (MacNet) and the finding that irregular topologies win; evidence is lab benchmark runs, not deployment, so validation_research."
5324,planning_and_control_flow,tool,validation_research,controlled_experiment,fully_autonomous,conference,"DynTaskMAS's core is a dynamic task-graph generator plus an asynchronous scheduler fixing execution order; evaluated in the lab by varying task complexity and agent concurrency."
5338,self_evolution,tool,validation_research,benchmark,fully_autonomous,preprint,"Named limitation addressed is the absence of experience accumulation, fixed by an error-driven HER self-evolution loop rewriting prompts across episodes; measured on SWE-bench Verified and DevBench."
5349,multi_agent_coordination,method,validation_research,benchmark,fully_autonomous,preprint,"GroupDebate changes the debate arrangement - agents split into groups that share interim results - to cut tokens; validated by comparative experiments across multiple datasets in the lab."
