paper_id,loop_mechanism,contribution_type,research_type,evaluation_strategy,human_role,venue_type,justification
6331,memory_and_context_management,model,validation_research,benchmark,not_specified,preprint,"Contribution is a formal model of what the failed attempt leaves in context across retries (clean-restart dominance); theorems are fitted to SWE-bench Verified traces in the lab, so validation not evaluation."
6349,verification_and_gating,method,validation_research,controlled_experiment,not_specified,preprint,"Contribution is postcondition verification and verify-before-retry gating each tool call; tested only in a simulated environment with injected faults, so lab validation."
6360,loop_evaluation_and_diagnosis,tool,validation_research,benchmark,fully_autonomous,preprint,"Headline artefacts are a failure taxonomy plus AgentErrorBench of annotated failure trajectories and a debugging framework; evaluated on ALFWorld/GAIA/WebShop rollouts in the lab."
6407,critique_and_revision,method,validation_research,benchmark,not_specified,preprint,"Contribution is turning attributed failure steps into minimal counterfactual repairs fed back at test time (revision, not the check); measured on four existing benchmarks in the lab."
6410,memory_and_context_management,model,experience_paper,case_study,not_specified,preprint,"Object is the compaction summary carrying killed-process output across sessions as truth; the paper reports a failure observed in the authors' own Claude Code use, with no study design."
6432,verification_and_gating,metric,validation_research,benchmark,fully_autonomous,preprint,"Audits LLM-judges as acceptance monitors for false success and proposes lightweight detectors as the check; evidence is 9,876 tau2-bench and 1,879 AppWorld trajectories, a lab benchmark study."
6445,loop_evaluation_and_diagnosis,tool,validation_research,controlled_experiment,human_in_the_loop,preprint,"Headline artefact is a fault-injection workbench for reproducing and comparing agent failures, not a loop mechanism; evidence is 120 scenarios with faults and mitigations deliberately varied."
6459,loop_evaluation_and_diagnosis,tool,validation_research,controlled_experiment,fully_autonomous,preprint,"Contributes SymTrace replay framework and the SymFail failure dataset as instruments for judging MAS repair methods; repairs compared under recorded-trace interventions in the lab."
6462,multi_agent_coordination,method,validation_research,ablation,fully_autonomous,preprint,"Contribution is runtime restructuring of team topology (factorising an overloaded agent, hot-swapping it to coordinator); credit is assigned by four ablation conditions over 720 runs."
6468,verification_and_gating,method,validation_research,benchmark,fully_autonomous,preprint,"Contribution is auto-synthesising the code harness that blocks illegal actions before execution, i.e. how the gate is produced; validated on 145 TextArena games in the lab."
6479,verification_and_gating,model,validation_research,benchmark,fully_autonomous,journal,"Contribution is MCP as a strict pre-execution validation boundary intercepting malformed tool calls; empirical evaluation over four datasets with ablations, no deployment."
6497,loop_evaluation_and_diagnosis,metric,validation_research,benchmark,fully_autonomous,journal,"Contribution is a measurement procedure -- verifiable Python task chains scoring long-horizon depth and one self-correction attempt -- and it is used to score ten models in the lab."
6498,loop_evaluation_and_diagnosis,model,validation_research,ablation,fully_autonomous,preprint,"Contributes a functional-property framework and recurring failure patterns across agent architectures rather than one mechanism; five capability augmentations are added and compared to attribute effects."
6509,planning_and_control_flow,method,validation_research,benchmark,fully_autonomous,preprint,"Contribution is reflective global replanning plus action-space expansion deciding the next step after a failure; validated against baselines on the released ToolHop-Pro benchmark."
6515,planning_and_control_flow,tool,validation_research,benchmark,fully_autonomous,preprint,"Contribution is a deterministic DAG engine that owns routing, state transitions and conditional control flow instead of prompted orchestration; evaluated on GAIA against six frameworks."
6518,planning_and_control_flow,model,evaluation_research,controlled_experiment,human_on_the_loop,preprint,"Contribution is a six-verb tool-interaction protocol with next-action metadata fixing the phases of the loop; measured on 50 real operational tasks in a live production SaaS platform."
6520,budget_and_termination_control,process,solution_proposal,case_study,not_specified,preprint,"Its formalized mechanism is adaptive timeout-budget allocation across sequential tool calls (identity gating the runner-up); mechanisms are only stated as testable hypotheses backed by deployment vignettes."
6524,multi_agent_coordination,method,validation_research,benchmark,fully_autonomous,preprint,"Contribution is automatically constructing the agent DAG, roles and I/O contracts from a task description and dispatching across it; benchmarked against multi-agent baselines with ablations."
6527,budget_and_termination_control,model,validation_research,controlled_experiment,fully_autonomous,journal,"Contribution is a Petri-net control plane enforcing retry budgets that guarantee termination and cap regeneration cost; evidence is 200 controlled generation cycles comparing two recovery strategies."
6532,loop_evaluation_and_diagnosis,model,validation_research,controlled_experiment,fully_autonomous,preprint,"Contributes an ATT&CK-anchored evaluation of agent loop behaviour with failure attribution rather than a mechanism; three operational modalities compared in a controlled emulation range."
6533,loop_evaluation_and_diagnosis,metric,validation_research,controlled_experiment,fully_autonomous,preprint,"Contribution is process-level behavioural measurement (retries, reflection, memory use, recovery) of agentic components; fixed workflow and reflective variants compared under one harness."
6537,loop_evaluation_and_diagnosis,tool,validation_research,benchmark,fully_autonomous,preprint,"Headline artefact is a 1,000-task MCP benchmark with claim-level scoring and a failure taxonomy; used to score 20 frontier models in the lab."
6540,planning_and_control_flow,model,validation_research,benchmark,fully_autonomous,preprint,"Contribution is an FSM of app navigation whose stored state drives planning, verification and recovery to an earlier state, not window fitting; validated on Mobile-Eval-E, SPA-Bench, AndroidWorld."
6545,planning_and_control_flow,method,validation_research,controlled_experiment,fully_autonomous,preprint,"Contribution is deterministic graph routing that decides the next tool step and reroutes on failure without the LLM; evidence is 19 scenarios over three topologies against ReAct and static baselines."
6547,loop_evaluation_and_diagnosis,tool,validation_research,benchmark,fully_autonomous,preprint,"Headline artefact is a white-box trace-level benchmark suite for agentic systems; 21 system variants measured with it in the lab."
