paper_id,loop_mechanism,contribution_type,research_type,evaluation_strategy,human_role,venue_type,justification
1836,critique_and_revision,method,validation_research,benchmark,fully_autonomous,preprint,"Contributes a separate corrector trained to iteratively rewrite an imperfect generator's output from scalar or NL feedback (the revision, not the check); novel technique tried on three lab tasks only."
1837,verification_and_gating,method,validation_research,benchmark,fully_autonomous,preprint,"Novelty is the check: inverse actions are generated and verified to restore the original state, validating plan coherence before any correction; evidence is benchmark datasets run in the lab."
1840,critique_and_revision,metric,validation_research,benchmark,fully_autonomous,conference,"Decomposes and measures self-correction into confidence and critique capabilities, so its object is the revision mechanism itself; experiments are lab runs over models, no deployed setting."
1847,verification_and_gating,method,validation_research,benchmark,fully_autonomous,preprint,"Builds 'Step CoT Check' training data to improve step-level error detection, i.e. how the judgement is produced; fine-tuned models are tested on benchmarks in the lab."
1849,critique_and_revision,model,validation_research,benchmark,not_specified,conference,"Title-only record: the object is the failure side of intrinsic self-correction, the revision step; a lab analysis of existing models rather than a study of deployed use."
1854,planning_and_control_flow,method,validation_research,benchmark,fully_autonomous,preprint,Trains the model to interleave thinking with search actions so text decides when and how the next step is taken; RL-trained models measured on multi-hop benchmarks in the lab.
1861,deliberative_search,method,validation_research,benchmark,fully_autonomous,preprint,"SETS combines parallel sampling with sequential verify-correct rounds, changing the shape of candidate exploration; a new test-time technique measured on lab benchmarks."
1865,verification_and_gating,method,validation_research,benchmark,fully_autonomous,conference,"A theorem prover supplies formal validity guarantees over LLM-formalised explanations and only then feedback, so the contribution is the check; evaluated on explanation datasets in the lab."
1868,critique_and_revision,model,validation_research,controlled_experiment,fully_autonomous,preprint,"Theoretical account of when self-examination-driven refinement of a response succeeds, i.e. the correction step; validated on synthetic datasets in the lab, never in use."
1870,critique_and_revision,model,validation_research,benchmark,fully_autonomous,conference,Adds a two-turn self-correction stage trained by SFT to refine VLM outputs; the resulting model is measured on multimodal reasoning benchmarks in the lab.
1882,verification_and_gating,metric,validation_research,benchmark,fully_autonomous,preprint,"Headline is fact-level confidence calibration, a judgement attached to each atomic fact, which ConFix then consumes; evaluated across four datasets and six models in the lab."
1883,critique_and_revision,tool,validation_research,benchmark,fully_autonomous,preprint,Stated gap is automatic functional correction without human intervention: bug information from self-validation drives rewriting of generated testbenches; pass ratios measured on lab tasks.
1885,critique_and_revision,metric,validation_research,benchmark,fully_autonomous,conference,"Attributes poor self-correction to mistake finding and shows correction works once the location is given, an audit of the revision loop; all evidence is lab benchmarking of models."
1891,verification_and_gating,method,validation_research,benchmark,fully_autonomous,preprint,Semantic Self-Verification uses solver-checked instantiations as a near-perfect-precision verification step; a new technique measured on open reasoning benchmarks in the lab.
1892,multi_agent_coordination,method,validation_research,benchmark,fully_autonomous,journal,"Contribution is the arrangement itself: single-agent reflection vs turn-based debate vs a small-then-large two-stage debate; compared on COCO in the lab, not in deployment."
1894,budget_and_termination_control,method,validation_research,benchmark,fully_autonomous,conference,"Entroduction monitors output entropy to decide whether to deepen, expand or stop exploring, trading accuracy against exploration cost; tested on four benchmark datasets in the lab."
1895,planning_and_control_flow,method,validation_research,benchmark,fully_autonomous,preprint,"PoG decomposes a question into sub-objectives and adaptively explores and revises reasoning paths, deciding what the loop does next; evaluated on three datasets in the lab."
1902,critique_and_revision,method,validation_research,benchmark,fully_autonomous,conference,"Mirror's object is the reflection step, multiple-perspective clues that stop the loop stalling at one revision iteration; measured on five reasoning datasets in the lab."
1912,loop_evaluation_and_diagnosis,tool,validation_research,benchmark,fully_autonomous,preprint,"The artefact is the instrument: an interactive evaluation harness with a differential-testing oracle over 1114 functions, used to measure 18 models in the lab."
1914,critique_and_revision,method,validation_research,benchmark,fully_autonomous,preprint,"SCoRe's target is the correction behaviour, instilled by multi-turn RL on self-generated correction traces; gains reported on MATH and HumanEval in the lab."
1918,critique_and_revision,method,validation_research,benchmark,fully_autonomous,conference,"Claim is collaborative criticism and iterative refinement of erroneous intermediate steps, with the four roles as implementation; accuracy and correction rates measured on lab benchmarks."
1923,critique_and_revision,method,validation_research,benchmark,not_specified,conference,Title-only record: Decompose-Critique-Refine is a self-correction pipeline whose object is the rewrite when constraints are unmet; reported as lab results in an EMNLP Findings paper.
1934,verification_and_gating,tool,validation_research,benchmark,fully_autonomous,preprint,"GeneAgent's self-verification module checks generated claims against domain databases before they stand; benchmarked on 1,106 gene sets with author-run expert review, still a lab study."
1948,verification_and_gating,metric,validation_research,benchmark,fully_autonomous,preprint,"Audits LLM self-verification ability with a new 232-type fallacy dataset, so the object is the check; exhaustive lab experiments on models, no practice setting."
1986,verification_and_gating,method,validation_research,benchmark,fully_autonomous,preprint,ReVeal explicitly optimises self-verification with self-constructed tests as the reliable gate driving further turns; evaluated on LiveCodeBench in the lab.
