paper_id,loop_mechanism,contribution_type,research_type,evaluation_strategy,human_role,venue_type,justification
9650,verification_and_gating,method,validation_research,benchmark,not_specified,conference,"Title names pre-execution task plan verification, a check deciding whether a robot plan may run; abstract absent, so coded from the title as an IROS lab prototype with no reported field use."
9662,memory_and_context_management,tool,validation_research,benchmark,not_specified,journal,"Title-only record: a thought management system governs what state a long-horizon goal-driven agent carries across steps; no evidence of use in practice, so lab-stage validation."
9840,multi_agent_coordination,method,validation_research,benchmark,not_specified,conference,"Title's contribution initializes multi-agent systems via diversity and expertise orchestration, i.e. the team arrangement itself; EMNLP Findings record with no field deployment, so lab validation."
9845,multi_agent_coordination,method,validation_research,benchmark,not_specified,conference,"Title declares a concurrent orchestration method for a collaborative multi-agent system, i.e. how agents are arranged and interact; title-only ICDCS record, coded as lab-stage validation."
9850,loop_evaluation_and_diagnosis,tool,evaluation_research,case_study,human_on_the_loop,journal,"Headline artefact is AgentForge-Eval, an evaluation architecture plus a formal multi-agent failure-mode taxonomy for measuring pipelines; reported deployment in a production pipeline makes it evaluation research."
9855,multi_agent_coordination,method,validation_research,benchmark,not_specified,workshop,"Title's contribution is adaptive orchestration over a dynamic pool of agents, with cross-episode memory as the means; title-only workshop record with no field use, so lab validation."
9904,multi_agent_coordination,model,solution_proposal,illustrative_example,not_specified,journal,"Title proposes a framework for dual-loop edge-terminal collaboration among agents, i.e. how agents are arranged across tiers; a magazine framework article argued and illustrated rather than validated."
9931,planning_and_control_flow,method,validation_research,benchmark,not_specified,conference,"Title's mechanism is stepwise rollback, explicit control-flow machinery deciding which earlier step the loop returns to; EMNLP record with lab-only evidence and no deployment."
9964,verification_and_gating,tool,validation_research,ablation,fully_autonomous,journal,Abstract credits a self-review mechanism that judges deviant vectorized outputs and triggers regeneration; the loop claim rests on error rate falling 23.89% to 1.48% with the mechanism on the authors' own prototype.
9969,multi_agent_coordination,model,solution_proposal,illustrative_example,human_in_the_loop,journal,"Contribution is architectural principles for multi-agent orchestration - roles, I/O contracts, escalation - argued and illustrated by one enterprise launch rather than validated."
10029,multi_agent_coordination,method,validation_research,benchmark,fully_autonomous,journal,"STAR's contribution is a three-stage router assigning queries to domain agents and models, i.e. routing work across a multi-agent system; measured on the authors' own 3136-query set in the lab."
10074,loop_evaluation_and_diagnosis,metric,evaluation_research,controlled_experiment,fully_autonomous,journal,"The leave-behind is measurement: a strict definition, four-class taxonomy and ten-metric ERAB Bench for agent spawning, prompted by spawning observed in a real company's development setup."
10096,planning_and_control_flow,model,validation_research,human_study,human_in_the_loop,conference,"HLA's contribution is a three-tier hierarchy (Slow Mind, Fast Mind, Executor) deciding the next macro and atomic action; evidence is human studies in the Overcooked testbed, not a deployment."
10122,verification_and_gating,tool,validation_research,controlled_experiment,fully_autonomous,journal,"Contribution is a pre-delivery constitutional filter with a hard integrity gate judging influence policies before they reach agents; four seeded experiments on a simulated 30-agent network, lab only."
10136,loop_evaluation_and_diagnosis,metric,validation_research,controlled_experiment,fully_autonomous,journal,"Contribution is a black-box counterfactual attribution framework measuring whether messages drive agent actions - an instrument, not a mechanism; instantiated across two lab environments and four architectures."
10271,critique_and_revision,method,validation_research,controlled_experiment,fully_autonomous,journal,"Title-only record: self-reflection rewriting the model's own answer is the named mechanism, and the claim that it enhances responses is a lab comparison, not a study of use in practice."
10274,critique_and_revision,method,validation_research,benchmark,fully_autonomous,conference,"Title-only record: self-reflection over long video is the named mechanism, the revision of the model's own reading; ICME lab evaluation with no reported field use."
10276,self_evolution,model,philosophical_paper,none,fully_autonomous,journal,"The paper argues introspection is the threshold for recursive self-improvement and proves properties of self-modifying programs - an outer loop changing the agent itself - conceptually, with no test of its own."
10277,self_evolution,method,validation_research,benchmark,fully_autonomous,conference,Title-only record: iterative self-improvement changes the vision-language model itself between rounds of scoring and self-explanation; ICIP lab study with no deployment.
10311,deliberative_search,model,solution_proposal,none,not_specified,journal,Contribution is MCTS branching over multiple reasoning trajectories before an answer is finalized; the paper offers a self-described conceptual exploration of trade-offs with no experiment.
10326,deliberative_search,model,solution_proposal,none,not_specified,journal,"Contribution constrains trajectory exploration with LLM heuristics guiding RL search; the paper argues architecture and deployment trade-offs with no experiments reported, so a proposal only."
10351,deliberative_search,method,validation_research,benchmark,fully_autonomous,journal,"Contribution is a pheromone-guided tree search that prunes redundant paths and selects reasoning trajectories; evaluated on ChartQA, MathVista, GRAB and ChartX in the lab."
10374,verification_and_gating,model,solution_proposal,none,human_in_the_loop,journal,"Contribution is a pattern of policy gates, typed effects and safety monitors deciding whether an agent action may proceed; it is proposed and aligned to NIST, ISO and the EU AI Act with no evaluation."
10432,planning_and_control_flow,method,validation_research,benchmark,fully_autonomous,journal,Title-only record: a dual cognitive loop pairing rational and irrational reasoning governs what the agent does next in social simulation; simulation-stage lab work with no real deployment.
10547,critique_and_revision,method,validation_research,case_study,not_specified,conference,Title-only record: an empirical audit of feedback loops that regenerate code from diagnostics in a C-to-Rust system; a case study of one system studied in the lab rather than in production use.
