paper_id,loop_mechanism,contribution_type,research_type,evaluation_strategy,human_role,venue_type,justification
427,memory_and_context_management,method,validation_research,controlled_experiment,fully_autonomous,preprint,Attack targets what agents write to and carry across sessions in sliding-window and RAG memory; persistence and unauthorized-action rates measured on representative agent setups in the lab.
430,verification_and_gating,method,validation_research,benchmark,human_in_the_loop,preprint,"Contribution is a prompt-based confidence/uncertainty signal deciding when the agent must defer and ask for clarification; validated in the lab on WebShop, ALFWorld and REAL variants across five backbones."
441,loop_evaluation_and_diagnosis,tool,validation_research,controlled_experiment,not_specified,preprint,"Headline artefact is MAFBench, an instrument plus taxonomy for measuring multi-agent framework behaviour; evidence is a lab study under controlled framework-level conditions isolating architectural effects."
442,budget_and_termination_control,method,evaluation_research,case_study,not_specified,preprint,STRIDE decides whether an agentic loop is warranted at all versus a single LLM call; assessed on 30 real SRE/compliance/enterprise tasks with six months of expert validation in those working domains.
454,budget_and_termination_control,tool,validation_research,controlled_experiment,fully_autonomous,preprint,"Runtime decides how many LLM calls the pipeline spends, merging agents under a quality floor for token savings; evidence is lab comparisons against LangGraph, DSPy and a hand-tuned oracle across modes."
457,multi_agent_coordination,method,validation_research,controlled_experiment,fully_autonomous,preprint,"Contribution routes subtasks to third-party specialist agents via skill discovery and an inter-agent protocol; validated in the lab through 239 simulations and 240 LLM tasks, not a deployed market."
467,multi_agent_coordination,method,validation_research,benchmark,fully_autonomous,preprint,"Proposes BOLAA, a controller orchestrating labour agents and their communication; validated by lab simulations in decision-making and reasoning environments. Runner-up: loop_evaluation_and_diagnosis."
470,multi_agent_coordination,tool,validation_research,controlled_experiment,fully_autonomous,preprint,"Studies which inter-agent communication strategies work under information asymmetry, with an environment verifier as a second factor; lab experiments on an extended Einstein Puzzles game, not real use."
472,verification_and_gating,method,validation_research,controlled_experiment,fully_autonomous,preprint,"Attack forces repetitive or irrelevant actions and the paper's mechanism claim is that self-examination detection fails to catch it; lab evaluations vary attack methods, surfaces and properties."
479,verification_and_gating,model,validation_research,controlled_experiment,human_in_the_loop,preprint,"The controller checks preconditions and authorizes execution before tools are used, a pre-execution gate; validated in the lab over 360 episodes against ReAct and LangChain baselines."
482,verification_and_gating,method,validation_research,controlled_experiment,fully_autonomous,preprint,"Paper states it distinguishes itself by an integrated monitoring system combining internal reasoning and execution results to detect failures; evaluated on task scenarios against existing methods, not in production."
492,memory_and_context_management,method,validation_research,benchmark,fully_autonomous,preprint,Contribution is agent-controlled consolidation and pruning of interaction history to fight context bloat; validated on five SWE-bench Lite instances with token and accuracy measurements.
509,verification_and_gating,model,solution_proposal,none,not_specified,preprint,"Proposes run-time attestation, audit agents verifying intent versus behaviour, and challenge-response gating for high-risk operations; OPERA is described as designed to measure, with no results reported."
512,critique_and_revision,model,validation_research,controlled_experiment,human_in_the_loop,preprint,"Object is the feedback that drives rewriting: output-only human feedback cannot identify root causes, a feedback-quality bottleneck; lab study varying instruction granularity plus a diagnostic intervention."
517,memory_and_context_management,tool,validation_research,controlled_experiment,fully_autonomous,preprint,Task Memory Tree keeps step state outside the prompt and prompts are synthesised from the active node path; validated by case studies and comparative lab experiments on multi-step tasks.
518,self_evolution,tool,validation_research,ablation,fully_autonomous,preprint,Contribution distils reusable skills from the agent's own traces and patches them; the headline evidence removes prune patches to attribute quality effects on held-out SpreadsheetBench and SkillsBench tasks.
522,loop_evaluation_and_diagnosis,model,philosophical_paper,controlled_experiment,not_specified,preprint,"Synthesises 22 intrinsic properties over six lifecycle layers into an Entropy Principle framing of silent failure, a conceptual structuring of the field rather than a tested mechanism."
523,deliberative_search,method,validation_research,case_study,fully_autonomous,preprint,Contribution is broadening exploration of the solution space by running many agents in parallel under a shared leaderboard reward; backed by case-study evidence on one product-to-catalog matching testbed.
542,self_evolution,method,validation_research,benchmark,fully_autonomous,preprint,"Outer loop co-evolves the policy and the training harness across episodes, accumulating reusable skills; validated on math, competitive programming and repo-level SWE against human-engineered RL references."
561,self_evolution,process,evaluation_research,case_study,not_specified,conference,"Title records a MAPE control loop applied to continuous improvement of a deployed AI agent from usage data; EACL Industry Track reporting the flywheel in real operation. Title-only record, low confidence."
566,verification_and_gating,model,validation_research,controlled_experiment,fully_autonomous,preprint,"Agents may only emit actions from finite catalogs enforced at the tool-output interface, a policy-bounded gate certified in Lean 4; evaluated in the lab on 282 attack graphs and 80 runs across temperatures."
567,planning_and_control_flow,model,solution_proposal,illustrative_example,not_specified,preprint,"Formalises the agent as a closed loop of structured planning, probe monitoring and event-based orchestration that fixes step order; support is an architecture argument plus a reference implementation demonstration."
571,multi_agent_coordination,model,validation_research,controlled_experiment,fully_autonomous,preprint,"Contribution arranges agents for decentralized resilience via gossip dissemination, computational trust and federated adaptation; empirical lab comparison against state-of-the-art multi-agent baselines."
578,self_evolution,model,validation_research,illustrative_example,fully_autonomous,preprint,"An evolution module beside the BDI reasoning loop rewrites goals and synthesises new code between episodes; evidence is a prototype demonstration in a dynamic multi-agent environment, no measurements."
581,planning_and_control_flow,method,validation_research,benchmark,fully_autonomous,preprint,Semantic Kinematics adds a PID/EKF inner loop that chooses each next step without invoking the LLM; validated on a Wikipedia navigation benchmark against Chain-of-Thought agents.
