paper_id,loop_mechanism,contribution_type,research_type,evaluation_strategy,human_role,venue_type,justification
6331,memory_and_context_management,model,validation_research,benchmark,not_specified,preprint,"Object is the context carried into retries (contaminated restart, clean-restart dominance); theorems plus a fit to SWE-bench Verified and Monte Carlo runs are lab validation, not deployed use."
6349,verification_and_gating,method,validation_research,controlled_experiment,not_specified,preprint,"Contribution is postcondition verification and verify-before-retry gating each tool call; evidence is a controlled simulated environment with injected non-atomic faults, so lab validation."
6360,loop_evaluation_and_diagnosis,tool,validation_research,benchmark,fully_autonomous,preprint,"Headline artefacts are an error taxonomy and the AgentErrorBench failure-trajectory dataset, instruments rather than a loop mechanism; results are lab runs on ALFWorld, GAIA and WebShop."
6407,critique_and_revision,method,validation_research,benchmark,fully_autonomous,preprint,Contribution is regenerate-on-diagnostic: failed traces become minimally edited repairs that flip the outcome; evaluated across four lab benchmarks against heuristic refinement.
6410,memory_and_context_management,model,experience_paper,case_study,not_specified,preprint,"Audits one named mechanism, compaction summaries that carry killed-process output forward as confirmed fact; the paper documents what the authors observed in Claude Code, with no stated method."
6432,verification_and_gating,metric,validation_research,benchmark,not_specified,preprint,"Object is the judge or monitor deciding whether a claimed completion stands, and the detector that replaces it; evidence is trajectory analysis over tau2-bench and AppWorld in the lab."
6445,loop_evaluation_and_diagnosis,tool,validation_research,controlled_experiment,human_in_the_loop,preprint,Headline artefact is a fault-injection workbench for reproducing and measuring agent failures; five agents are run in the lab over 12 injected fault types with mitigations toggled.
6459,loop_evaluation_and_diagnosis,tool,validation_research,controlled_experiment,not_specified,preprint,"Headline artefacts are the SymTrace replay framework and the SymFail failure dataset, measurement instruments; the study replays anchored interventions on three MAS frameworks in the lab."
6462,multi_agent_coordination,method,validation_research,ablation,fully_autonomous,preprint,"Contribution restructures the agent team topology at runtime, factorising an overloaded agent and hot-swapping it into a coordinator; evidence is 720 stubbed runs across four ablation conditions."
6468,self_evolution,method,validation_research,benchmark,fully_autonomous,preprint,"Outer loop where the model rewrites its own harness, then its whole policy, from environment feedback across rounds (action gating is the runner-up); validated on 145 TextArena games in the lab."
6479,verification_and_gating,model,validation_research,benchmark,fully_autonomous,journal,"MCP is used as a strict pre-execution validation boundary that rejects malformed actions before they run; evaluated on four datasets with ablations in the lab, not in a deployment."
6497,loop_evaluation_and_diagnosis,tool,validation_research,benchmark,fully_autonomous,journal,Contribution is a benchmark of programmatically verifiable Python task chains for measuring long-horizon loop behaviour; ten models are scored on it in the lab.
6498,loop_evaluation_and_diagnosis,model,validation_research,controlled_experiment,fully_autonomous,preprint,"Audits several loop mechanisms at once (memory, inter-agent messaging, adaptive planning, monitoring) with recurring failure patterns; augmentations are varied over lab pen-test scenarios."
6509,planning_and_control_flow,method,validation_research,benchmark,fully_autonomous,preprint,"Contribution is reflective replanning that rectifies the global plan after failure, plus dynamic tool synthesis; evaluated against baselines on the released ToolHop-Pro benchmark in the lab."
6515,planning_and_control_flow,tool,validation_research,benchmark,fully_autonomous,preprint,Contribution is an engine that fixes step order deterministically through an explicit DAG with conditional control flow and state; GAIA benchmark results and memory-tier ablations are lab evidence.
6518,verification_and_gating,model,evaluation_research,controlled_experiment,human_on_the_loop,preprint,"Contribution is a governance pipeline gating tool execution via capability policy, confidence and risk escalation; it runs in a production multi-tenant SaaS platform measured on 50 real tasks."
6520,loop_evaluation_and_diagnosis,process,experience_paper,case_study,not_specified,preprint,"Leaves a five-dimension production failure taxonomy, vignettes and a readiness checklist as the diagnostic instrument; the content is field lessons from one enterprise MCP deployment."
6524,multi_agent_coordination,method,validation_research,benchmark,fully_autonomous,preprint,"Contribution builds the arrangement itself, a DAG of agent specifications with I/O contracts dispatched by a coordinator; experiments and ablations are lab benchmarks against MAS baselines."
6527,budget_and_termination_control,model,validation_research,controlled_experiment,not_specified,journal,"The Dispatcher enforces retry budgets that guarantee termination, and the study compares two regeneration strategies on cost and tokens over 200 controlled generation cycles in the lab."
6532,loop_evaluation_and_diagnosis,tool,validation_research,controlled_experiment,fully_autonomous,preprint,"Contributes an adversary-emulation evaluation setup, task chains with validation predicates and judge verification, plus failure analysis; three operating modalities compared in a controlled range."
6533,loop_evaluation_and_diagnosis,metric,validation_research,controlled_experiment,not_specified,preprint,"Measures process-level loop behaviour (retries, reflection, memory use, recovery) instead of contributing a mechanism; a fixed workflow and reflective variants are compared on one lab harness."
6537,loop_evaluation_and_diagnosis,tool,validation_research,benchmark,fully_autonomous,preprint,Headline artefact is the MCP-Atlas benchmark with a claim-level rubric and an 11-category failure taxonomy; 20 frontier models are scored in its containerised lab harness.
6540,planning_and_control_flow,model,validation_research,benchmark,fully_autonomous,preprint,"The FSM of app navigation determines the next action and drives verification and recovery, control flow rather than context storage; scored on Mobile-Eval-E, SPA-Bench and AndroidWorld."
6545,planning_and_control_flow,method,validation_research,controlled_experiment,fully_autonomous,preprint,Contribution turns control-flow decisions into deterministic shortest-path tool routing with edge reweighting on failure; 19 constructed fault scenarios are compared against ReAct in the lab.
6547,loop_evaluation_and_diagnosis,tool,validation_research,benchmark,not_specified,preprint,Headline artefact is a white-box benchmark suite instrumenting agentic spans as first-class trace citizens; 21 system variants are measured with it in the lab.
