paper_id,loop_mechanism,contribution_type,research_type,evaluation_strategy,human_role,venue_type,justification
5241,multi_agent_coordination,model,validation_research,benchmark,fully_autonomous,preprint,"Contribution is the DAG arrangement of agents (MacNet) and how performance scales with topology and agent count; evidence is lab evaluations of prototype networks, no deployment."
5243,loop_evaluation_and_diagnosis,tool,validation_research,benchmark,fully_autonomous,preprint,"Headline artefact is OrchBench, a deterministic simulator for scoring orchestration plans in isolation, i.e. a measurement instrument; evidence is lab correlation against Claude Code executions."
5246,multi_agent_coordination,model,validation_research,benchmark,fully_autonomous,preprint,Contribution is the arrangement itself: supernodes of mixed LLMs plus inter-node topology selection by graph classification; evidence is lab runs on reasoning and coding benchmarks.
5249,multi_agent_coordination,process,validation_research,controlled_experiment,fully_autonomous,preprint,"Object is the collaboration topology (Authority x Roles x Dynamics) across 12 variants; evidence is 520 lab runs in a stated 2x2x2 factorial design, no real setting."
5251,multi_agent_coordination,process,validation_research,benchmark,fully_autonomous,preprint,"Object is which orchestration pattern to arrange agents in (pipeline, fan-out, supervisor-worker, reflexive); evidence is a lab benchmark over a 10,000-filing corpus, not a studied deployment."
5264,memory_and_context_management,method,validation_research,controlled_experiment,human_in_the_loop,preprint,Mechanism governs what state occupies the orchestrator context (registry summaries vs injected focus context); evidence is 200 lab trials against a flat-context baseline in synthetic scenarios.
5271,multi_agent_coordination,process,solution_proposal,illustrative_example,human_in_the_loop,preprint,Contribution is a RACI allocation of responsibility across human and agent roles; it is a work-in-progress framework with one example implementation and validation only planned.
5274,verification_and_gating,method,validation_research,controlled_experiment,fully_autonomous,preprint,Claim is that an orchestration-level LLM verifier judging completeness gates replanning and stopping; evidence is a lab comparison on 25 curated queries against a single-agent baseline.
5275,multi_agent_coordination,model,validation_research,benchmark,fully_autonomous,preprint,Contribution is retrieval-conditioned selection of the orchestration topology plus a budget algebra over sub-agent contracts; evidence is lab measurements of misrouting and DAG construction.
5278,multi_agent_coordination,process,validation_research,controlled_experiment,fully_autonomous,preprint,"Object is the role configuration of the agent team and the failure modes it produces; evidence is 1,120 controlled lab trials over seven configurations on FEA tasks."
5279,multi_agent_coordination,method,validation_research,benchmark,fully_autonomous,preprint,"Contribution is a dynamic graph designer that picks a task-specific communication topology per input; evidence is lab benchmark runs on QA, math and code generation."
5282,multi_agent_coordination,model,evaluation_research,controlled_experiment,human_in_the_loop,preprint,Object is the orchestration architecture (multi-agent FSM plus shared memory vs single agent vs unguided); evidence is an eight-day randomised trial with 66 real users self-administering the therapy.
5287,critique_and_revision,method,validation_research,benchmark,fully_autonomous,preprint,"Object is the revision step: how errors are detected, critiqued and corrected across model instances; evidence is lab results on three summarisation datasets and long-form QA."
5289,budget_and_termination_control,method,validation_research,benchmark,fully_autonomous,preprint,"Contribution allocates compute budgets and execution priority across nodes of a given agent graph, suppressing low-impact work; evidence is lab workloads reporting effectiveness at lower token cost."
5293,multi_agent_coordination,model,validation_research,controlled_experiment,fully_autonomous,preprint,Contribution is a propagation model over the inter-agent message dependency graph plus a message-layer governance plugin; evidence is lab error-injection runs across six frameworks.
5302,multi_agent_coordination,method,validation_research,benchmark,fully_autonomous,preprint,"Contribution optimises five dimensions of agent functionality and collaboration structure, i.e. the arrangement itself; evidence is lab experiments on diverse tasks against recent approaches."
5304,critique_and_revision,tool,validation_research,controlled_experiment,fully_autonomous,preprint,"Claim is that iterative self-refinement cycles correct errors and improve the design, credited over a single-LLM baseline; evidence is lab runs on selected topology-optimisation problem classes."
5307,verification_and_gating,method,validation_research,benchmark,human_in_the_loop,preprint,"Headline mechanism is a learned metacognitive policy deciding when the loop may proceed unaided and when to defer to a human expert; evidence is lab benchmark results, no deployment."
5308,multi_agent_coordination,model,validation_research,benchmark,fully_autonomous,preprint,"Contribution is the arrangement: a problem-adaptive GraphDesigner topology plus an orchestrator routing via a shared workspace; evidence is lab benchmarks (Game24, Six Fives, Tower of London)."
5311,multi_agent_coordination,process,validation_research,controlled_experiment,fully_autonomous,preprint,"Object is collaboration structure: expertise alignment, collaboration paradigm and system scale; evidence is a systematic lab study varying those three dimensions, yielding configuration guidelines."
5312,multi_agent_coordination,model,validation_research,benchmark,fully_autonomous,conference,"Contribution is a decentralised DAG-structured agent network with evolving connectivity and no central orchestrator, i.e. the arrangement; evidence is lab experiments against centralised systems."
5316,multi_agent_coordination,model,validation_research,benchmark,fully_autonomous,preprint,"Contribution is the DAG arrangement of agents (MacNet) and how performance scales with topology and agent count; evidence is lab evaluations of prototype networks, no deployment."
5324,planning_and_control_flow,tool,validation_research,benchmark,fully_autonomous,conference,"Contribution fixes what runs next: a dynamic task graph generator with dependencies plus an asynchronous scheduling engine; evidence is lab measurements of execution time, utilisation and throughput."
5338,multi_agent_coordination,tool,validation_research,benchmark,fully_autonomous,preprint,Lead innovation is dynamic topology generation that adapts the agent communication graph to task complexity; evidence is lab benchmark scores on SWE-bench Verified and DevBench with ablations.
5349,multi_agent_coordination,method,validation_research,benchmark,fully_autonomous,preprint,"Contribution changes the debate arrangement, partitioning agents into groups that exchange interim results; evidence is comparative lab experiments on multiple reasoning datasets."
