paper_id,loop_mechanism,contribution_type,research_type,evaluation_strategy,human_role,venue_type,justification
4067,memory_and_context_management,method,validation_research,benchmark,fully_autonomous,preprint,"Contributes parallel context compaction (summarization of accumulated history) and characterizes it in the lab against a sequential baseline on HotpotQA and LoCoMo; no deployed use."
4068,verification_and_gating,model,solution_proposal,none,not_specified,preprint,"Contributes a runtime execution model that permits an action only if authority is constructible (admit/deny/halt gate); argued with an execution protocol and safety/liveness claims, no empirical study."
4074,multi_agent_coordination,method,validation_research,benchmark,fully_autonomous,preprint,"Contribution is the arrangement of peer agents around a shared reasoning hub and what they exchange, trained and then measured against strong baselines on long-horizon settings in the lab."
4077,memory_and_context_management,method,validation_research,benchmark,fully_autonomous,preprint,"Contributes Belief Entropy plus MMPO to supervise the recursive-summary memory policy (what carries across steps); evaluated in the lab on long-horizon task suites up to 1.75M-token contexts."
4079,planning_and_control_flow,tool,validation_research,benchmark,fully_autonomous,preprint,"PASTE changes what the loop does next by speculatively scheduling predicted tool calls alongside generation and confirming them later; measured on deep-research, coding and scientific-agent workloads."
4080,memory_and_context_management,method,validation_research,benchmark,fully_autonomous,preprint,"Memex governs what state carries across steps: indexed experience memory with learned write/read/dereference policy; validated in the lab on long-horizon tasks plus a theoretical analysis."
4084,memory_and_context_management,method,validation_research,benchmark,fully_autonomous,preprint,"AdaCoM trains an external manager that edits a frozen agent's context (prune stale, preserve constraints); lab evaluation across agents on web-search and deep-research benchmarks."
4087,verification_and_gating,tool,validation_research,benchmark,fully_autonomous,preprint,"Novelty is the judge that validates a candidate compaction summary against the agent's continued reasoning before it is adopted, i.e. an acceptance check; measured on SWE-bench Verified and BrowseComp."
4089,verification_and_gating,tool,validation_research,controlled_experiment,fully_autonomous,preprint,"SkillSentry wraps the execution loop to monitor skill execution against DSL guidance and catch deviations; evaluated in the lab over 15 skills crossed with two agents and two backbone models."
4090,deliberative_search,method,validation_research,benchmark,fully_autonomous,preprint,"Contribution is an MCTS variant (global plan-focused search, local tailored MCTS) that reshapes candidate expansion in web action spaces; lab results on WebArena and MiniWoB++."
4109,planning_and_control_flow,tool,validation_research,controlled_experiment,not_specified,preprint,"KAIJU's claim is decoupling execution from reasoning via an executive kernel that plans upfront and schedules tools with dependency resolution; compared with a ReAct baseline in the lab (IGX gating is the runner-up)."
4110,loop_evaluation_and_diagnosis,tool,validation_research,ablation,fully_autonomous,preprint,"Headline artefact is an instrumented bounded-memory testbed and reusable methodology (298 tagged trajectories) for isolating memory layers; evidence is a fixed-A0 ablation inside the harness."
4114,multi_agent_coordination,tool,validation_research,benchmark,fully_autonomous,preprint,"AgentRadio contributes the inter-agent communication layer itself (threads, messages, waiting for mentions) under a division-of-labor protocol; measured on SWE-Atlas QnA against single-agent baselines."
4125,self_evolution,method,validation_research,benchmark,fully_autonomous,preprint,"Recuris is an outer loop in which a Meta-Agent turns execution evidence into validation-gated Skill Memory updates (recursive self-improvement); validated on four long-horizon benchmarks across ten models."
4126,memory_and_context_management,method,validation_research,benchmark,fully_autonomous,preprint,"ACM gives the agent context-editing tools to decide when to compress, offload to external memory and retrieve on demand; lab evaluation on agentic search and coding after a post-training pipeline."
4133,loop_evaluation_and_diagnosis,method,validation_research,controlled_experiment,fully_autonomous,preprint,"Contribution is a diagnostic methodology instrumenting tasks with checkpoints to locate where long-horizon agents fail; tested in the lab via a pre-specified 92-seed intervention study across two models."
4138,memory_and_context_management,method,validation_research,benchmark,fully_autonomous,preprint,"Weighted Memory Tree decides which memories stay active via retention scores, decay and folding; lab evaluation on GAIA-Text with three models plus ablations and memory-poisoning tests."
4152,deliberative_search,method,validation_research,benchmark,fully_autonomous,preprint,"Entropy-Guided Branching changes the shape of exploration by expanding branches where predictive entropy is high; evaluated in the lab on the SLATE benchmark the paper also releases."
4155,memory_and_context_management,method,validation_research,benchmark,fully_autonomous,preprint,"HiAgent manages in-trial working memory by chunking history under subgoals and replacing old action-observation pairs with summaries; lab results across five long-horizon tasks."
4157,budget_and_termination_control,method,validation_research,benchmark,fully_autonomous,preprint,"CHILL-Harness decides which workflow adaptations are worth their cost, realizing only interventions with sufficient expected advantage; lab experiments show preserved success with lower token and time spend."
4162,verification_and_gating,tool,solution_proposal,none,human_on_the_loop,preprint,"Faramesh is a non-bypassable pre-execution authorization boundary issuing PERMIT/DEFER/DENY that executors must validate; the paper argues the design and shows how the primitives work, with no measured study."
4172,loop_evaluation_and_diagnosis,tool,validation_research,benchmark,fully_autonomous,preprint,"The artefact is SWE-Marathon itself, 20 ultra-long-horizon tasks with executable environments and multi-layer verification, used to measure frontier agents and characterize their failure modes in the lab."
4178,loop_evaluation_and_diagnosis,tool,validation_research,benchmark,human_in_the_loop,preprint,"InterruptBench is the instrument: a WebArena-Lite-derived benchmark plus interruption simulation framework, used in a lab study of six backbones under addition, revision and retraction interruptions."
4180,planning_and_control_flow,method,validation_research,benchmark,fully_autonomous,preprint,"ELHPlan contributes Action Chains as the planning primitive with a construct-validate-refine-execute cycle that avoids full replanning; validated in the lab on TDW-MAT and C-WAH."
4182,memory_and_context_management,method,validation_research,benchmark,fully_autonomous,preprint,"MemAct treats working-memory curation as learnable in-place edit actions (deletion, insertion) optimized end-to-end; lab experiments report accuracy at 51% shorter average context."
