paper_id,loop_mechanism,contribution_type,research_type,evaluation_strategy,human_role,venue_type,justification
8249,verification_and_gating,model,philosophical_paper,case_study,not_specified,preprint,"Object is the verifier/verdict-source that gates acceptance; the contribution is the VAL level taxonomy resolving conflation across 17 surveyed papers, i.e. a conceptual restructuring, not a technique."
8255,verification_and_gating,method,validation_research,benchmark,human_in_the_loop,preprint,"Contribution is a deterministic policy check plus HITL approval deciding which consequential actions may execute; evidence is lab runs on the AgentDojo and WASP benchmarks, no deployment."
8262,verification_and_gating,metric,validation_research,benchmark,not_specified,preprint,Reframes the runtime oversight check from risk score to intervention advantage and supplies prefix branching to measure it; validated in the lab on four benchmarks (ALFWorld regret 0.506 to 0.110).
8275,planning_and_control_flow,tool,evaluation_research,case_study,human_in_the_loop,preprint,Design principle is autonomy confined to typed decision points inside pre-committed pipelines with host-emitted event-driven control; reported from a 78-day deployment on three live Tencent recommender lines.
8281,verification_and_gating,tool,validation_research,human_study,human_in_the_loop,preprint,"Action guards and co-planning approval decide whether the agent may proceed unaided; the prototype is exercised on benchmarks, simulated users and qualitative user studies in the lab, not in production."
8282,loop_evaluation_and_diagnosis,metric,solution_proposal,illustrative_example,not_specified,preprint,"Contributes an instrument for measuring agent autonomy from orchestration code rather than a loop mechanism; it is proposed and merely demonstrated on AutoGen and select applications, with no validation."
8284,verification_and_gating,process,solution_proposal,illustrative_example,human_in_the_loop,preprint,"The Oversight Classification Model is a deterministic gate routing code-generation tasks to oversight tiers; the framework is argued and mapped onto regulations with analytical modelling, no empirical study."
8294,verification_and_gating,model,philosophical_paper,illustrative_example,human_on_the_loop,preprint,"Mechanism is an authorization gate (Allowed Autonomy Levels) bounding which actions an agent may take; the paper's work is conceptual restructuring separating permission from capability, illustrated on one agent."
8302,verification_and_gating,tool,validation_research,human_study,human_in_the_loop,preprint,Contribution is an escalation policy deciding which agent actions are stopped and deferred to a reviewer; evidence is a lab set of 125 hand-labelled actions with reviewer agreement (Fleiss kappa 0.52) plus simulation.
8312,verification_and_gating,model,validation_research,human_study,human_on_the_loop,preprint,"Compares oversight strategies that determine when a computer-use agent's action is surfaced for intervention; a 48-participant mixed-methods study in a live web environment, still a lab setting not real work."
8326,deliberative_search,method,validation_research,controlled_experiment,human_in_the_loop,preprint,"Contribution is LLM-guided A* expansion and selection over candidate paths, credited by search-space reduction; a lab comparative analysis against A* and RL baselines with a prototype."
8336,loop_evaluation_and_diagnosis,metric,validation_research,benchmark,human_in_the_loop,preprint,Contributes blind-spot mass and oversight-cost quantities for pre-deployment auditing of loop behaviour; instantiated in the lab on the pre-existing BPIC 2019 log with a log-driven simulated agent.
8340,verification_and_gating,process,solution_proposal,illustrative_example,human_on_the_loop,preprint,"The Agentic Delegation Policy specifies graduated authority, oversight and control return, i.e. what the agent may do unaided; proposed as requirements artifacts and illustrated with two contrasting examples."
8344,loop_evaluation_and_diagnosis,process,validation_research,benchmark,human_in_the_loop,preprint,Headline artefact is a monitor red-teaming workflow plus the CUA-SHADE-Arena environment for measuring monitor reliability; run in the lab on SHADE-Arena and the new environment across scaffoldings.
8353,verification_and_gating,method,validation_research,benchmark,fully_autonomous,preprint,Contribution is a neuro-symbolic check that compiles intent into Dafny/Z3 constraints and proves compliance as the acceptance verdict; validated in the lab on three benchmarks over seven agent models.
8361,verification_and_gating,process,validation_research,controlled_experiment,human_in_the_loop,preprint,"Specialized gates diagnose failure modes and trigger loopbacks, and the comparison credits gating; evidence is five matched economic-theory tasks against an ungated baseline judged by two blinded evaluators."
8363,verification_and_gating,method,validation_research,controlled_experiment,human_on_the_loop,preprint,"Contribution is a constraint substrate plus tooling that bounds what agent code may do and makes review tractable; a lab controlled experiment on 11 inserted backdoors, recall 54.5% to 90.9%."
8398,verification_and_gating,process,solution_proposal,none,human_in_the_loop,preprint,"Automated checks on generated UI flag risk against thresholds and escalate to mandatory HITL review before release; the oversight-by-design pipeline is proposed and argued for, with no evaluation reported."
8406,loop_evaluation_and_diagnosis,metric,solution_proposal,illustrative_example,human_in_the_loop,preprint,Contributes the agent score difference metric and a benchmark for measuring oversight protocols rather than a loop mechanism; supported only by a demonstrative experiment benchmarking Debate.
8407,deliberative_search,method,validation_research,controlled_experiment,human_in_the_loop,preprint,"STARS widens the LLM response space and evaluates, repairs and selects among candidate responses, i.e. candidate generation and selection; lab experiments report 77-94% task completion without oversight, 100% with."
8412,multi_agent_coordination,model,validation_research,benchmark,fully_autonomous,preprint,"Contribution is the tiered arrangement itself: complexity-based routing to tiers with inter- and intra-tier communication, with ablations on tier structure; evaluated in the lab on five healthcare safety benchmarks."
8437,multi_agent_coordination,model,philosophical_paper,none,human_in_the_loop,journal,"Contribution governs how heterogeneous human and machine agents are arranged and communicate (MAS versus Centaurian, layered communication spaces); it is a formal conceptual framework with no empirical study."
8493,verification_and_gating,tool,validation_research,human_study,human_in_the_loop,preprint,The system's claim is explicit human oversight with stepwise provenance and handoff deciding whether the agent proceeds; evaluated in the lab via case studies and a 12-participant controlled user study.
8518,verification_and_gating,tool,validation_research,case_study,human_in_the_loop,preprint,"Risk scoring and human-approval edges gate task execution, credited with a 94.7% cut in unauthorized autonomous actions; evidence is three enterprise case studies against fully-autonomous baselines, no live deployment studied."
8528,verification_and_gating,process,validation_research,controlled_experiment,human_in_the_loop,preprint,"Specialized gates diagnose failure modes and trigger loopbacks, and the comparison credits gating; evidence is five matched economic-theory tasks against an ungated baseline judged by two blinded evaluators."
