paper_id,loop_mechanism,contribution_type,research_type,evaluation_strategy,human_role,venue_type,justification
4347,planning_and_control_flow,method,validation_research,benchmark,fully_autonomous,preprint,Represents an SOP as a decision graph traversed to fix the agent's next step (planning/control-flow keyword); extensive lab experiments on benchmarks with no deployed use make it validation research.
4356,budget_and_termination_control,method,validation_research,benchmark,fully_autonomous,preprint,Contribution is cost-driven substitution of a loop component: replacing generative routing/gating calls with a cheap classifier to cut latency 95% and cost 85-91%; evidence is lab AppWorld benchmark runs.
4360,deliberative_search,method,validation_research,benchmark,fully_autonomous,preprint,"Headline mechanism is uncertainty-guided MCTS reasoning that shapes candidate expansion and selection; evaluated only on WebArena and WebVoyager in the lab, so validation research."
4572,memory_and_context_management,method,validation_research,benchmark,not_specified,preprint,"CAMEL is a write- and retrieval-time calibration of what memory carries into later decisions, i.e. a memory policy rather than a gate; evidence is a purpose-built spurious-correlation benchmark run in the lab."
4573,memory_and_context_management,method,validation_research,benchmark,not_specified,preprint,"Oblivion decides when memory is read and what is reinforced, casting forgetting as decay-driven accessibility; evaluated on static and dynamic long-horizon interaction benchmarks in the lab."
4580,memory_and_context_management,method,validation_research,benchmark,not_specified,preprint,"Contribution is a reduced-order utility state governing which experiences are kept and updated in agent memory; measured on ALFWorld and LifelongAgentBench in the lab, so validation research."
4596,planning_and_control_flow,model,philosophical_paper,none,not_specified,preprint,"Governs canonical state, speculative look-ahead, commits, rollback and replanning, i.e. what the loop may do next; explicitly a conceptual framework with a failure taxonomy and research agenda, runtime left as future work."
4598,verification_and_gating,method,validation_research,benchmark,not_specified,preprint,"TMA-NM is a write-time origin-bound authority check deciding whether a memory item may steer an action, not a memory representation; evaluated by a cross-model laundering-attack benchmark in the lab."
4612,loop_evaluation_and_diagnosis,tool,validation_research,benchmark,not_specified,preprint,"PAST-Bench is an instrument isolating whether retained experience improves agents, with matched experience-on/off conditions; run over seven models and four frameworks in the lab, so validation research."
4613,memory_and_context_management,model,philosophical_paper,illustrative_example,not_specified,preprint,Proposes a four-layer Knowledge/Memory/Wisdom/Intelligence decomposition with distinct persistence semantics for what state carries forward; it restructures how the field views memory rather than testing a technique.
4615,self_evolution,method,validation_research,benchmark,human_in_the_loop,preprint,Outer loop turns each episode's verdicts and corrections into retrievable rules so a frozen-weight agent improves between episodes; evidence is tau-bench banking runs against a static-RAG control in the lab.
4617,budget_and_termination_control,tool,evaluation_research,case_study,fully_autonomous,preprint,A budget-based metabolism makes persistence normative and decides whether an agent keeps running; six agents ran twelve weeks in the real social and economic world and the paper reports what happened there.
4619,memory_and_context_management,method,validation_research,controlled_experiment,not_specified,preprint,"EDM is a selective-consolidation policy deciding which trajectories persist in long-term memory; reliability metrics are compared against flat memory architectures over repeated cycles in the lab, not in deployment."
4624,loop_evaluation_and_diagnosis,metric,validation_research,controlled_experiment,not_specified,preprint,"Contributes a measurement chain and trace-anchored protocol for attributing criterion revision, reported as instrument calibration; four deliberately varied arms over 192 model-case-arm trials in the lab."
4632,self_evolution,tool,validation_research,benchmark,not_specified,preprint,"Object is skill evolution, the outer loop distilling trajectories into reusable skills, audited for misevolution and patched by SafeEvolve; 25 configurations over 525 tasks in a lab harness, so validation research."
4643,memory_and_context_management,model,solution_proposal,none,not_specified,preprint,"Proposes an architecture for what persists across sessions: valence-tagged stores, System 1/2 retrieval escalation, active encoding; argued from theory with seven required properties and no evaluation reported."
4644,memory_and_context_management,method,validation_research,benchmark,not_specified,preprint,"MemCon models memory operations as an MDP and learns when, what and how much to retrieve, consolidate or forget; tested on 6 benchmarks, 3 frameworks and 3 backbones in the lab."
4659,memory_and_context_management,model,solution_proposal,illustrative_example,not_specified,preprint,"Proposes reversible forgetting with active/dormant/retired memory states and a hysteretic controller for what state carries forward; argued conceptually and illustrated with a finance scenario, no measurement."
4660,multi_agent_coordination,model,solution_proposal,none,fully_autonomous,preprint,"Specifies a semantic protocol for what agents send and accept from peers, with field-level acceptance, lineage and remix primitives; the protocol is specified and shipped but no study of its deployments is reported."
4665,verification_and_gating,method,validation_research,benchmark,not_specified,preprint,"EquiMem is an inference-time trust check that judges each shared-memory update against equilibrium evidence, replacing heuristic or LLM filters; compared with safeguards across benchmarks and MAD frameworks in the lab."
4669,loop_evaluation_and_diagnosis,tool,validation_research,benchmark,human_in_the_loop,preprint,"TANGLE is a 541-instance benchmark scoring conflict perception, calibration, clarification seeking and faithfulness, an instrument rather than a mechanism; all runs are lab evaluations of existing agents."
4673,loop_evaluation_and_diagnosis,tool,validation_research,benchmark,not_specified,preprint,"SEAGym is an evaluation environment with train/validation/test/replay and cost views for harness updates; it is used to compare ACE, TF-GRPO and AHE on Terminal-Bench 2.0 and HLE in the lab."
4684,verification_and_gating,tool,solution_proposal,none,human_on_the_loop,preprint,"Every learned prompt, skill or tool stays an untrusted release candidate until fail-closed verification and human authorization permit promotion, so the claim is the gate; the layer is proposed and argued, not evaluated."
4686,loop_evaluation_and_diagnosis,metric,validation_research,benchmark,not_specified,preprint,"E-P-R is a trajectory-level diagnostic decomposition measuring where conflicting memory enters, propagates and whether recovery occurs; instantiated on WebArena and the purpose-built MemTrapBench in the lab."
4687,loop_evaluation_and_diagnosis,model,philosophical_paper,illustrative_example,not_specified,preprint,"Contributes a harness decomposition and an agenda for harness-level benchmarks measuring trajectory quality and memory hygiene, not one mechanism; it reframes the field, with CheetahClaws as a worked comparison."
