paper_id,loop_mechanism,contribution_type,research_type,evaluation_strategy,human_role,venue_type,justification
1366,verification_and_gating,method,validation_research,controlled_experiment,fully_autonomous,preprint,"Assesses the LLM verifier against ground truth and varies binary vs detailed feedback, so the object is how the judgement is produced; a lab study of GPT-4 on planning problems, never deployed."
1367,critique_and_revision,method,validation_research,benchmark,fully_autonomous,conference,"Contribution is the automatically generated self-correction guideline, i.e. what feedback is fed back after a failure (runner-up self_evolution); validated only on training/benchmark splits in the lab."
1376,loop_evaluation_and_diagnosis,tool,validation_research,benchmark,fully_autonomous,conference,"Headline artefact is CRITICBENCH, a 15-dataset benchmark instrument for measuring critique-correct behaviour across 17 LLMs, not a loop mechanism; all measurement is lab-side."
1378,critique_and_revision,method,validation_research,benchmark,fully_autonomous,conference,"Asks whether self-reflection helps at all once external feedback is disallowed, i.e. the value of the revision step; lab runs on TruthfulQA and HotpotQA with no real deployment."
1382,critique_and_revision,tool,validation_research,benchmark,fully_autonomous,conference,"Delta-view feedback plus fault localisation drives repair of an incorrect LaTeX extraction, so the claim is the revision step; evaluated by exact-match accuracy against GPT-4V in the lab."
1384,critique_and_revision,tool,validation_research,benchmark,human_in_the_loop,preprint,"Query2CAD's claim is its self-refinement loop that rewrites CAD macros from BLIP2 feedback; a prototype measured on an authors' dataset, not used in real design practice."
1391,critique_and_revision,method,validation_research,benchmark,fully_autonomous,preprint,"Analyses whether self-repair pays off and finds the bottleneck is feedback quality, i.e. the correction step; a lab analysis of Code Llama, GPT-3.5 and GPT-4 on HumanEval and APPS."
1392,critique_and_revision,method,validation_research,benchmark,fully_autonomous,preprint,Actor-critic where the ASP solver is an off-the-shelf checker but the claim is iterative refinement from test-failure feedback (runner-up verification_and_gating); FOLIO accuracy in the lab.
1394,critique_and_revision,method,validation_research,benchmark,fully_autonomous,preprint,Diagnoses self-evaluated feedback quality as the reflection bottleneck and proposes a contrast-derived checklist to drive re-examination; lab experiments on reasoning and translation tasks.
1395,self_evolution,method,validation_research,benchmark,fully_autonomous,preprint,AlphaLLM closes an outer self-improving loop that upgrades the LLM from its own MCTS trajectories without annotations (runner-up deliberative_search); lab results on math reasoning.
1406,critique_and_revision,method,validation_research,benchmark,fully_autonomous,preprint,RCoT's contrast with prior work is fine-grained rather than coarse feedback used to revise solutions (runner-up verification_and_gating for its reversal-based detection); lab runs on seven arithmetic datasets.
1407,multi_agent_coordination,method,validation_research,benchmark,fully_autonomous,journal,"The contribution is the agent arrangement itself, comparing an initializer-critic-scorer trio against an initializer-critic pair; prototype benchmarked against Google OR-Tools in the lab."
1417,critique_and_revision,method,validation_research,benchmark,fully_autonomous,preprint,"Contribution is the automatically generated self-correction guideline, i.e. what feedback is fed back after a failure (runner-up self_evolution); validated only on benchmark splits in the lab."
1419,critique_and_revision,model,validation_research,human_study,human_in_the_loop,conference,"Maps the expert feedback strategies that steer a code LLM to rewrite failed attempts, a taxonomy of the critique content; experts guided models on programming challenges in a study, not in production."
1420,critique_and_revision,method,evaluation_research,human_study,not_specified,journal,The technique is a cyclical evaluate-and-refine loop over generated IPE scenarios; the scenarios are compared with real clinical mentors' work and judged by multidisciplinary evaluators and students in the school.
1421,self_evolution,method,validation_research,benchmark,fully_autonomous,conference,"SCL trains the VLM on its own self-correction trajectories via DPO, an outer loop changing the model between episodes (runner-up critique_and_revision); lab evaluation on reasoning tasks."
1422,self_evolution,method,validation_research,benchmark,fully_autonomous,preprint,"SCL trains the VLM on its own self-correction trajectories via DPO, an outer loop changing the model between episodes (runner-up critique_and_revision); lab evaluation on reasoning tasks."
1429,deliberative_search,method,validation_research,benchmark,fully_autonomous,preprint,"SR-MCTS expands and selects among candidate reasoning paths with a pairwise reward model ranking them, changing the exploration shape; lab benchmarks GPQA, AIME24 and AMC23."
1432,multi_agent_coordination,method,validation_research,benchmark,fully_autonomous,preprint,"The claim is the peer-review arrangement itself, including confidence-weighted review exchange versus solution sharing and agent diversity; lab experiments over ten reasoning datasets."
1433,deliberative_search,method,validation_research,benchmark,fully_autonomous,preprint,"ToT branches over candidate thoughts with lookahead and backtracking and self-evaluates which to expand, i.e. the exploration shape; a new prompting technique measured only in lab tasks."
1442,self_evolution,method,validation_research,benchmark,fully_autonomous,preprint,AlphaVerus bootstraps itself across rounds by accumulating verifier-confirmed translations to seed later generations (runner-up deliberative_search for Treefinement); lab results on HumanEval and MBPP.
1449,deliberative_search,method,validation_research,benchmark,fully_autonomous,preprint,"GIF-MCTS is a tree-search strategy that generates, improves and fixes candidate world models under a search budget (runner-up loop_evaluation_and_diagnosis for the CWMB suite); offline lab benchmarks."
1450,critique_and_revision,method,validation_research,controlled_experiment,fully_autonomous,conference,"Studies whether models revise an unethical output when given natural-language feedback, and at which scale that works; a prompting experiment on stereotyping tasks with no real deployment."
1452,critique_and_revision,tool,validation_research,benchmark,fully_autonomous,preprint,"Volcano generates natural-language feedback on its own answer and rewrites it, so the claim is the revision step; a released model scored on MMHal-Bench, POPE and GAVIE in the lab."
1456,critique_and_revision,method,validation_research,benchmark,fully_autonomous,conference,"MAgICoRe's claim is the refinement schedule: which problems get refined, how errors are localised, and how many rounds are enough; lab evaluation over seven reasoning datasets."
