paper_id,loop_mechanism,contribution_type,research_type,evaluation_strategy,human_role,venue_type,justification
7725,critique_and_revision,method,validation_research,benchmark,fully_autonomous,preprint,"Abstract's object is the revise-on-feedback step: a three-step self-correction pipeline feeding the model its own hints; lab-only runs on arithmetic and logical reasoning benchmarks, no practice setting."
7726,self_evolution,method,validation_research,benchmark,fully_autonomous,preprint,"COMAP's claim is an outer co-evolution loop that self-distills on-policy trajectories to update the world model between episodes; validated only on embodied, web and tool-use benchmarks."
7738,self_evolution,method,validation_research,benchmark,fully_autonomous,preprint,"AutoMem contributes a text-gradient recursive self-improvement loop that rewrites the agent's own memory architecture across search iterations; lab benchmarks (GAIA, WebWalkerQA, xBench) only."
7748,self_evolution,method,validation_research,benchmark,fully_autonomous,preprint,Contribution is a two-timescale outer loop where task skills and the improvement procedure itself are rewritten from execution traces; evidence is held-out accuracy on three lab benchmarks.
7753,self_evolution,method,validation_research,benchmark,fully_autonomous,preprint,"FORGE's mechanism is an outer loop evolving prompt-injected memory across a population between stages, broadcasting the best instance; validated on the CAGE-2 simulation, not in deployment."
7761,self_evolution,method,validation_research,benchmark,fully_autonomous,preprint,"ARM is discovered by mutating a reasoning module's code from reflection on its own traces, an outer loop that rewrites the agent; evaluated against MAS baselines in the lab."
7766,deliberative_search,method,validation_research,benchmark,fully_autonomous,preprint,"SPIRAL's claim is guiding MCTS expansion and selection with simulated outcomes and critic rewards, shaping the exploration; measured on DailyLifeAPIs and HuggingFace datasets in the lab."
7769,deliberative_search,method,validation_research,benchmark,fully_autonomous,conference,"SPIRAL's claim is guiding MCTS expansion and selection with simulated outcomes and critic rewards, shaping the exploration; measured on DailyLifeAPIs and HuggingFace datasets in the lab."
7795,self_evolution,method,validation_research,benchmark,fully_autonomous,preprint,"Meta Agent Search is an outer loop where a meta agent programs ever-better agents from a growing archive of its own discoveries; claims rest on lab experiments in coding, science and math."
7822,planning_and_control_flow,model,philosophical_paper,none,not_specified,journal,"NDCF's mechanism is need-state regulators feeding a softmax control system for action selection; the paper builds a conceptual architecture from Dennett, Damasio and Tulving with no study run."
7834,self_evolution,method,validation_research,benchmark,not_specified,conference,"Title-only record (citation-only abstract): self-improvement of VLM reasoning via reflection is an outer loop retraining the model on its own reflections; NAACL long paper, lab evaluation assumed."
7863,critique_and_revision,method,validation_research,benchmark,fully_autonomous,preprint,"Gome replaces tree search with regenerate-on-diagnostic updates, mapping structured diagnostic reasoning of failed runs to the next revision; evidence is MLE-Bench any-medal rate in the lab."
7914,deliberative_search,method,validation_research,benchmark,fully_autonomous,preprint,"Contribution is MCTS over reasoning steps with an energy function ranking and verifying paths, i.e. the search shape; validated on the GSM8k and AQUA-RAT benchmarks."
7929,deliberative_search,method,validation_research,benchmark,fully_autonomous,preprint,RTSoG's claim is a self-critic MCTS that expands and weights candidate reasoning paths over a KG; lab-only results on four QA datasets including GrailQA and WebQSP.
7933,deliberative_search,method,validation_research,benchmark,fully_autonomous,preprint,"PGTS learns a policy deciding expand, branch, backtrack or terminate, changing the shape of tree exploration; validated on math, logic and planning benchmarks in the lab."
7940,deliberative_search,method,validation_research,benchmark,fully_autonomous,preprint,"TabTracer's headline is execution-feedback MCTS with reflection-scored UCB1 selection, rollback and pruning over table states; validated on TabFact, WikiTQ and CRT benchmarks."
7941,deliberative_search,method,validation_research,benchmark,fully_autonomous,preprint,"Tempest branches multiple adversarial prompts per turn breadth-first and selects on partial compliance, a search-shape contribution; evaluated on the JailbreakBench dataset in the lab."
7943,verification_and_gating,method,validation_research,controlled_experiment,fully_autonomous,preprint,LELMA's novelty is how the judgement is produced: autoformalization into logic checked by a solver to validate reasoning; lab testbeds compare Gemini 1.0 Pro against GPT-4o with and without the loop.
7954,deliberative_search,method,validation_research,benchmark,fully_autonomous,preprint,"The contribution is eliciting tree-search trajectories (ATS-BFS) inside the model itself, i.e. how candidates are expanded and pruned; validated on four puzzle-game tasks against CoT and ToT."
7955,deliberative_search,method,validation_research,benchmark,fully_autonomous,preprint,"MZQA is MCTS over multi-hop reasoning paths with a behavioral-cloning speedup, a candidate-exploration contribution; lab results on HotpotQA, 2WikiMultihopQA and MuSiQue."
7961,deliberative_search,method,validation_research,controlled_experiment,fully_autonomous,preprint,GATS's claim is UCB1 tree search over a layered world model replacing LLM-guided expansion; evidence is authors' synthetic planning tasks and a 12-scenario stress test against LATS and ReAct.
7965,deliberative_search,method,validation_research,benchmark,fully_autonomous,preprint,ARTS decouples candidate proposal from verifier-based decision to navigate the search tree over reasoning paths; validated on the MATH-500 benchmark against fine-tuned policies.
7985,verification_and_gating,method,validation_research,benchmark,fully_autonomous,preprint,VerifiAgent contributes the judgement itself: meta-verification plus adaptive selection of verification tools that accept or reject responses; benchmarked against deductive and backward verifiers in the lab.
7995,deliberative_search,method,validation_research,benchmark,fully_autonomous,preprint,"SC-MCTS* changes MCTS selection, backpropagation and its reward model, i.e. the exploration shape; headline evidence is Blocksworld accuracy over o1-mini, with component ablations supporting it."
7999,deliberative_search,method,validation_research,benchmark,fully_autonomous,preprint,"FETCH curbs over- and under-exploration by merging semantically equivalent states and stabilising verifier scores, a search-shape fix; validated on GSM8K, GSM-Plus and MATH."
