paper_id,loop_mechanism,contribution_type,research_type,evaluation_strategy,human_role,venue_type,justification
3860,memory_and_context_management,method,validation_research,benchmark,fully_autonomous,preprint,"Iterative decoding that carries a summary of prior reasoning across iterations to extend horizons; lab-only gains on HMMT with a 4B model, so validation not field use."
3863,verification_and_gating,method,validation_research,benchmark,fully_autonomous,preprint,"Contribution is a verifier trained to judge medical reasoning traces with iterative corpus queries; evidence is four benchmark suites in the lab (MedQA, MedXpertQA)."
3866,multi_agent_coordination,method,validation_research,benchmark,fully_autonomous,conference,"ModelSwitch routes sampling across several LLMs using consistency as the switch signal, i.e. model selection; validated on seven datasets in the lab."
3867,planning_and_control_flow,method,validation_research,benchmark,fully_autonomous,preprint,"Uncertainty-guided lookback decides at each step whether to keep thinking or re-ground on the image, steering the next step; evidence is MMMU plus five benchmarks in the lab."
3870,multi_agent_coordination,tool,validation_research,ablation,not_specified,preprint,"DOVA's claim is the orchestration arrangement (deliberation-first meta-reasoning, three-phase collaborative pipeline); evidence is an architectural ablation over seven configurations, prototype only."
3871,self_evolution,method,validation_research,benchmark,fully_autonomous,preprint,"Expert iteration retrains the prover on its own found proofs between rounds, an outer self-improvement loop; validated on miniF2F in the lab."
3872,budget_and_termination_control,method,validation_research,benchmark,fully_autonomous,preprint,"DDC couples confidence-weighted consensus to adaptive termination, crediting a 10x token reduction; five reasoning benchmarks run in the lab."
3875,budget_and_termination_control,model,validation_research,benchmark,fully_autonomous,preprint,"GRACE is a theory of how much and how fine-grained verification compute to spend per budget and difficulty, i.e. cost-driven choice of loop component; corroborated on MATH-500, GSM8K, AIME."
3879,budget_and_termination_control,tool,validation_research,controlled_experiment,fully_autonomous,preprint,"SPEX reallocates ToT compute across queries and terminates redundant branches early for latency, leaving the search semantics intact; evidence is measured speedups over baseline ToT systems on SGLang."
3880,budget_and_termination_control,method,validation_research,controlled_experiment,fully_autonomous,preprint,"An RL controller decides each round whether to stop sampling or buy more samples under explicit budget constraints; compared against ASC and ESC baselines in the lab."
3882,deliberative_search,method,validation_research,benchmark,fully_autonomous,preprint,"CAPS restructures pairwise tournament selection over sampled candidates (cascade stages, comparison spread, rescue); evidence is five reasoning benchmarks across four models."
3884,budget_and_termination_control,method,validation_research,benchmark,fully_autonomous,preprint,"TrACE is a per-timestep compute controller that commits or buys more rollouts by action agreement; validated on GSM8K and MiniHouse against fixed-budget self-consistency."
3885,deliberative_search,method,validation_research,benchmark,fully_autonomous,preprint,"MetaScale samples and selects among candidate meta-thoughts with UCB bandit exploration and evolves the pool at inference; lab results on Arena-Hard against standard inference."
3886,deliberative_search,method,validation_research,benchmark,fully_autonomous,preprint,"The contribution is a bias-aware pruning rule that reshapes MCTS node expansion; validated on Blocksworld and ALFWorld with ablations, no deployment."
3895,memory_and_context_management,method,validation_research,benchmark,fully_autonomous,preprint,"KACE separates what is stored from what is retrieved, distilling traces into a stratified knowledge base read back per problem; lab benchmarks AIME 2025, MATH-HARD, OlymMATH."
3905,self_evolution,model,validation_research,benchmark,fully_autonomous,preprint,"Recursive Meta Prompting has a proposer rewrite the prompt that the executor then uses, accumulating validated edits; the categorical formalism is exercised on MATH, GSM8K and Game of 24."
3906,deliberative_search,method,validation_research,controlled_experiment,fully_autonomous,preprint,"SAIL frames imitation as MCTS over trajectory nodes with refinement edges, scaling success with test-time compute across six lab manipulation tasks plus real-robot runs."
3914,loop_evaluation_and_diagnosis,tool,validation_research,benchmark,not_specified,preprint,"The artefact is measurement infrastructure: a library, a quality-cost benchmark and a trajectory debugger for comparing TTC strategies under one protocol, run on math and coding tasks."
3916,critique_and_revision,method,validation_research,benchmark,fully_autonomous,preprint,"The claim is that compute is better spent refining rollouts via self-critique and self-correction than resampling; benchmarked on AIME24/25, AMC, OlympiadBench, MATH500."
3921,deliberative_search,method,validation_research,benchmark,fully_autonomous,preprint,"AirRAG expands five reasoning actions into an MCTS tree to widen the solution space of RAG; gains reported on complex question-answering datasets in the lab."
3922,deliberative_search,method,validation_research,controlled_experiment,fully_autonomous,preprint,"An empirical audit of one named search mechanism, sequential backtracking versus parallel best-of-N under matched compute on CountDown and Sudoku, with RL fine-tuning arms."
3932,budget_and_termination_control,metric,validation_research,benchmark,fully_autonomous,preprint,"Contribution is efficiency metrics for overthinking plus self-training to suppress unnecessary reasoning steps; measured on GSM8K, MATH500, GPQA and AIME in the lab."
3935,planning_and_control_flow,tool,validation_research,benchmark,fully_autonomous,preprint,"Harnesses fix the order of steps (pattern discovery then program synthesis) and trigger re-exploration when hypotheses fail training pairs; scored on the ARC-AGI-1 400-task public set."
3940,self_evolution,model,validation_research,controlled_experiment,fully_autonomous,preprint,"Studies the outer loop where a model verifies, filters and distills its own outputs, formalised as a generation-verification gap; controlled sweeps over model families and tasks."
3949,multi_agent_coordination,method,validation_research,benchmark,fully_autonomous,conference,"CBS's novelty is the arrangement of several LLMs as generators and consensus verifiers with quota reallocated by past performance; six reasoning tasks benchmarked in the lab."
