paper_id,loop_mechanism,contribution_type,research_type,evaluation_strategy,human_role,venue_type,justification
8569,verification_and_gating,process,validation_research,human_study,human_in_the_loop,preprint,"Abstract's mechanism is independent verification modules with human reviewers judging representational, logical and legal correctness; the workflow is exercised to build a dataset in the lab, not deployed."
8613,verification_and_gating,model,solution_proposal,none,human_in_the_loop,journal,"Abstract foregrounds confidence-gated HITL gating at every care-pathway-modifying decision plus a Clinical Factuality Verification Layer; only a formally specified architecture is delivered, with no evaluation."
8624,loop_evaluation_and_diagnosis,tool,validation_research,benchmark,fully_autonomous,preprint,LOOPSBENCH is an instrument: 112 long-horizon tasks with a flow-aware runtime for measuring loop behaviour; frontier agents plus loop implementations are run on it in the lab.
8625,loop_evaluation_and_diagnosis,model,evaluation_research,case_study,human_on_the_loop,preprint,"Contribution is building blocks of loops plus an audit of practice, not one mechanism; loops are studied where they actually run, 217 of 256 candidate repositories confirmed executing agent loops."
8628,loop_evaluation_and_diagnosis,model,philosophical_paper,case_study,human_on_the_loop,preprint,"Object is an anatomy and taxonomy of loop specifications (trigger, goal, verification ladder, terminal states) as a descriptive instrument; the paper defines and structures the discipline rather than testing a technique."
8701,loop_evaluation_and_diagnosis,model,evaluation_research,case_study,human_on_the_loop,preprint,"Supplementary record of the same review-plus-mining study: loop building blocks as instrument, with 70 of 81 manually verified repositories running scheduled or event-triggered agent loops in real projects."
8712,planning_and_control_flow,process,validation_research,case_study,human_on_the_loop,preprint,"Technique keeps workflow policy, selection, validation and state in code, fixing a start-plan-[bearings-smoke-pick-implement-verify-handoff] cycle; evidence is measured harness runs on a demo TodoApp, a lab prototype."
8716,planning_and_control_flow,model,validation_research,ablation,human_in_the_loop,journal,"Contribution is a three-timescale control architecture fixing how the agentic, developer and external loops act on a shared feature vector; implemented from first principles and credited by an ablation over loop count."
8724,deliberative_search,method,validation_research,controlled_experiment,fully_autonomous,journal,"Credited mechanism is multi-fidelity candidate search and cross-validated best-of-N selection at equal compute; validated by a from-scratch reproducible experiment against random search, not by deployment."
8726,verification_and_gating,process,opinion_paper,case_study,human_on_the_loop,journal,"Essay's mechanism is the controls that gate the loop, chiefly an independent verifier the agents cannot reach, and it argues the verifier-validation position; argument about a published migration, no research method."
8729,loop_evaluation_and_diagnosis,model,philosophical_paper,illustrative_example,not_specified,preprint,"Five-layer taxonomy separating prompt, context, harness, agent and loop engineering is a diagnostic instrument for loop practice; the paper states it is a taxonomy and case-study contribution, not a controlled experiment."
8737,loop_evaluation_and_diagnosis,model,philosophical_paper,illustrative_example,not_specified,preprint,"Title-only record: LEAF architecture plus pattern taxonomy for loops reads as a descriptive instrument covering loop practice generally rather than one mechanism, and as a framework contribution, not a tested technique."
8739,verification_and_gating,process,solution_proposal,case_study,human_on_the_loop,journal,Abstract's mechanism is mandatory adversarial QA and an independent Security QA gate bounding autonomy; an operating model is proposed and illustrated by the MiniCISO case study without measured validation.
8746,memory_and_context_management,method,solution_proposal,case_study,not_specified,preprint,"Semantic Blocks govern what state crosses stage boundaries, passing only tagged conclusions so prior reasoning does not contaminate later stages; proposed and applied to one pipeline, with no measurement reported."
8844,critique_and_revision,method,validation_research,benchmark,fully_autonomous,journal,"Two of the three analysed workflows are Self-Reflection and Multi-Agent Reflection, i.e. revising LLM output on feedback; impact measured in the lab on ScanNet and SceneNN semantic maps."
8845,multi_agent_coordination,model,validation_research,controlled_experiment,fully_autonomous,journal,Claim is that the hierarchical supervisor/planner/executor arrangement beats flat multi-agent and single-agent architectures; evidence is lab experiments on completion accuracy and planning efficiency.
8847,critique_and_revision,method,validation_research,benchmark,fully_autonomous,workshop,"Title-only record: a self-contrastive loop-of-thought method rewrites text-to-SQL output from contrasted self-generated reasoning; coded as a lab-validated technique, the standard form for text-to-SQL method papers."
8885,multi_agent_coordination,model,validation_research,controlled_experiment,fully_autonomous,journal,"The study compares a nine-role MAS against a two-agent generator-reflector loop, so the arrangement itself is the object; 60 lab runs across 2 LLMs, 2 configurations, 3 temperatures and 5 seeds."
8898,loop_evaluation_and_diagnosis,model,philosophical_paper,none,not_specified,preprint,"Title-only record: a geometric theory of agentic-loop trajectories is an analytic instrument for loop behaviour, offered as a conceptual framework rather than a validated technique."
8916,verification_and_gating,method,solution_proposal,none,not_specified,conference,Title-only record: trust-aware runtime verification checks agent behaviour at run time and gates it; a proposed technique with no evaluation evidence available in the record.
8931,planning_and_control_flow,model,solution_proposal,none,not_specified,journal,"Novelty is moving action selection out of the prompt and latent state into explicit states, schemas and transition rules that decide the next step; a formal model offered for designers, with no evaluation reported."
8932,multi_agent_coordination,tool,validation_research,controlled_experiment,not_specified,journal,"Empirical audit of one named mechanism, multi-agent orchestration versus a single agent, over 100 synthetic rover scenarios with five repeated runs and paired statistics; simulated lab study, no deployment."
8944,verification_and_gating,model,solution_proposal,none,fully_autonomous,conference,Title-only record: a circuit-breaker architecture that blocks unsafe autonomous-agent actions before execution; an architecture proposed with no evaluation evidence in the record.
8971,multi_agent_coordination,method,validation_research,benchmark,fully_autonomous,journal,"Twelve setups place three models across Writer and Reviewer roles and the headline result is role-model sensitivity, an arrangement question; evidence is a 96-problem AtCoder subset of LiveCodeBench."
9050,critique_and_revision,method,validation_research,benchmark,fully_autonomous,conference,"Title-only record: a self-reflection framework revising LLM output to improve logical reasoning, so the mechanism is the revision step; coded as a lab-validated technique per its conference method-paper form."
