paper_id,loop_mechanism,contribution_type,research_type,evaluation_strategy,human_role,venue_type,justification
6776,multi_agent_coordination,method,validation_research,controlled_experiment,not_specified,preprint,"Abstract's object is consensus formation via iterative inter-agent message exchange, and the contribution is a world-model+RL attacker acting on that interaction; preliminary results are lab runs against a prompt baseline."
6790,multi_agent_coordination,method,validation_research,controlled_experiment,fully_autonomous,preprint,"Contribution is a credibility score learned from past contributions and used to aggregate team outputs, i.e. the arrangement of who counts; lab experiments across tasks and adversary-majority settings, no deployment."
6794,budget_and_termination_control,method,validation_research,benchmark,not_specified,preprint,"Credited mechanism is bandit-based adaptive sampling that spends more agent calls on harder inputs; evaluated in the lab on two labelled datasets (AEGIS 2.0, SWMH), not in a deployed screening service."
6799,multi_agent_coordination,model,validation_research,ablation,not_specified,preprint,"Contribution is a multi-agent architecture whose ToM, BDI beliefs and symbolic solver govern collaborative decision-making; the study varies those components across LLMs on a lab resource-allocation task."
6809,multi_agent_coordination,method,validation_research,controlled_experiment,fully_autonomous,preprint,"REDEREF's claim is belief-guided delegation and re-routing of work among agents; evidence is lab runs on split-knowledge tasks compared with random recursive delegation, no real deployment."
6816,loop_evaluation_and_diagnosis,model,validation_research,benchmark,fully_autonomous,preprint,"Contribution is a diagnostic theory plus SFS metric characterising why closed-system multi-step and debate loops degrade faithfulness, generalising past one mechanism; evidence is 16 lab conditions on SciFact and FEVER."
6820,loop_evaluation_and_diagnosis,tool,validation_research,controlled_experiment,not_specified,preprint,"MAS-FIRE is an instrument: a 15-type fault taxonomy and injection harness for measuring MAS reliability, not a loop mechanism; faults are injected into three research MAS architectures in the lab."
6826,verification_and_gating,model,validation_research,controlled_experiment,fully_autonomous,preprint,The mechanism studied is verifier/corrector dosing and delay that decides whether false claims are suppressed; a closed-form threshold is derived and then confirmed by lab runs across five open models.
6829,verification_and_gating,process,opinion_paper,none,human_on_the_loop,preprint,"A position piece arguing for active dynamic moderation and governance deciding whether MAS output may stand, with no study or data reported; the paper is explicitly labelled Position and offers argument only."
6830,multi_agent_coordination,method,validation_research,controlled_experiment,fully_autonomous,preprint,"Object is task assignment and coordination across agents, comparing orchestrator versus planner allocation; evidence is lab experiments varying worker-capability information, no field setting."
6835,multi_agent_coordination,method,validation_research,benchmark,fully_autonomous,preprint,"MasRouter decides collaboration mode, role allocation and per-agent LLM choice, i.e. the arrangement itself; validated in the lab on MBPP and HumanEval against SOTA routing baselines."
6853,multi_agent_coordination,method,validation_research,controlled_experiment,fully_autonomous,preprint,The contribution is a confidence-normalised pooling rule and a study of how topology (centralised vs distributed) governs collective judgement; a systematic lab study on a misinformation-detection task.
6859,multi_agent_coordination,model,validation_research,controlled_experiment,fully_autonomous,preprint,"Studies how the number of interacting agents shapes collective dynamics, plus a mean-field model of that population effect; evidence is simulated coordination games in the lab, no real deployment."
6863,multi_agent_coordination,method,validation_research,controlled_experiment,fully_autonomous,preprint,"Object is peer influence between agents and how peer information is presented, and how herd tendency can be tuned to improve collaboration; a series of controlled lab experiments, not a field study."
6865,memory_and_context_management,tool,validation_research,benchmark,fully_autonomous,preprint,"LEGOMem's contribution is procedural memory units, where they are placed and how they are retrieved across orchestrators and agents; evaluated in the lab on the OfficeBench benchmark."
6888,verification_and_gating,process,evaluation_research,case_study,not_specified,journal,"The mechanism is an agent-driven audit that judges prompt-specification consistency, run under a locked protocol; it is applied to AEGIS, a real seven-lane production pipeline, and studies what happened over nine rounds."
6920,self_evolution,method,solution_proposal,none,not_specified,preprint,"ALLURE's mechanism is an outer loop that rewrites the evaluator's in-context examples from its own deviations, improving the judge between rounds; the abstract proposes and argues for the approach with no results reported."
6925,verification_and_gating,model,validation_research,controlled_experiment,fully_autonomous,journal,"ARCF's core is a Reliability Control Layer that monitors execution, detects MAST failure types and triggers verified recovery, i.e. a runtime check; evidence is simulation over enterprise workflows, not a production study."
6930,multi_agent_coordination,model,experience_paper,case_study,human_in_the_loop,preprint,The reported finding is about the architect/coder role split in a two-agent workflow and which role is the bottleneck; it documents what the authors observed in one of their own development projects.
6937,multi_agent_coordination,model,experience_paper,case_study,human_in_the_loop,preprint,"Same quantum_bench workflow: the claim is that the architect role, not the coder role, is the reliability bottleneck, evidenced by 21 errors documented across five groups in the authors' own single project."
6951,critique_and_revision,method,validation_research,benchmark,fully_autonomous,preprint,"RedDebate's mechanism is agents critiquing one another's reasoning so unsafe responses are revised, with memory carrying insights forward; validated in the lab on safety benchmarks across several models."
6986,verification_and_gating,method,validation_research,controlled_experiment,human_in_the_loop,conference,"LLM-proposed diagnostic plans are checked and ranked by an external causal-inference model and an Evaluator Agent before being recommended; results compare augmented against unaugmented plans in a prototype, not a deployment."
6988,multi_agent_coordination,model,validation_research,benchmark,fully_autonomous,preprint,"The variable studied is architecture, fixed workflow versus single-agent versus multi-agent versus general code agents, and its iteration depth; a controlled lab comparison on a unified patching benchmark."
6992,verification_and_gating,method,validation_research,controlled_experiment,human_in_the_loop,preprint,"The mechanism is a critic agent that challenges the primary agent's conclusions before release to human reviewers, a pre-submission gate; evidence is a with/without comparison over 500 expert-validated cases."
6993,verification_and_gating,model,solution_proposal,illustrative_example,not_specified,preprint,"Contribution is a calculus of when locally passing evaluator checks fail to compose, for systems whose outputs need external evaluator authorisation; the paper explicitly disclaims benchmark-complete validation."
