paper_id,loop_mechanism,contribution_type,research_type,evaluation_strategy,human_role,venue_type,justification
590,memory_and_context_management,model,validation_research,ablation,human_on_the_loop,preprint,"Central claim is an episodic memory loop storing verbal reflections of failed interventions for reuse on later anomalies; ns-3 simulation prototype with an ablation, never run on a live network."
595,planning_and_control_flow,model,validation_research,case_study,fully_autonomous,conference,"Contribution is a state-machine architecture whose typed agent state and update rules fix what the agent does next across iterations; demonstrated on a lab ocean-model case study, not in operational use."
597,memory_and_context_management,model,opinion_paper,none,not_specified,preprint,"Argues vector-DB retrieval is the wrong working-memory substrate for agents (no importance flags, no decay, no retrieval-reasoning feedback); a stated position with no method, data or evaluation."
602,loop_evaluation_and_diagnosis,tool,validation_research,benchmark,fully_autonomous,journal,"Headline artefacts are hackingBuddyGPT and a new privilege-escalation VM benchmark for measuring autonomous-agent behaviour; all runs are on curated lab VMs, so it is lab validation, not field use."
608,planning_and_control_flow,model,validation_research,controlled_experiment,human_in_the_loop,preprint,"H-ECA's homeostatic regulation layer computes drives that its executive module turns into the next tactical step; evidence is a lab comparison of two agent instances from an identical baseline, not deployment."
615,verification_and_gating,model,validation_research,benchmark,fully_autonomous,journal,"Claim is a deterministic verification layer that gates LLM proposals by P&ID graph traversal before execution (100% recall on injected errors); evaluated on TEP benchmark and synthetic scenarios, not a live plant."
620,verification_and_gating,tool,validation_research,benchmark,fully_autonomous,preprint,Safety Sidecar uses external verifiers to gate action release and memory writes at runtime; evidence is secure-solution rates across eight CWE scenarios and four LLMs in the lab.
637,self_evolution,model,philosophical_paper,none,human_on_the_loop,preprint,"Argues agency requires internalized identity evolution and self-directed learning rather than external scaffolding, proposing the GIC model; a conceptual analysis of agent architectures with no study or measurement."
639,memory_and_context_management,method,validation_research,controlled_experiment,fully_autonomous,preprint,"Contribution is typed persistent state that carries experimental history so the agent stops re-reading it, cutting tokens from O(n) to O(1) per iteration; stateful vs stateless compared on two lab tasks."
660,verification_and_gating,model,validation_research,benchmark,human_in_the_loop,preprint,"Formalizes the Dual-State Action Pair, a guard-function post-condition check that decides whether a generated step may stand; validated on diagnostic probes and SWE-Bench Pro instances in the lab."
666,planning_and_control_flow,process,solution_proposal,illustrative_example,not_specified,preprint,"AWARE replaces MAPE-K's sequential stage order with an Assess-Weigh-Act-Reflect-Enrich adaptation loop; argued via a comparison to MAPE-K and one demonstration use case, with no measured validation."
690,planning_and_control_flow,tool,validation_research,case_study,human_in_the_loop,journal,"Framework turns a human intent into an assembled technology pipeline and re-assembles it on failure, cutting orchestration iterations by ~94%; studied in a cyber-physical testbed, not in factory production."
691,critique_and_revision,tool,validation_research,benchmark,fully_autonomous,journal,MCP-SIM's claim is the iterative plan-act-reflect-revise cycle that rewrites failing simulation code after diagnosis; measured across twelve benchmark tasks in the lab against GPT and human-in-the-loop baselines.
709,memory_and_context_management,method,validation_research,benchmark,fully_autonomous,conference,ComoRAG's mechanism is a dynamic memory workspace that consolidates probing-query evidence into a global pool across reasoning cycles; evaluated on four long-narrative benchmarks in the lab.
714,loop_evaluation_and_diagnosis,process,solution_proposal,none,human_on_the_loop,preprint,"The artefact is an evaluation methodology, a process model plus reference architecture making offline and runtime evaluation a continuous governing function; derived from an MLR and argued, with no validation."
743,planning_and_control_flow,method,validation_research,benchmark,fully_autonomous,preprint,"ReAct's contribution is interleaving reasoning traces with actions so the trace induces and updates the action plan; a new prompting technique measured on HotpotQA, Fever, ALFWorld and WebShop in the lab."
752,planning_and_control_flow,method,validation_research,controlled_experiment,fully_autonomous,preprint,"An empirical audit of one named mechanism, ReAct's reason-act interleaving, finding performance is driven by exemplar-query similarity instead; evidence is systematic prompt variations run in the lab."
797,critique_and_revision,method,validation_research,benchmark,fully_autonomous,preprint,"The agent re-attempts the same task by self-correcting after each failure, so the contribution is the revision step; a novel in-context algorithm tested on six text-game tasks in the lab."
825,self_evolution,method,validation_research,benchmark,fully_autonomous,preprint,"RPO's reflector critiques and its optimizer rewrites the agent's action principles from past trajectories between runs, changing the agent itself; a new method measured across four lab environments."
826,verification_and_gating,method,validation_research,controlled_experiment,fully_autonomous,preprint,"Shows ReAct agents seldom re-evaluate a tool once it enters the thought, and proposes a reflection step that re-checks action safety before execution; evidence is attack/no-attack prompt-injection trials in the lab."
851,verification_and_gating,method,validation_research,benchmark,fully_autonomous,preprint,"Mechanisms are dual-granularity verification and test augmentation bounding false-admission risk, i.e. what may be accepted as a solution; validated on LiveCodeBench Pro and ICPC-Eval, no real contest use."
859,multi_agent_coordination,method,validation_research,benchmark,fully_autonomous,preprint,The contribution is team composition itself: a language-model graph plus community detection to pick which models collaborate; discovered teams measured against random and hand-curated teams on downstream benchmarks.
865,self_evolution,method,validation_research,controlled_experiment,not_specified,preprint,Dual-loop reflection updates external latent strategy vectors between interactions so agents evolve stable styles without fine-tuning; evidence is lab runs comparing latent convergence under reflection-driven updates.
872,planning_and_control_flow,method,validation_research,benchmark,fully_autonomous,preprint,P-ReAct restructures reason-act interleaving so tool_call decoding is prioritised and reasoning continues while awaiting tool returns; a new method measured on search-agent benchmarks against LLM agents.
879,verification_and_gating,method,validation_research,benchmark,fully_autonomous,preprint,"UALA gates whether the agent queries the external world using uncertainty quantification, and reports verbalised confidence is an unreliable signal; measured on HotpotQA, StrategyQA and MMLU in the lab."
