paper_id,loop_mechanism,contribution_type,research_type,evaluation_strategy,human_role,venue_type,justification
10564,verification_and_gating,method,solution_proposal,none,human_in_the_loop,preprint,"Abstract empty; title-only: 'Fail Fast, or Ask' names failure detection and escalation to a human as the gate on proceeding, and proposes a systems-engineering remedy with no reported study."
10565,loop_evaluation_and_diagnosis,model,validation_research,case_study,not_specified,preprint,"Abstract empty; title-only: the object is an analysis of feedback loops and code perturbations rather than a new loop mechanism, framed as a case study of one C-to-Rust system, not deployed practice."
10647,self_evolution,method,validation_research,benchmark,fully_autonomous,conference,"Abstract empty; title-only: 'self-refinement of vision-language models' refines the model itself via a triangular-consistency signal, a novel technique with lab results, not field use. Runner-up: verification_and_gating."
10652,loop_evaluation_and_diagnosis,tool,validation_research,benchmark,fully_autonomous,conference,"Abstract empty; title-only: declares a benchmark of self-correction, i.e. an instrument for measuring loop behaviour, run in the lab over models rather than in a real setting."
10696,multi_agent_coordination,tool,validation_research,benchmark,fully_autonomous,conference,Abstract empty; title-only: 'modularized agentic workflow automation' contributes the arrangement of and allocation across agents; a novel framework evaluated in the lab.
10699,self_evolution,method,validation_research,benchmark,fully_autonomous,conference,Abstract empty; title-only: automatic generation of the agent's own workflow is an outer loop rewriting the agent between runs; novel technique with lab evaluation. Runner-up: multi_agent_coordination.
10712,planning_and_control_flow,method,validation_research,benchmark,fully_autonomous,conference,"Abstract empty; title-only: 'automatic reward modeling and planning' contributes action selection and planning for autonomous agents, a novel technique evaluated in the lab. Runner-up: deliberative_search."
10720,loop_evaluation_and_diagnosis,tool,validation_research,benchmark,not_specified,conference,"Abstract empty; title-only: a hop-aware benchmark for diagnosing multi-step retrieval reasoning is a measurement instrument, exercised in the lab rather than in production."
10761,critique_and_revision,method,validation_research,benchmark,fully_autonomous,conference,"Abstract empty; title-only: 'learning to refine' contributes the revision step over parallel reasoning outputs, a novel technique with lab evaluation."
10769,critique_and_revision,method,validation_research,benchmark,fully_autonomous,conference,"Abstract empty; title-only: the claim is better response refinement elicited by self-reflection, i.e. the correction rather than the check; novel technique evaluated in the lab."
10770,verification_and_gating,method,validation_research,benchmark,fully_autonomous,conference,Abstract empty; title-only: 'Divide-Verify-Refine' foregrounds the verification stage producing the judgement that the refinement consumes; novel technique with lab evaluation. Runner-up: critique_and_revision.
10773,critique_and_revision,method,validation_research,benchmark,fully_autonomous,conference,"Abstract empty; title-only: the claim is that self-correction on solver feedback enables the reasoning, with the checker off-the-shelf (ASP solver), so the correction loop is the contribution; lab evaluation."
10775,loop_evaluation_and_diagnosis,tool,validation_research,benchmark,fully_autonomous,conference,"Abstract empty; title-only: names itself a self-correction benchmark evaluating instruction following, an instrument for measuring loop behaviour, run in the lab."
10779,critique_and_revision,model,validation_research,benchmark,fully_autonomous,conference,"Abstract empty; title-only: an empirical decomposition of one named mechanism, self-correction capability, into confidence and critique; lab study of models, not practice."
10781,critique_and_revision,model,validation_research,benchmark,fully_autonomous,conference,"Abstract empty; title-only: an empirical audit of intrinsic self-correction, one named mechanism, so coded to that mechanism; lab experiments rather than field use."
10782,critique_and_revision,method,validation_research,human_study,fully_autonomous,conference,"Abstract empty; title-only: studies ChatGPT self-correction as the mechanism, with human raters as the measuring instrument in a study rather than a deployed clinical setting."
10785,loop_evaluation_and_diagnosis,tool,validation_research,benchmark,not_specified,conference,"Abstract empty; title-only: offline evaluation of multi-agent workflows is the headline instrument, the refinement being what it drives; lab evaluation. Runner-up: self_evolution."
10786,deliberative_search,method,validation_research,benchmark,fully_autonomous,conference,Abstract empty; title-only: evolutionary guided decoding branches over candidate continuations and selects among them; novel technique with lab evaluation. Runner-up: self_evolution.
10805,memory_and_context_management,method,validation_research,benchmark,fully_autonomous,conference,Abstract empty; title-only: 'autonomous context curation' governs what state carries across steps of long-horizon tasks; a novel technique evaluated in the lab.
10848,verification_and_gating,method,validation_research,benchmark,not_specified,conference,"Abstract empty; title-only: enforcing company policy on agentic workflows is a pre-execution policy gate on actions; a proposed technique with lab evaluation, not reported production use."
10855,budget_and_termination_control,method,validation_research,benchmark,fully_autonomous,conference,"Abstract empty; title-only: the object is the cost-performance trade-off of running the self-refinement loop, i.e. how much compute it warrants; lab exploration over open models. Runner-up: critique_and_revision."
10858,critique_and_revision,model,validation_research,benchmark,fully_autonomous,conference,"Abstract empty; title-only: a probabilistic theory of how self-correction rounds scale, i.e. whether and how far revision helps; a model checked in the lab, not in practice."
10913,self_evolution,method,validation_research,benchmark,fully_autonomous,conference,"Abstract empty; title-only: self-adaptive abstraction operators rewrite the agent's own workflow across iterations, an outer improvement loop; novel technique with lab evaluation. Runner-up: multi_agent_coordination."
