paper_id,loop_mechanism,contribution_type,research_type,evaluation_strategy,human_role,venue_type,justification
2334,verification_and_gating,tool,validation_research,ablation,fully_autonomous,preprint,"Pipeline re-examines each cited frame before the answer stands (a check that gates output); three verification designs are ablated in the lab on 40 claims, no deployed use."
2340,multi_agent_coordination,model,solution_proposal,none,not_specified,preprint,Contribution is the institutional arrangement itself: planner/executor/verifier isolated with asymmetric context to block collusion; architecture is formalized and argued theoretically with no experiment.
2343,budget_and_termination_control,method,validation_research,benchmark,fully_autonomous,preprint,Self-verification is used as a compute-control policy for adaptive stopping (2.99 turns vs fixed ten-turn); trained and measured on seven math benchmarks in the lab. Runner-up: verification_and_gating.
2352,verification_and_gating,method,validation_research,benchmark,fully_autonomous,preprint,"Novelty is planner-defined passing criteria compiled into subtask verification functions in Python/NL that gate handoffs; evaluated against single- and multi-agent baselines on datasets, not in deployment."
2354,loop_evaluation_and_diagnosis,model,experience_paper,case_study,human_in_the_loop,preprint,"Headline artefact is a taxonomy of completion-fabrication failure modes plus a timeline of documented cases, drawn from the author's own nine months of production development with Claude Code."
2356,verification_and_gating,method,validation_research,benchmark,fully_autonomous,preprint,Contribution is how the judgement is produced: a tool-flow interface routing verification to an exact-computation toolbox for candidate-answer adjudication; measured on five math datasets across seven model configs.
2359,loop_evaluation_and_diagnosis,method,validation_research,ablation,fully_autonomous,preprint,"The stated contribution is a verification methodology and the drift decomposition it makes measurable (an instrument, not a loop mechanism); evidence is gated ablation cells on ARC-AGI-3 with null task efficacy."
2365,verification_and_gating,method,validation_research,benchmark,fully_autonomous,preprint,"Novelty is planner-defined passing criteria compiled into subtask verification functions in Python/NL that gate handoffs; evaluated against single- and multi-agent baselines on datasets, not in deployment."
2385,verification_and_gating,tool,validation_research,benchmark,fully_autonomous,preprint,"Toolkit agents invoke after formulating an action but before executing it, a pre-execution safety gate cutting harmful actions 87%; measured across agentic tasks in the lab with domain plugins."
2388,loop_evaluation_and_diagnosis,model,validation_research,benchmark,fully_autonomous,preprint,"Contribution is a diagnostic decomposition of the iterative pipeline into Generation/Verification/Reflection/Recalibration attributing ~70% of errors to verification; cross-method lab analysis over HotpotQA, ALFWorld, HumanEval."
2456,verification_and_gating,method,validation_research,benchmark,fully_autonomous,preprint,Novelty is how the correctness judgement is produced: MCTS-decomposed multi-perspective judging with unit-test-level rewards; validated on three benchmarks and five LLMs. Runner-up: deliberative_search.
2506,verification_and_gating,metric,validation_research,benchmark,fully_autonomous,preprint,"Contribution is the judge itself, reference-less validation metrics using bidirectional functionality matching, checked against execution-based ground truth in the lab; refinement agents are a downstream application."
2560,verification_and_gating,method,validation_research,controlled_experiment,fully_autonomous,preprint,"An empirical audit of one named mechanism, the LLM judge that gates refinement, showing prior scores anchor its verdicts; three prompt conditions varied by design over 185k evaluations in the lab."
2672,loop_evaluation_and_diagnosis,metric,validation_research,benchmark,fully_autonomous,journal,"Headline artefact is the instrument: a 20-process benchmark and evaluation approach for scoring LLM process modelling, applied to 16 LLMs and used to probe self-improvement techniques in the lab."
2895,critique_and_revision,method,validation_research,benchmark,fully_autonomous,preprint,"Contribution is the feedback learning loop that feeds critic judgements back so responses are rewritten iteratively; validated by citation and MAUVE gains for ChatGPT on their QA data, not in practice."
2917,critique_and_revision,method,validation_research,benchmark,fully_autonomous,preprint,"Contribution is the actor-critic revision step, a critic trained to emit fine-grained actionable revisions and an actor trained to apply them; validated in three interactive lab environments against baselines."
2935,planning_and_control_flow,method,validation_research,benchmark,fully_autonomous,preprint,"Contribution is in-plan and out-of-plan plan refinement, i.e. replanning triggered by environmental feedback, determining the next action; validated on ALFWorld and MiniWoB++ prototypes."
2971,critique_and_revision,method,validation_research,benchmark,fully_autonomous,preprint,Contribution is an RL-trained critique generator whose natural-language feedback makes a frozen GPT-3 repair its outputs; validated on three lab datasets with text-similarity metrics.
2987,multi_agent_coordination,method,validation_research,benchmark,fully_autonomous,preprint,"The stated gap is the collaborative interaction between recommendation and user agents rather than either agent alone, so the contribution is the two-agent exchange; validated on three datasets. Runner-up: critique_and_revision."
3019,critique_and_revision,method,validation_research,benchmark,fully_autonomous,preprint,Contribution is the error-driven self-correction workflow: a fine-grained error-critic model whose feedback customizes executor solution flows; validated across seven RAG datasets in the lab.
3040,verification_and_gating,method,validation_research,benchmark,fully_autonomous,conference,Contribution is how step-level judgement is produced: a generative PRM doing CoT plus code verification before judging each step; validated on ProcessBench and math tasks against prior PRMs.
3058,planning_and_control_flow,method,validation_research,benchmark,fully_autonomous,preprint,"Contribution is critic-guided sub-goal selection determining the next step (reason, query, or retrieve), with MCTS only collecting critic training data; validated on programming, math and retrieval tasks."
3076,critique_and_revision,method,validation_research,benchmark,fully_autonomous,preprint,"Ablation credits the critic-based feedback loop, not model size, so the contribution is validator critique guiding regeneration; validated on GSM8K with up to 13% gain. Runner-up: multi_agent_coordination."
3091,self_evolution,method,validation_research,benchmark,fully_autonomous,preprint,Contribution is the data-flywheel outer loop: the first critic collects refined positive/negative samples that train a stronger second-round critic; validated on several GUI datasets in the lab.
3157,verification_and_gating,method,validation_research,benchmark,fully_autonomous,preprint,The EVU mechanism predicts expected outcomes and checks them against observations to detect belief-observation mismatch before acting; validated on three embodied benchmarks with prompting and training variants.
