paper_id,loop_mechanism,contribution_type,research_type,evaluation_strategy,human_role,venue_type,justification
6554,memory_and_context_management,method,validation_research,controlled_experiment,human_in_the_loop,preprint,"Contributes selective cross-session context retention (keep four categories, discard reasoning traces); measured by comparing memory conditions on scenarios and public datasets, not by studying real-setting consequences."
6559,loop_evaluation_and_diagnosis,model,validation_research,benchmark,not_specified,journal,"Headline artefacts are a taxonomy of context-rot failure modes and the ACB-2026 benchmark used to compare architectures, an instrument rather than a loop mechanism; evidence is calibrated simulation, i.e. lab."
6562,loop_evaluation_and_diagnosis,model,validation_research,benchmark,fully_autonomous,preprint,"Contribution is an instrument: a taxonomy of 22 agentic frameworks plus a unified measurement of orchestration, memory and cost failures; run on BBH/GSM8K/ARC in a lab harness, so validation not evaluation."
6563,loop_evaluation_and_diagnosis,method,evaluation_research,case_study,fully_autonomous,preprint,Contributes XEPV trace encoding and n-gram/Markov diagnosis of loop behaviour that generalises past one mechanism; 347 traces from a production ReAct system and a before/after Governor deployment make it a real-setting study.
6579,loop_evaluation_and_diagnosis,tool,validation_research,benchmark,fully_autonomous,preprint,"Headline artefact is AnalysisBench, 35 tool-project pairs with reference setups used to compare four agent architectures; all runs are lab benchmark runs, so validation_research."
6580,multi_agent_coordination,method,validation_research,benchmark,fully_autonomous,preprint,"SWIFT contributes workflow topology synthesis from structural priors, and its ablation shows demonstrations transfer topological structure; evidence is nine lab benchmarks, no deployment."
6581,verification_and_gating,method,validation_research,benchmark,fully_autonomous,preprint,"EVER's novelty is executability as the verification signal that admits each parsing step, with correction driven by execution-result checks; validated on WebQSP and CWQ in the lab. Runner-up: critique_and_revision."
6595,verification_and_gating,method,validation_research,benchmark,fully_autonomous,preprint,"The FSM enforces a Design-Verify-Rectify check for hardware compliance before irreversible execution, and compliance rate is the headline claim; evaluated on the extended BioProBench, a lab benchmark. Runner-up: planning_and_control_flow."
6600,loop_evaluation_and_diagnosis,tool,validation_research,benchmark,fully_autonomous,preprint,"PHMForge is an evaluation environment (99 scenarios, 39 MCP tools, deterministic evaluators) for measuring agent loops, not a loop mechanism; all results are lab benchmark runs over public PHM datasets."
6603,planning_and_control_flow,model,solution_proposal,illustrative_example,fully_autonomous,preprint,"SPE replaces the fixed orchestrator that governs turn-to-turn state transition, formalised via agentic machines and the Spell language; the abstract argues the architecture and demonstrates feasibility with no measured validation."
6607,loop_evaluation_and_diagnosis,tool,validation_research,benchmark,fully_autonomous,preprint,ScrambleToolBench is an interactive benchmark instrument isolating behavioural discovery and adaptation under mapping drift; state-of-the-art models are measured on it in the lab.
6612,multi_agent_coordination,model,opinion_paper,controlled_experiment,not_specified,preprint,"MACI is a coordination stack arranging debate, filtering and persistent memory across agents; the paper's act is argument ('we argue' critiques misidentify the bottleneck, capability is not coordination), with supporting comparisons."
6620,loop_evaluation_and_diagnosis,tool,validation_research,benchmark,fully_autonomous,preprint,"SaaSBench is the artefact: 30 enterprise tasks with 5,370 validation nodes and a dependency-aware evaluation paradigm for measuring long-horizon coding agents; the failure analysis is a benchmark result, not a deployment."
6629,deliberative_search,method,validation_research,benchmark,fully_autonomous,conference,"Tree-Notebook branches notebook cells into a tree and selects paths by an entropy-based information-gain function over a POMDP, i.e. candidate exploration and selection; validated on InfiAgent-DABench and DS-Bench."
6634,loop_evaluation_and_diagnosis,metric,evaluation_research,case_study,human_in_the_loop,journal,"Contribution is a five-metric instrument (decomposition, tool use, recovery, intervention cost, time) for measuring agentic workflow; four shipping IDE agents are compared on an actual application build with logged intervention."
6641,critique_and_revision,method,validation_research,benchmark,fully_autonomous,preprint,"AdsMind's claim is the closed-loop correction of erroneous initial guesses using MLFF relaxation feedback (an off-the-shelf checker), contrasted with open-loop agents; validated on AA20 and OCD-GMAE62 with DFT checks."
6646,loop_evaluation_and_diagnosis,tool,validation_research,benchmark,fully_autonomous,preprint,"AssetOpsBench contributes the measuring apparatus: 140+ queries, a simulated IoT environment, three metrics and automated failure-mode discovery; agents are compared inside that simulation, so lab validation."
6647,loop_evaluation_and_diagnosis,metric,validation_research,benchmark,human_on_the_loop,preprint,"ProcCtrlBench contributes an 11-type defect ontology and calibrated process-level scorecards for measuring trajectories; applied to 200 cases resampled from AndroidBench, TerminalBench and SWE-bench-Verified in the lab."
6649,planning_and_control_flow,method,validation_research,benchmark,fully_autonomous,preprint,"SGA-MCTS decides the next action by retrieving de-lexicalised State-Goal-Action atoms distilled offline from MCTS, replacing inference-time search as the planner; results are lab benchmark comparisons against SOTA systems."
6656,planning_and_control_flow,model,validation_research,controlled_experiment,not_specified,preprint,"The contribution is explicit control-flow machinery: a LIFO stack execution loop over a rooted capability tree with lazy loading, evidence is controlled flat-vs-hierarchical routing runs, not the cited deployment."
6661,multi_agent_coordination,model,solution_proposal,illustrative_example,human_in_the_loop,preprint,"Agentic Nesting proposes layered stewardship topologies with a central orchestrator dispatching to application-wrapped agents, i.e. the arrangement itself; it is argued and explored over scenarios with no measurement."
6707,multi_agent_coordination,method,validation_research,controlled_experiment,fully_autonomous,preprint,"Sigma-Mem models which peers can be trusted and uses that for peer routing and reliability-weighted voting, i.e. credibility-based coordination; validated by inducing counterfactual reliability shifts across five Qwen models."
6752,multi_agent_coordination,model,validation_research,controlled_experiment,not_specified,preprint,"The contribution is what agents send each other: a MESI-style lazy-invalidation protocol replacing full-state rebroadcast, with a theorem and TLA+ proofs; evidence is simulation over four workload configurations, so lab validation."
6763,planning_and_control_flow,tool,validation_research,controlled_experiment,not_specified,preprint,"AgentGit adds state commit, revert and branching so a workflow can return to an earlier step and explore trajectories, the control-flow keyword case; validated by a designed multi-step A/B test against LangGraph, AutoGen and Agno."
6769,verification_and_gating,method,evaluation_research,case_study,human_in_the_loop,preprint,"EARS fine-tunes sub-agents to detect their own failure conditions and abstain rather than answer, a check on whether the loop may proceed unaided; evaluated in a large-scale production e-commerce assistant (68.5% to 78.9%)."
